timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
151462.006,35.645,36.133,46.875,33.691,80.078,0
151462.010,36.133,33.691,47.363,32.715,84.961,0
151462.014,39.551,40.527,48.340,45.410,82.520,0
151462.018,35.645,40.039,43.945,50.781,99.121,0
151462.022,33.203,38.086,42.969,36.621,103.027,0
151462.026,42.969,33.691,36.621,30.273,67.383,0
151462.030,44.922,36.621,35.156,39.062,34.668,0
151462.033,36.621,41.504,49.805,44.434,0.488,0
151462.037,37.598,39.062,48.340,47.852,7.812,0
151462.041,40.039,43.457,39.551,56.152,-0.977,0
151462.045,37.598,42.969,41.016,49.316,-28.809,0
151462.049,34.180,37.109,42.480,39.062,-13.672,0
151462.050,37.598,38.574,38.574,41.504,3.906,0
151462.054,44.434,38.086,33.203,45.410,-17.578,0
151462.057,43.945,34.180,41.504,50.293,11.719,0
151462.061,42.969,37.598,48.340,46.875,44.434,0
151462.065,55.664,42.480,47.363,50.781,34.668,0
151462.069,52.734,45.410,46.387,50.781,34.180,0
151462.073,40.039,48.340,41.504,46.387,9.766,0
151462.077,36.621,48.828,35.156,46.387,10.254,0
151462.081,39.551,45.898,36.133,49.316,43.457,0
151462.085,29.297,37.598,42.969,51.758,0.977,0
151462.089,22.949,38.086,42.969,39.551,-20.996,0
151462.093,28.320,35.156,40.527,32.227,20.508,0
151462.110,33.691,33.691,40.527,35.645,54.199,0
151462.113,32.715,33.691,41.992,40.527,30.762,0
151462.117,32.715,29.297,41.016,41.992,-0.488,0
151462.121,47.363,39.062,35.645,52.246,-10.254,0
151462.125,41.016,40.527,20.508,50.781,9.766,0
151462.129,31.250,39.062,19.531,37.598,0.977,0
151462.133,34.668,41.992,38.086,44.434,4.395,0
151462.137,28.809,37.598,52.246,51.270,9.277,0
151462.141,26.855,35.156,49.805,47.852,3.418,0
151462.145,33.203,40.039,45.410,39.551,34.180,0
151462.149,43.457,48.828,48.340,33.691,-17.578,0
151462.152,45.898,49.805,43.945,37.598,-0.488,0
151462.154,42.969,47.363,42.969,43.457,40.527,0
151462.158,44.434,45.898,42.969,44.922,17.578,0
151462.162,48.828,46.875,37.109,39.551,33.203,0
151462.166,45.410,48.340,30.273,36.621,49.805,0
151462.170,29.785,44.922,31.738,40.527,59.570,0
151462.174,24.902,42.969,40.039,40.039,70.312,0
151462.178,30.762,42.969,37.598,39.551,80.078,0
151462.182,25.391,39.551,32.227,28.809,78.613,0
151462.186,29.297,41.016,37.598,23.926,68.359,0
151462.190,38.086,46.387,42.480,33.691,60.059,0
151462.194,35.645,47.852,39.551,35.645,56.641,0
151462.197,41.016,48.340,36.621,33.691,62.500,0
151462.201,44.434,46.387,36.621,38.086,42.969,0
151462.205,42.969,48.340,39.062,44.434,21.973,0
151462.209,44.922,49.316,42.480,46.387,45.410,0
151462.213,38.086,40.039,39.062,38.086,52.246,0
151462.217,30.273,41.504,37.109,27.832,40.527,0
151462.220,26.855,43.945,37.598,24.902,72.754,0
151462.224,30.762,42.480,41.992,31.250,85.938,0
151462.228,38.574,46.875,41.992,28.320,73.730,0
151462.232,40.527,45.898,34.180,25.879,47.363,0
151462.236,33.203,44.434,35.156,39.062,26.367,0
151462.240,49.805,46.387,38.574,39.551,70.801,0
151462.244,60.059,45.410,38.574,27.832,33.691,0
151462.245,31.250,44.434,29.785,30.273,-1.953,0
151462.248,22.461,44.434,20.996,46.387,21.484,0
151462.252,31.250,44.434,35.645,54.688,35.156,0
151462.256,35.156,40.527,51.758,41.016,61.523,0
151462.260,30.273,40.527,40.039,31.738,30.273,0
151462.264,37.109,40.039,33.691,37.598,12.695,0
151462.268,37.109,35.156,47.363,35.156,43.457,0
151462.272,29.297,37.598,51.758,31.738,74.219,0
151462.276,33.691,38.574,45.410,28.809,49.805,0
151462.280,29.297,38.086,47.852,26.855,10.254,0
151462.284,19.531,39.062,50.293,32.227,64.941,0
151462.288,28.809,42.969,51.270,45.898,95.215,0
151462.290,42.480,43.457,46.875,42.969,52.246,0
151462.293,41.016,40.527,41.992,32.227,58.105,0
151462.297,41.992,40.527,42.969,36.133,104.980,0
151462.301,38.574,39.551,42.969,44.922,101.562,0
151462.305,38.574,38.086,41.992,48.340,76.660,0
151462.309,42.480,39.062,38.086,42.969,43.945,0
151462.313,34.180,37.109,38.086,42.969,47.363,0
151462.317,33.203,40.039,36.133,45.898,83.984,0
151462.321,39.551,44.922,43.457,43.945,74.219,0
151462.325,37.109,39.551,51.758,36.621,57.617,0
151462.329,32.715,37.109,47.852,31.738,33.691,0
151462.332,23.438,40.039,40.039,34.668,55.176,0
151462.335,17.090,36.133,36.133,31.250,59.570,0
151462.338,20.996,35.645,34.668,24.414,46.387,0
151462.342,16.602,38.574,34.668,25.391,20.020,0
151462.346,19.531,37.109,29.785,32.227,17.578,0
