timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
151844.762,34.180,25.879,36.133,34.668,25.391,0
151844.766,28.320,25.879,31.738,37.598,26.367,0
151844.769,29.785,27.832,32.227,39.062,50.293,0
151844.773,35.156,40.039,43.457,40.527,58.105,0
151844.777,44.434,45.898,43.945,42.480,54.688,0
151844.781,43.457,43.457,35.156,38.086,44.434,0
151844.785,35.156,41.016,33.203,35.156,8.789,0
151844.789,27.344,33.203,21.484,30.273,7.324,0
151844.793,27.344,31.250,17.578,25.391,39.551,0
151844.797,30.273,31.250,38.574,22.461,57.617,0
151844.801,30.273,30.273,57.129,23.926,50.293,0
151844.805,31.738,37.109,54.199,24.414,66.895,0
151844.807,40.039,45.410,46.387,29.785,86.426,0
151844.810,40.039,41.504,39.062,28.320,42.480,0
151844.814,33.203,39.551,36.133,26.367,8.789,0
151844.818,34.180,39.551,39.551,33.691,61.035,0
151844.822,31.738,32.715,40.039,33.691,67.871,0
151844.826,27.832,27.832,36.621,26.367,2.930,0
151844.830,33.691,33.203,38.086,29.785,2.441,0
151844.834,41.504,30.762,41.504,39.551,24.902,0
151844.838,45.410,27.344,42.480,46.387,38.574,0
151844.842,42.480,34.180,35.156,44.434,12.207,0
151844.846,37.109,32.715,20.020,33.203,-14.648,0
151844.850,39.551,40.039,29.297,36.621,40.527,0
151844.852,36.621,40.527,39.551,33.691,91.797,0
151844.855,28.320,25.879,33.203,19.043,64.941,0
151844.859,27.344,25.879,36.133,17.090,5.371,0
151844.863,32.227,35.156,43.457,26.367,23.926,0
151844.867,34.180,38.086,30.273,28.809,46.387,0
151844.871,30.273,33.203,20.020,26.855,51.270,0
151844.875,30.762,31.250,38.086,25.391,52.246,0
151844.879,31.250,32.715,51.270,28.320,67.871,0
151844.883,31.738,37.109,45.410,35.156,72.266,0
151844.887,29.785,36.621,38.574,32.715,35.645,0
151844.891,28.320,27.832,42.480,29.297,10.254,0
151844.895,37.109,28.809,48.340,36.133,-4.395,0
151844.896,43.457,38.086,45.410,41.992,9.766,0
151844.900,40.039,41.016,42.480,36.621,58.594,0
151844.904,40.039,38.574,34.668,27.832,52.246,0
151844.908,42.969,29.785,17.090,27.344,33.691,0
151844.912,37.598,26.367,28.809,30.273,36.621,0
