timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker
1486824684.396,-1.465,27.344,40.527,80.078,129.395,0
1486824684.400,-41.992,30.273,41.016,-11.230,18.066,0
1486824684.404,45.410,29.785,39.062,-6.348,-125.000,0
1486824684.408,120.117,28.320,34.180,99.121,-55.664,0
1486824684.412,91.797,29.297,42.480,137.207,87.402,0
1486824684.416,-5.371,32.715,50.781,89.355,124.512,0
1486824684.420,-67.871,33.203,34.668,-6.836,79.102,0
1486824684.424,16.602,25.391,33.203,-22.461,-37.109,0
1486824684.428,103.027,22.949,46.387,85.449,-47.852,0
1486824684.431,90.332,28.809,46.875,143.555,88.379,0
1486824684.435,11.719,33.203,40.527,102.539,126.953,0
1486824684.439,-51.270,27.832,37.598,8.301,66.895,0
1486824684.443,9.277,20.996,39.551,-33.203,-53.711,0
1486824684.447,104.492,22.949,35.645,57.617,-89.355,0
1486824684.451,115.234,24.902,32.227,132.812,51.758,0
1486824684.455,39.062,26.367,38.086,98.145,157.227,0
1486824684.459,-41.992,32.227,36.621,8.301,102.051,0
1486824684.463,7.324,30.273,31.738,-30.273,-27.344,0
1486824684.467,110.840,23.438,35.645,59.570,-18.555,0
1486824684.470,121.582,29.297,40.039,130.371,74.219,0
1486824684.474,55.664,30.273,46.875,105.469,90.332,0
1486824684.478,-38.574,29.297,48.828,27.832,91.797,0
1486824684.482,-22.949,27.344,36.133,-23.926,-15.137,0
1486824684.486,85.938,19.043,34.668,49.805,-103.516,0
1486824684.490,117.676,21.484,39.062,132.812,16.602,0
1486824684.494,54.199,28.320,40.039,117.676,127.441,0
1486824684.498,-37.598,38.574,39.062,39.062,132.324,0
1486824684.502,-21.973,42.969,39.551,-18.555,-29.785,0
1486824684.506,79.102,32.715,37.109,27.832,-123.535,0
1486824684.510,112.305,27.832,31.250,118.164,19.531,0
1486824684.513,64.941,31.738,42.969,123.535,109.863,0
1486824684.517,-30.762,32.715,41.992,40.039,95.215,0
1486824684.521,-38.574,26.855,34.668,-32.227,18.555,0
1486824684.525,62.500,25.879,37.598,7.324,-96.191,0
1486824684.529,107.910,28.809,35.645,107.910,21.484,0
1486824684.533,68.359,29.297,41.504,123.047,106.445,0
1486824684.537,-23.926,31.738,50.293,54.688,114.746,0
1486824684.541,-43.945,34.668,53.223,-20.996,28.809,0
1486824684.545,56.152,32.227,45.898,4.395,-99.609,0
1486824684.549,118.652,25.391,33.691,106.934,-2.441,0
1486824684.553,84.961,29.785,36.133,130.371,125.000,0
1486824684.556,-7.812,36.621,40.039,68.848,154.785,0
1486824684.560,-41.992,35.645,39.551,-14.648,77.637,0
1486824684.564,47.363,32.227,41.992,-5.859,-46.387,0
1486824684.568,118.164,29.785,36.621,97.168,-11.719,0
1486824684.572,99.609,29.297,35.156,142.090,97.656,0
1486824684.576,11.230,31.250,41.016,84.473,113.770,0
1486824684.580,-45.898,31.738,44.434,-6.836,30.762,0
1486824684.584,31.250,29.785,48.340,-8.789,-73.730,0
