timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker
1486824225.488,133.301,26.855,35.156,175.781,25.879,0
1486824225.492,61.035,34.180,27.832,180.664,135.254,0
1486824225.496,-51.270,33.203,37.598,25.391,139.648,0
1486824225.500,-49.316,27.832,39.062,-110.352,12.695,0
1486824225.503,70.312,26.855,35.645,-22.949,-66.895,0
1486824225.507,126.465,24.414,34.180,162.598,46.875,0
1486824225.511,78.125,27.832,34.668,188.965,125.488,0
1486824225.515,-31.250,34.668,38.574,46.875,130.371,0
1486824225.519,-72.266,34.668,34.180,-109.863,58.594,0
1486824225.523,41.992,32.715,30.273,-55.176,-76.172,0
1486824225.527,135.254,32.227,33.203,149.902,-25.391,0
1486824225.531,93.750,33.203,44.434,202.637,91.309,0
1486824225.535,-29.785,34.668,47.852,66.895,149.414,0
1486824225.539,-79.590,31.738,38.574,-91.309,71.777,0
1486824225.543,41.504,28.809,35.156,-59.082,-69.824,0
1486824225.546,135.254,30.273,33.203,134.277,-12.207,0
1486824225.550,104.004,32.715,38.574,208.984,100.586,0
1486824225.554,-11.230,32.715,40.527,98.633,108.887,0
1486824225.558,-76.172,32.715,37.598,-68.848,34.180,0
1486824225.562,35.645,29.785,38.086,-61.523,-79.102,0
1486824225.566,129.883,23.438,37.109,128.906,-43.457,0
1486824225.570,111.816,27.832,41.992,215.332,87.402,0
1486824225.574,16.602,35.645,46.875,126.953,128.906,0
1486824225.578,-66.895,37.109,46.875,-43.457,71.777,0
1486824225.582,23.926,34.180,42.969,-82.031,-48.828,0
1486824225.585,132.324,30.273,33.691,90.332,-25.879,0
1486824225.589,121.582,31.250,33.691,205.078,107.422,0
1486824225.593,23.926,33.691,45.898,135.742,141.602,0
1486824225.597,-79.590,33.203,44.434,-40.527,79.102,0
1486824225.601,-8.789,30.762,35.645,-106.445,-35.645,0
1486824225.605,117.676,27.344,35.156,72.266,-41.504,0
1486824225.609,123.535,27.344,43.457,212.891,92.285,0
1486824225.613,30.762,31.738,49.805,152.832,150.879,0
1486824225.617,-64.941,30.762,48.828,-8.301,118.164,0
1486824225.621,-21.973,27.344,39.062,-106.445,5.371,0
1486824225.625,100.586,26.367,32.227,33.691,-38.574,0
1486824225.628,136.719,29.297,34.668,203.613,63.965,0
1486824225.632,59.570,29.297,37.109,171.875,120.605,0
1486824225.636,-53.711,27.344,41.504,7.324,112.305,0
1486824225.640,-38.574,29.297,39.062,-110.352,17.090,0
1486824225.644,86.426,29.785,32.715,16.113,-33.691,0
1486824225.648,132.324,28.320,42.480,202.148,38.086,0
1486824225.652,71.289,31.738,52.246,179.688,125.488,0
1486824225.656,-44.434,32.227,53.711,13.184,121.582,0
1486824225.660,-49.316,32.227,44.922,-105.957,15.625,0
1486824225.664,77.148,33.203,35.645,-3.418,-51.758,0
1486824225.667,134.766,27.832,38.086,188.965,13.184,0
1486824225.671,77.148,29.297,42.480,200.684,100.586,0
1486824225.675,-38.574,30.762,44.922,44.922,108.398,0
1486824225.679,-60.547,27.344,41.504,-94.238,22.461,1
1486824225.683,62.500,26.855,37.109,-20.996,-46.875,0
1486824225.687,129.395,28.809,39.062,171.875,17.578,0
1486824225.691,83.984,28.809,41.504,202.637,93.262,0
1486824225.695,-24.902,29.297,35.645,65.430,116.699,0
1486824225.699,-77.148,26.367,37.109,-97.656,13.184,0
1486824225.703,35.156,22.461,39.062,-65.918,-92.773,0
1486824225.707,127.930,24.414,39.551,143.555,12.207,0
1486824225.710,95.215,26.367,45.410,207.031,128.906,0
1486824225.714,-16.602,28.320,46.387,84.961,147.949,0
1486824225.718,-73.242,31.738,41.016,-80.566,38.086,0
1486824225.722,29.785,27.344,38.086,-75.684,-104.980,0
1486824225.726,129.883,24.902,38.574,127.441,-47.363,0
1486824225.730,115.723,31.250,39.062,221.191,77.148,0
1486824225.734,10.254,33.691,42.480,117.676,123.535,0
1486824225.738,-68.359,34.180,44.922,-61.523,40.527,0
1486824225.742,20.996,33.203,42.969,-93.262,-109.863,0
1486824225.746,134.277,30.762,39.551,100.586,-77.637,0
1486824225.750,122.070,29.785,40.039,220.215,38.086,0
1486824225.753,13.672,33.691,41.504,132.324,70.801,0
