timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0,Marker1,Marker2
149971.602,6.836,22.949,38.086,25.391,10.254,0.000,0.000,0.000
149971.606,14.648,26.367,34.668,30.762,22.461,0.000,0.000,0.000
149971.610,14.160,27.344,32.715,23.926,15.625,0.000,0.000,0.000
149971.614,18.066,27.344,29.785,27.344,19.043,0.000,0.000,0.000
149971.618,24.414,30.273,26.855,33.203,25.879,0.000,0.000,0.000
149971.622,25.879,28.809,31.738,32.715,29.785,0.000,0.000,0.000
149971.626,27.344,29.297,42.480,33.203,29.297,0.000,0.000,0.000
149971.629,29.785,31.738,41.992,32.227,31.738,0.000,0.000,0.000
149971.631,24.414,28.809,30.762,26.855,33.203,0.000,0.000,0.000
149971.635,17.090,24.414,25.879,22.461,25.391,0.000,0.000,0.000
149971.639,14.160,22.949,26.367,18.066,22.461,0.000,0.000,0.000
149971.643,17.090,23.438,28.809,17.090,25.391,0.000,0.000,0.000
149971.647,19.531,22.461,30.762,21.484,27.832,0.000,0.000,0.000
149971.651,17.578,20.020,28.809,23.926,29.785,0.000,0.000,0.000
149971.655,17.090,24.414,25.879,22.461,34.180,0.000,0.000,0.000
149971.658,19.043,29.297,24.414,20.508,38.574,0.000,0.000,0.000
149971.662,20.020,28.320,25.879,18.066,37.109,0.000,0.000,0.000
149971.666,20.508,28.809,27.344,22.461,38.574,0.000,0.000,0.000
149971.670,20.996,26.855,27.832,26.367,41.016,0.000,0.000,0.000
149971.674,21.484,23.438,28.809,24.414,36.133,0.000,0.000,0.000
149971.675,23.926,24.414,28.320,22.949,31.738,0.000,0.000,0.000
149971.679,25.879,25.879,30.273,26.367,32.715,0.000,0.000,0.000
149971.683,21.484,27.344,29.785,25.391,27.832,0.000,0.000,0.000
149971.687,20.996,30.762,29.785,21.484,23.438,0.000,0.000,0.000
149971.691,25.391,30.273,34.180,21.973,22.949,0.000,0.000,0.000
149971.695,28.809,29.297,34.180,25.391,22.461,0.000,0.000,0.000
149971.699,26.855,27.344,32.227,28.320,25.391,0.000,0.000,0.000
149971.703,29.297,28.320,28.320,27.832,23.926,0.000,0.000,0.000
149971.707,38.574,34.180,29.785,29.785,26.855,0.000,0.000,0.000
149971.711,39.551,33.691,33.203,35.645,37.109,0.000,0.000,0.000
149971.714,29.297,29.785,30.762,34.668,41.016,0.000,0.000,0.000
149971.718,25.879,27.832,30.762,31.738,40.039,0.000,0.000,0.000
149971.721,27.832,27.832,26.855,29.297,38.086,0.000,0.000,0.000
149971.725,29.785,30.273,23.926,29.297,41.016,0.000,0.000,0.000
149971.729,26.855,28.809,28.809,36.133,41.504,0.000,0.000,0.000
149971.733,18.555,27.832,30.762,36.133,38.574,0.000,0.000,0.000
149971.737,20.508,26.855,33.691,35.156,41.016,0.000,0.000,0.000
149971.740,29.785,28.809,36.133,36.621,42.969,0.000,0.000,0.000
149971.744,29.297,33.691,33.203,33.203,37.109,0.000,0.000,0.000
149971.748,23.438,35.156,28.809,30.273,34.180,0.000,0.000,0.000
149971.752,26.367,36.621,23.926,25.879,38.086,0.000,0.000,0.000
149971.756,33.691,42.969,24.902,26.855,44.922,0.000,0.000,0.000
149971.760,33.203,42.480,25.391,26.855,46.387,0.000,0.000,0.000
149971.764,30.762,38.086,21.484,22.949,44.922,0.000,0.000,0.000
149971.767,35.156,43.457,19.043,25.879,44.922,0.000,0.000,0.000
149971.771,31.250,42.969,24.414,22.461,33.203,0.000,0.000,0.000
149971.774,22.949,34.180,29.297,17.578,22.949,0.000,0.000,0.000
149971.778,18.555,31.738,27.344,20.508,23.926,0.000,0.000,0.000
149971.782,16.113,32.227,23.926,21.484,26.367,0.000,0.000,0.000
149971.786,16.113,31.738,23.438,21.973,24.414,0.000,0.000,0.000
149971.790,17.578,30.273,27.832,26.367,27.832,0.000,0.000,0.000
149971.794,21.973,29.785,29.785,37.109,46.875,0.000,0.000,0.000
149971.798,22.461,31.738,26.367,36.133,47.363,0.000,0.000,0.000
149971.802,24.902,43.457,26.367,24.414,36.621,0.000,0.000,0.000
149971.806,39.062,50.293,22.949,26.367,46.387,0.000,0.000,0.000
149971.810,45.898,44.434,22.949,35.156,54.688,0.000,0.000,0.000
149971.810,37.598,40.039,24.414,40.039,54.688,0.000,0.000,0.000
149971.814,42.969,40.039,25.391,40.039,57.617,0.000,0.000,0.000
149971.818,54.199,42.480,29.785,41.016,58.105,0.000,0.000,0.000
149971.822,53.223,41.992,29.785,41.016,55.176,0.000,0.000,0.000
149971.826,51.758,39.551,31.738,39.551,52.246,0.000,0.000,0.000
149971.830,45.898,40.527,32.715,38.086,47.363,0.000,0.000,0.000
149971.834,40.527,39.551,32.715,32.715,45.410,0.000,0.000,0.000
149971.838,38.574,37.109,31.250,30.273,44.434,0.000,0.000,0.000
149971.842,32.715,38.086,28.809,33.691,46.875,0.000,0.000,0.000
149971.845,29.785,38.086,29.785,33.691,48.340,0.000,0.000,0.000
149971.849,31.250,36.621,29.785,27.832,42.969,0.000,0.000,0.000
149971.853,28.809,34.180,21.484,26.367,36.133,0.000,0.000,0.000
149971.871,21.973,34.668,19.531,29.297,33.203,0.000,0.000,0.000
149971.875,18.555,33.691,25.879,33.691,34.180,0.000,0.000,0.000
149971.879,22.461,32.715,29.785,33.691,38.086,0.000,0.000,0.000
149971.883,23.438,29.785,28.320,29.297,30.273,0.000,0.000,0.000
149971.886,26.855,28.320,25.391,30.273,21.973,0.000,0.000,0.000
149971.890,28.809,32.715,27.344,34.668,20.508,2.000,1.000,0.000
149971.894,30.762,32.227,26.367,36.621,22.461,0.000,0.000,0.000
149971.898,38.574,31.738,23.926,35.156,29.297,0.000,0.000,0.000
149971.902,42.480,34.180,25.879,37.598,33.691,0.000,0.000,0.000
149971.906,41.992,35.645,26.367,41.016,37.109,0.000,0.000,0.000
149971.910,46.875,34.668,31.250,41.992,46.387,0.000,0.000,0.000
149971.914,45.410,32.227,34.180,37.598,46.387,0.000,0.000,0.000
149971.916,39.062,33.203,31.250,32.227,43.945,0.000,0.000,0.000
149971.920,33.203,34.180,25.391,33.203,45.898,0.000,0.000,0.000
149971.924,26.855,31.738,20.508,31.250,42.969,0.000,0.000,0.000
149971.928,23.438,30.762,26.367,27.344,37.598,0.000,0.000,0.000
149971.931,21.484,31.250,32.227,26.855,37.598,0.000,0.000,0.000
149971.935,16.113,28.809,34.180,30.762,33.203,0.000,0.000,0.000
149971.939,8.789,26.855,32.715,34.668,25.879,0.000,0.000,0.000
149971.943,7.324,28.320,27.832,30.273,22.461,0.000,0.000,0.000
149971.947,10.742,27.832,27.344,26.855,20.508,0.000,0.000,0.000
149971.951,8.301,26.367,28.809,26.367,15.137,0.000,0.000,0.000
149971.955,0.488,25.879,26.367,22.461,4.883,0.000,0.000,0.000
149971.959,0.000,28.809,25.879,15.137,2.441,0.000,0.000,0.000
149971.961,4.395,30.762,27.832,11.230,4.395,0.000,0.000,0.000
149971.965,11.230,30.273,31.738,16.602,10.254,0.000,0.000,0.000
149971.969,14.648,30.273,31.250,23.438,14.160,0.000,0.000,0.000
149971.973,11.719,29.297,27.344,19.531,11.230,0.000,0.000,0.000
149971.977,18.066,26.855,25.391,18.555,14.648,0.000,0.000,0.000
149971.981,21.484,24.414,23.926,20.508,15.137,0.000,0.000,0.000
149971.984,20.508,25.391,25.879,21.973,16.602,0.000,0.000,0.000
149971.988,20.508,26.367,25.879,21.484,15.137,0.000,0.000,0.000
149971.992,22.461,28.320,24.902,16.602,12.207,0.000,0.000,0.000
149971.996,22.949,30.273,21.973,14.648,13.184,0.000,0.000,0.000
149972.000,17.578,28.809,23.438,15.137,9.766,0.000,0.000,0.000
149972.004,20.020,32.227,30.273,19.531,9.277,0.000,0.000,0.000
149972.006,25.879,35.156,31.738,22.461,5.859,0.000,0.000,0.000
149972.010,28.809,35.156,30.273,19.531,-5.859,0.000,0.000,0.000
149972.014,26.367,35.645,27.344,19.043,-21.973,0.000,0.000,0.000
149972.018,21.484,33.691,24.414,23.926,-18.555,0.000,0.000,0.000
149972.022,21.973,30.273,25.879,28.809,3.418,0.000,0.000,0.000
149972.026,24.414,30.762,30.273,28.809,23.926,0.000,0.000,0.000
149972.030,23.926,31.738,32.227,28.320,39.551,0.000,0.000,0.000
149972.034,21.973,28.320,33.203,29.297,45.410,0.000,0.000,0.000
149972.037,21.973,26.855,29.785,24.414,43.945,0.000,0.000,0.000
149972.041,23.438,27.344,22.949,20.508,45.410,0.000,0.000,0.000
149972.045,18.066,30.273,21.484,18.555,43.457,0.000,0.000,0.000
149972.049,10.742,30.762,20.020,16.602,40.527,0.000,0.000,0.000
149972.051,7.812,29.297,21.973,11.719,36.133,0.000,0.000,0.000
149972.055,7.324,31.250,27.344,8.301,31.738,0.000,0.000,0.000
149972.059,2.441,28.320,27.832,7.812,29.785,0.000,0.000,0.000
149972.063,-3.906,24.414,25.391,4.395,24.902,0.000,0.000,0.000
149972.067,-7.812,22.461,23.438,-1.465,16.113,0.000,0.000,0.000
149972.071,-5.371,22.949,20.508,-4.883,15.625,0.000,0.000,0.000
149972.075,-1.953,25.391,18.555,-5.371,17.090,0.000,0.000,0.000
149972.078,0.977,26.367,20.996,-1.465,20.996,0.000,0.000,0.000
149972.082,6.836,27.344,23.926,2.930,30.273,0.000,0.000,0.000
149972.086,11.719,28.809,20.508,4.883,35.156,0.000,0.000,0.000
149972.090,23.438,31.250,24.902,12.695,40.039,0.000,0.000,0.000
149972.094,26.855,27.832,28.809,15.137,33.691,0.000,0.000,0.000
149972.096,22.949,28.809,25.879,14.160,29.785,0.000,0.000,0.000
149972.100,26.855,32.715,24.902,21.484,34.668,0.000,0.000,0.000
149972.104,27.832,34.180,24.414,20.996,29.297,0.000,0.000,0.000
149972.107,29.297,34.180,22.949,18.066,28.320,0.000,0.000,0.000
149972.111,39.062,37.598,20.020,26.855,37.109,0.000,0.000,0.000
149972.115,32.227,34.668,25.879,31.250,30.273,0.000,0.000,0.000
149972.119,13.184,28.320,35.645,19.531,1.465,0.000,0.000,0.000
149972.123,14.648,29.785,35.645,16.113,-2.930,0.000,0.000,0.000
149972.127,15.137,26.855,34.180,19.043,6.836,0.000,0.000,0.000
149972.131,7.324,27.832,34.180,18.066,5.859,0.000,0.000,0.000
149972.135,6.836,30.273,32.715,13.184,9.766,0.000,0.000,0.000
149972.139,9.766,30.273,33.691,9.766,12.207,0.000,0.000,0.000
149972.141,7.324,29.297,29.297,12.207,14.160,0.000,0.000,0.000
149972.145,6.348,28.809,24.902,15.625,25.391,0.000,0.000,0.000
149972.149,11.230,27.344,29.297,14.648,34.668,0.000,0.000,0.000
149972.153,20.020,30.273,32.715,16.602,36.621,0.000,0.000,0.000
149972.157,23.926,34.180,27.832,22.949,35.645,0.000,0.000,0.000
149972.161,23.926,31.738,25.879,25.879,30.762,0.000,0.000,0.000
149972.165,25.391,28.809,29.297,26.855,33.203,0.000,0.000,0.000
149972.169,22.461,20.996,31.250,24.902,39.062,0.000,0.000,0.000
149972.173,27.832,19.043,33.691,30.762,50.781,0.000,0.000,0.000
149972.176,29.297,28.809,31.738,29.785,41.992,0.000,0.000,0.000
149972.180,19.043,35.645,26.855,17.578,19.043,0.000,0.000,0.000
149972.184,19.043,38.086,27.344,15.137,13.672,0.000,0.000,0.000
149972.186,21.973,39.062,27.832,15.137,2.930,0.000,0.000,0.000
149972.190,18.555,38.086,22.949,16.113,-10.254,0.000,0.000,0.000
149972.194,16.113,33.691,19.531,19.043,-8.301,0.000,0.000,0.000
149972.198,17.090,30.762,21.484,16.113,1.465,0.000,0.000,0.000
149972.202,20.996,29.785,26.855,16.602,9.766,0.000,0.000,0.000
149972.205,22.949,26.855,25.391,21.484,21.973,0.000,0.000,0.000
149972.209,22.461,28.809,21.484,22.949,36.133,0.000,0.000,0.000
149972.213,25.879,31.738,28.809,27.344,42.969,0.000,0.000,0.000
149972.217,27.344,33.203,30.762,26.367,41.992,0.000,0.000,0.000
149972.221,24.414,29.297,26.367,26.367,41.016,0.000,0.000,0.000
149972.225,17.578,23.438,20.020,29.297,33.691,0.000,0.000,0.000
149972.229,10.742,20.996,17.090,29.297,30.273,0.000,0.000,0.000
149972.233,11.719,21.484,23.926,28.809,39.062,0.000,0.000,0.000
149972.237,14.160,25.391,29.297,26.367,39.551,0.000,0.000,0.000
149972.241,12.207,26.367,33.203,24.414,39.551,0.000,0.000,0.000
149972.245,12.207,26.855,27.832,26.367,43.945,0.000,0.000,0.000
149972.249,18.555,30.762,16.602,25.391,43.457,0.000,0.000,0.000
149972.253,26.367,35.156,17.090,22.461,37.598,0.000,0.000,0.000
149972.257,27.344,33.691,21.484,22.949,29.297,0.000,0.000,0.000
149972.261,22.461,29.785,23.438,22.949,19.531,0.000,0.000,0.000
149972.265,20.508,31.250,24.902,19.531,13.184,0.000,0.000,0.000
149972.268,28.809,35.156,27.344,18.066,22.949,0.000,0.000,0.000
149972.272,33.203,34.180,28.320,20.996,33.691,0.000,0.000,0.000
149972.276,30.273,32.715,27.832,24.414,31.738,0.000,0.000,0.000
149972.291,30.762,34.668,23.926,25.879,30.273,0.000,0.000,0.000
149972.295,34.180,34.180,19.531,24.414,29.297,0.000,0.000,0.000
149972.299,33.691,33.203,20.020,20.996,29.297,0.000,0.000,0.000
149972.303,29.785,29.785,21.484,24.414,29.297,0.000,0.000,0.000
149972.307,26.855,28.809,22.461,27.344,28.320,0.000,0.000,0.000
149972.311,26.855,29.785,27.832,21.484,30.762,0.000,0.000,0.000
149972.315,26.367,30.273,27.832,18.555,28.320,0.000,0.000,0.000
149972.318,26.367,33.691,23.438,23.926,26.855,0.000,0.000,0.000
149972.322,30.762,34.668,22.949,28.809,30.762,0.000,0.000,0.000
149972.326,24.414,29.297,27.832,19.531,24.902,0.000,0.000,0.000
149972.330,12.695,23.926,32.715,6.836,12.207,0.000,0.000,0.000
149972.334,10.254,24.414,34.668,4.883,10.742,0.000,0.000,0.000
149972.336,12.207,23.926,34.180,11.719,18.066,0.000,0.000,0.000
149972.340,15.625,23.926,34.180,19.531,17.578,0.000,0.000,0.000
149972.344,18.066,28.809,34.668,19.531,18.066,0.000,0.000,0.000
149972.348,18.066,30.762,37.598,19.531,20.508,0.000,0.000,0.000
149972.352,17.578,29.785,41.504,20.996,14.648,0.000,0.000,0.000
149972.356,18.555,31.738,37.109,22.949,11.230,0.000,0.000,0.000
149972.359,25.879,31.250,33.203,25.879,22.949,0.000,0.000,0.000
149972.363,30.273,26.367,30.273,28.320,30.762,0.000,0.000,0.000
149972.367,29.297,26.855,32.227,29.297,25.391,0.000,0.000,0.000
149972.371,28.809,32.227,37.598,28.809,30.762,0.000,0.000,0.000
149972.375,30.273,31.738,35.645,29.297,30.762,0.000,0.000,0.000
149972.379,34.180,29.785,31.250,33.691,27.832,0.000,0.000,0.000
149972.381,32.227,31.738,29.297,34.180,28.809,0.000,0.000,0.000
149972.385,28.320,33.691,32.227,34.668,33.203,0.000,0.000,0.000
149972.389,34.668,34.180,33.203,37.109,43.457,0.000,0.000,0.000
149972.393,40.039,34.668,34.180,37.598,47.363,0.000,0.000,0.000
149972.397,34.180,32.715,35.645,37.109,37.109,0.000,0.000,0.000
149972.401,26.855,29.297,33.203,32.227,21.973,0.000,0.000,0.000
149972.405,23.438,31.250,31.738,27.344,12.207,0.000,0.000,0.000
149972.409,20.508,27.344,29.297,23.926,12.695,0.000,0.000,0.000
149972.413,24.414,26.855,27.832,24.902,21.973,0.000,0.000,0.000
149972.417,20.020,30.273,23.438,24.414,18.066,0.000,0.000,0.000
149972.420,19.531,31.738,15.137,25.391,21.973,0.000,0.000,0.000
149972.424,30.273,32.227,19.043,29.785,33.691,0.000,0.000,0.000
149972.426,33.203,33.203,25.879,28.809,35.645,0.000,0.000,0.000
149972.430,28.320,35.156,29.785,27.344,35.645,0.000,0.000,0.000
149972.434,27.832,32.715,31.250,28.320,37.109,0.000,0.000,0.000
149972.438,27.344,27.344,28.320,26.855,37.109,0.000,0.000,0.000
149972.442,23.438,28.320,24.414,20.508,34.668,0.000,0.000,0.000
149972.446,26.367,29.785,20.508,22.949,35.156,0.000,0.000,0.000
149972.450,27.832,27.832,20.508,29.785,36.621,0.000,0.000,0.000
149972.454,25.879,28.809,27.344,25.879,40.527,0.000,0.000,0.000
149972.458,33.691,32.715,29.297,25.391,40.039,0.000,0.000,0.000
149972.462,34.668,30.762,31.738,26.855,32.227,0.000,0.000,0.000
149972.465,26.367,29.297,35.156,23.438,28.809,0.000,0.000,0.000
149972.469,28.320,29.297,31.250,24.414,28.809,0.000,0.000,0.000
149972.471,31.738,28.809,22.949,22.461,26.367,0.000,0.000,0.000
149972.475,29.785,27.344,16.602,15.625,19.531,0.000,0.000,0.000
149972.479,26.367,23.926,18.555,16.602,18.066,0.000,0.000,0.000
149972.483,25.391,25.391,24.902,16.113,15.625,0.000,0.000,0.000
149972.487,27.344,31.250,31.738,14.648,11.230,0.000,0.000,0.000
149972.491,28.320,33.203,32.715,14.648,15.625,0.000,0.000,0.000
149972.495,23.926,31.250,28.320,12.695,19.531,0.000,0.000,0.000
149972.499,17.578,30.762,31.738,14.648,14.648,0.000,0.000,0.000
149972.503,21.973,31.738,36.621,15.137,19.043,0.000,0.000,0.000
149972.506,29.297,31.738,34.668,17.090,24.902,0.000,0.000,0.000
149972.510,27.832,30.762,31.250,21.973,25.879,0.000,0.000,0.000
149972.514,28.320,31.738,30.273,29.297,31.738,0.000,0.000,0.000
149972.516,30.762,32.227,28.320,28.320,36.621,0.000,0.000,0.000
149972.520,30.762,31.738,26.855,21.484,36.133,0.000,0.000,0.000
149972.524,30.273,31.738,31.738,21.973,39.551,0.000,0.000,0.000
149972.528,28.320,33.203,37.598,25.391,40.039,0.000,0.000,0.000
149972.532,25.879,35.156,34.668,22.461,34.180,0.000,0.000,0.000
149972.536,28.320,32.715,28.320,17.578,27.832,0.000,0.000,0.000
149972.540,26.855,30.762,25.879,13.672,20.996,0.000,0.000,0.000
149972.544,15.137,28.320,23.926,10.742,17.090,0.000,0.000,0.000
149972.548,9.766,25.391,16.602,10.742,18.066,0.000,0.000,0.000
149972.551,15.137,23.926,16.113,12.695,27.344,0.000,0.000,0.000
149972.555,20.508,23.926,20.996,16.602,37.109,0.000,0.000,0.000
149972.559,20.020,25.879,23.926,15.625,37.598,0.000,0.000,0.000
149972.561,16.113,23.438,26.367,13.672,30.273,0.000,0.000,0.000
149972.565,16.602,22.461,29.785,15.137,23.926,0.000,0.000,0.000
149972.569,17.090,26.855,32.227,11.230,22.949,0.000,0.000,0.000
149972.573,13.184,26.855,31.250,11.719,20.020,0.000,0.000,0.000
149972.577,8.301,25.391,30.273,14.160,13.672,0.000,0.000,0.000
149972.581,12.207,23.926,28.320,13.672,16.602,0.000,0.000,0.000
149972.585,16.113,25.879,28.320,16.113,19.043,0.000,0.000,0.000
149972.589,13.184,26.855,27.344,21.973,17.578,0.000,0.000,0.000
149972.592,15.137,22.461,31.250,30.273,22.949,0.000,0.000,0.000
149972.596,17.090,19.531,31.250,30.762,34.180,0.000,0.000,0.000
149972.600,18.555,19.531,30.273,27.344,35.645,0.000,0.000,0.000
149972.604,25.391,20.508,32.715,34.668,40.527,0.000,0.000,0.000
149972.621,31.250,27.344,32.227,41.016,51.270,0.000,0.000,0.000
149972.625,20.020,31.738,21.973,26.367,40.039,0.000,0.000,0.000
149972.629,15.137,31.738,21.484,18.066,31.250,0.000,0.000,0.000
149972.633,17.090,29.785,33.203,21.484,34.668,0.000,0.000,0.000
149972.637,12.207,28.320,36.621,22.949,25.879,0.000,0.000,0.000
149972.641,9.766,30.273,32.227,23.438,22.461,0.000,0.000,0.000
149972.645,12.207,29.785,27.832,25.391,31.738,0.000,0.000,0.000
149972.649,16.113,30.762,25.391,24.902,32.715,0.000,0.000,0.000
149972.653,13.672,32.715,26.855,21.973,24.414,0.000,0.000,0.000
149972.657,14.160,33.203,30.762,23.438,26.367,0.000,0.000,0.000
149972.661,18.066,33.691,32.227,20.508,27.832,0.000,0.000,0.000
149972.664,24.902,35.156,31.250,20.020,31.250,0.000,0.000,0.000
149972.666,25.879,33.203,29.785,18.555,31.250,0.000,0.000,0.000
149972.670,18.555,32.715,29.297,18.555,21.973,0.000,0.000,0.000
149972.674,20.508,31.738,27.344,24.902,24.902,0.000,0.000,0.000
149972.678,20.996,27.832,22.949,19.043,25.879,0.000,0.000,0.000
149972.682,21.484,29.297,21.484,17.090,28.809,0.000,0.000,0.000
149972.686,23.926,28.809,28.320,26.855,29.785,0.000,0.000,0.000
149972.690,22.949,29.297,31.250,29.785,14.648,0.000,0.000,0.000
149972.694,25.391,33.203,25.391,25.391,5.859,0.000,0.000,0.000
149972.698,28.809,34.180,21.973,26.367,9.277,0.000,0.000,0.000
149972.701,28.320,33.691,27.832,31.738,16.113,0.000,0.000,0.000
149972.705,25.391,32.227,32.227,35.645,27.832,0.000,0.000,0.000
149972.709,25.391,33.203,30.273,40.039,42.480,0.000,0.000,0.000
149972.711,29.785,34.180,28.809,38.086,50.293,0.000,0.000,0.000
149972.715,29.297,34.668,26.855,34.180,50.781,0.000,0.000,0.000
149972.719,24.414,35.156,25.391,34.180,43.945,0.000,0.000,0.000
149972.723,25.879,34.668,26.855,37.109,44.434,0.000,0.000,0.000
149972.727,30.762,35.156,24.902,33.691,52.734,0.000,0.000,0.000
149972.731,29.297,31.250,20.996,27.832,46.875,0.000,0.000,0.000
149972.735,21.973,27.344,23.438,25.391,35.645,0.000,0.000,0.000
149972.739,20.020,28.320,28.809,22.949,29.785,0.000,0.000,0.000
149972.743,24.902,27.832,26.855,21.973,29.297,0.000,0.000,0.000
149972.746,24.414,29.297,20.508,20.508,29.297,0.000,0.000,0.000
149972.750,19.531,30.762,21.484,19.531,25.391,0.000,0.000,0.000
149972.754,17.578,28.320,25.879,20.020,20.508,0.000,0.000,0.000
149972.756,20.996,28.320,28.809,17.090,20.996,0.000,0.000,0.000
149972.760,27.344,30.273,31.738,18.066,24.414,0.000,0.000,0.000
149972.764,29.297,30.762,30.273,20.508,22.461,0.000,0.000,0.000
149972.768,26.855,31.250,30.273,22.461,20.996,0.000,0.000,0.000
149972.772,28.320,27.344,30.273,25.879,24.414,0.000,0.000,0.000
149972.776,36.621,25.391,31.250,28.320,33.203,0.000,0.000,0.000
149972.780,33.203,28.320,26.855,28.809,33.691,0.000,0.000,0.000
149972.784,28.320,29.297,19.043,30.273,30.273,0.000,0.000,0.000
149972.788,31.738,28.320,27.344,29.297,37.109,0.000,0.000,0.000
149972.791,31.738,29.297,31.738,26.367,29.297,0.000,0.000,0.000
149972.795,30.273,32.227,27.344,25.879,25.879,0.000,0.000,0.000
149972.799,29.785,30.762,24.902,27.344,35.645,0.000,0.000,0.000
149972.801,32.227,31.738,28.809,35.156,40.527,0.000,0.000,0.000
149972.805,34.668,31.738,32.715,36.621,40.527,0.000,0.000,0.000
149972.809,32.715,26.855,29.785,32.227,34.180,0.000,0.000,0.000
149972.813,28.320,26.855,26.367,30.762,36.621,0.000,0.000,0.000
149972.816,24.414,28.809,27.832,30.273,38.086,0.000,0.000,0.000
149972.820,21.484,28.320,29.297,25.879,29.297,0.000,0.000,0.000
149972.824,16.602,32.227,25.879,20.508,21.484,0.000,0.000,0.000
149972.828,12.695,32.227,19.531,16.113,14.160,0.000,0.000,0.000
149972.832,11.230,28.809,19.043,16.602,14.160,0.000,0.000,0.000
149972.836,11.230,31.250,22.949,16.602,13.672,0.000,0.000,0.000
149972.840,13.184,30.273,22.949,12.695,19.043,0.000,0.000,0.000
149972.844,16.602,30.273,24.902,13.184,29.297,0.000,0.000,0.000
149972.847,19.043,30.762,26.367,19.043,35.156,0.000,0.000,0.000
149972.851,24.414,30.762,27.344,23.926,42.480,0.000,0.000,0.000
149972.855,33.691,35.645,35.156,25.391,51.758,0.000,0.000,0.000
149972.859,38.574,35.645,31.250,27.344,56.641,0.000,0.000,0.000
149972.863,33.691,32.715,24.414,30.762,46.387,0.000,0.000,0.000
149972.867,29.785,34.180,26.367,34.668,38.574,0.000,0.000,0.000
149972.871,31.250,35.645,26.855,34.668,35.645,0.000,0.000,0.000
149972.875,27.344,33.203,25.879,31.250,30.273,0.000,0.000,0.000
149972.879,22.461,32.227,28.809,30.762,31.738,0.000,0.000,0.000
149972.883,20.020,32.715,30.273,31.738,33.203,0.000,0.000,0.000
149972.887,26.367,32.715,29.297,34.668,34.668,0.000,0.000,0.000
149972.890,29.297,34.180,28.320,35.645,32.715,0.000,0.000,0.000
149972.891,21.973,32.715,26.855,31.738,23.438,0.000,0.000,0.000
149972.895,21.973,31.738,30.762,31.738,24.414,0.000,0.000,0.000
149972.899,25.391,33.203,32.227,32.715,27.344,0.000,0.000,0.000
149972.903,25.879,33.691,31.250,28.320,21.973,0.000,0.000,0.000
149972.907,27.832,32.715,30.273,29.785,22.461,0.000,0.000,0.000
149972.911,28.809,32.715,31.250,35.156,32.715,0.000,0.000,0.000
149972.915,26.855,32.715,34.180,30.762,34.180,0.000,0.000,0.000
149972.919,28.320,30.762,31.250,26.855,30.762,0.000,0.000,0.000
149972.923,34.668,34.180,31.738,30.273,39.551,0.000,0.000,0.000
149972.926,31.738,35.645,33.203,32.227,36.621,0.000,0.000,0.000
149972.930,24.902,33.691,25.391,30.762,24.414,0.000,0.000,0.000
149972.934,25.391,31.250,20.996,32.227,23.438,0.000,0.000,0.000
149972.938,29.297,32.227,24.902,30.273,25.391,0.000,0.000,0.000
149972.942,27.344,33.691,33.691,26.855,20.508,0.000,0.000,0.000
149972.946,25.879,34.668,39.062,30.273,17.090,0.000,0.000,0.000
149972.950,23.438,34.180,33.691,27.832,16.113,0.000,0.000,0.000
149972.954,22.461,29.297,35.645,26.855,20.020,0.000,0.000,0.000
149972.958,23.438,30.762,25.879,29.297,29.297,0.000,0.000,0.000
149972.962,20.020,33.203,7.324,26.855,32.715,0.000,0.000,0.000
149972.965,19.043,29.297,17.578,27.344,33.203,0.000,0.000,0.000
149972.969,20.996,28.809,35.645,26.367,31.250,0.000,0.000,0.000
149972.973,23.438,30.762,40.039,24.902,21.484,0.000,0.000,0.000
149972.977,18.555,28.320,38.574,27.344,13.672,0.000,0.000,0.000
149972.981,11.719,28.320,32.715,26.855,15.137,0.000,0.000,0.000
149972.981,15.625,30.762,29.297,23.438,19.531,0.000,0.000,0.000
149972.985,26.367,30.273,32.227,26.367,25.879,0.000,0.000,0.000
149972.989,29.297,28.320,28.320,30.273,32.715,0.000,0.000,0.000
149972.993,26.855,32.227,24.902,32.227,36.133,0.000,0.000,0.000
149972.997,28.809,34.180,27.832,32.227,33.691,0.000,0.000,0.000
149973.001,32.715,33.203,29.785,32.715,32.715,0.000,0.000,0.000
149973.004,33.691,34.180,32.227,36.133,34.668,0.000,0.000,0.000
149973.008,29.785,33.203,33.203,37.598,37.598,0.000,0.000,0.000
149973.012,27.832,29.297,32.227,34.180,33.691,0.000,0.000,0.000
149973.016,31.738,32.227,32.715,31.738,31.250,0.000,0.000,0.000
149973.020,31.738,38.086,32.227,32.715,36.621,0.000,0.000,0.000
149973.024,24.902,35.645,29.297,30.762,38.086,0.000,0.000,0.000
149973.041,27.344,33.203,26.367,30.273,39.062,0.000,0.000,0.000
149973.045,31.250,31.738,20.508,26.367,33.203,0.000,0.000,0.000
149973.049,28.320,30.762,19.043,18.555,20.508,0.000,0.000,0.000
149973.053,30.762,33.691,28.320,24.414,22.949,0.000,0.000,0.000
149973.057,31.250,36.133,32.715,27.344,24.902,0.000,0.000,0.000
149973.061,26.367,30.273,23.438,19.043,13.184,0.000,0.000,0.000
149973.065,19.531,23.926,27.344,13.672,6.836,0.000,0.000,0.000
149973.069,16.602,25.391,33.203,15.625,10.254,0.000,0.000,0.000
