timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0,Marker1,Marker2
149565.652,25.391,37.598,22.461,24.902,20.508,0.000,0.000,0.000
149565.656,22.461,40.527,26.855,26.367,25.391,0.000,0.000,0.000
149565.660,26.855,34.180,32.715,26.855,30.273,0.000,0.000,0.000
149565.664,37.109,29.297,30.273,29.297,22.461,0.000,0.000,0.000
149565.668,37.598,29.785,26.855,32.227,19.531,0.000,0.000,0.000
149565.671,30.762,33.203,26.367,32.715,20.996,0.000,0.000,0.000
149565.675,31.250,36.133,27.832,31.250,19.043,0.000,0.000,0.000
149565.679,30.762,32.715,28.320,24.414,21.484,0.000,0.000,0.000
149565.683,25.879,32.227,31.250,23.926,23.926,0.000,0.000,0.000
149565.686,22.949,39.062,32.227,25.879,26.855,0.000,0.000,0.000
149565.690,24.414,37.598,26.855,26.367,30.273,0.000,0.000,0.000
149565.694,27.832,29.785,23.438,26.367,35.645,0.000,0.000,0.000
149565.698,26.367,27.832,20.020,27.832,41.504,0.000,0.000,0.000
149565.701,20.996,28.320,16.113,28.809,36.621,0.000,0.000,0.000
149565.705,18.066,25.391,16.113,28.320,35.156,0.000,0.000,0.000
149565.709,20.996,25.391,25.391,31.250,38.086,0.000,0.000,0.000
149565.713,25.391,31.738,37.598,27.832,38.574,0.000,0.000,0.000
149565.717,24.902,36.621,46.875,23.926,40.527,0.000,0.000,0.000
149565.721,22.461,32.227,47.363,24.414,33.691,0.000,0.000,0.000
149565.725,19.531,30.273,41.504,21.484,22.949,0.000,0.000,0.000
149565.729,23.438,30.762,37.109,21.484,24.414,0.000,0.000,0.000
149565.729,26.367,30.273,29.297,24.902,26.855,0.000,0.000,0.000
149565.733,22.461,31.250,27.832,24.902,28.809,0.000,0.000,0.000
149565.737,25.391,30.273,29.297,20.996,27.832,0.000,0.000,0.000
149565.741,31.250,32.715,25.391,20.020,23.926,0.000,0.000,0.000
149565.745,31.250,33.203,23.926,21.484,26.367,0.000,0.000,0.000
149565.749,28.809,39.551,30.762,26.855,28.320,0.000,0.000,0.000
149565.753,27.344,41.016,35.156,29.785,32.227,0.000,0.000,0.000
149565.757,30.273,32.715,34.668,31.250,28.809,0.000,0.000,0.000
149565.761,31.738,32.227,33.203,33.691,34.180,0.000,0.000,0.000
149565.765,26.855,31.738,27.832,36.133,33.691,0.000,0.000,0.000
149565.769,27.832,29.785,20.020,41.016,29.297,0.000,0.000,0.000
149565.772,32.227,34.180,16.602,39.062,37.109,0.000,0.000,0.000
149565.774,29.785,32.227,22.949,32.715,39.551,0.000,0.000,0.000
149565.778,26.855,29.297,33.203,30.273,43.945,0.000,0.000,0.000
149565.782,25.391,31.250,36.621,31.250,32.227,0.000,0.000,0.000
149565.786,24.902,29.785,31.738,28.809,24.414,0.000,0.000,0.000
149565.790,23.438,26.367,31.250,25.879,27.832,0.000,0.000,0.000
149565.794,20.508,24.414,37.598,29.297,30.273,0.000,0.000,0.000
149565.798,14.648,25.391,37.598,28.809,29.785,0.000,0.000,0.000
149565.802,9.766,24.902,32.715,21.484,18.066,0.000,0.000,0.000
149565.806,11.230,24.902,26.855,11.719,8.789,0.000,0.000,0.000
149565.810,13.672,28.320,22.461,7.812,11.719,0.000,0.000,0.000
149565.814,14.160,30.762,21.484,13.184,16.113,0.000,0.000,0.000
149565.817,16.113,34.668,20.996,17.090,20.508,0.000,0.000,0.000
149565.819,18.066,38.086,26.367,17.090,25.879,0.000,0.000,0.000
149565.823,19.531,32.715,32.715,20.996,31.738,0.000,0.000,0.000
149565.827,20.508,27.832,30.762,26.855,38.086,0.000,0.000,0.000
149565.831,20.996,30.273,29.297,31.250,41.016,0.000,0.000,0.000
149565.835,26.367,32.715,32.715,32.715,44.922,0.000,0.000,0.000
149565.839,32.227,31.738,38.574,33.691,41.992,0.000,0.000,0.000
149565.843,31.250,33.203,33.203,33.691,29.297,0.000,0.000,0.000
149565.847,26.367,33.203,19.043,32.715,36.621,0.000,0.000,0.000
149565.851,20.996,25.391,21.484,26.367,39.551,0.000,0.000,0.000
149565.855,19.043,23.438,26.367,19.531,27.832,0.000,0.000,0.000
149565.859,17.090,26.855,14.648,19.043,23.926,0.000,0.000,0.000
149565.862,12.207,27.344,4.395,22.949,27.832,0.000,0.000,0.000
149565.865,13.184,28.320,21.973,24.902,32.715,0.000,0.000,0.000
149565.869,17.090,30.762,40.039,20.996,31.250,0.000,0.000,0.000
149565.873,19.531,28.809,39.062,20.508,25.391,0.000,0.000,0.000
149565.876,16.113,29.785,38.086,24.414,22.461,0.000,0.000,0.000
149565.880,14.160,34.180,40.527,23.438,24.414,0.000,0.000,0.000
149565.884,16.602,31.250,35.156,24.902,22.949,0.000,0.000,0.000
149565.888,20.996,27.344,29.297,29.297,18.555,2.000,1.000,45.000
149565.892,20.020,28.809,27.832,29.785,26.855,0.000,0.000,0.000
149565.896,11.719,30.762,22.949,23.926,26.367,0.000,0.000,0.000
149565.900,11.719,32.227,23.438,17.090,19.043,0.000,0.000,0.000
149565.904,17.578,29.297,29.785,16.113,21.973,0.000,0.000,0.000
149565.908,19.531,28.809,31.250,17.578,24.902,0.000,0.000,0.000
149565.912,21.484,38.574,28.809,16.602,26.367,0.000,0.000,0.000
149565.916,24.414,41.504,26.367,15.137,32.715,0.000,0.000,0.000
149565.920,26.855,39.062,23.438,15.625,41.016,0.000,0.000,0.000
149565.924,25.879,36.621,19.043,10.254,22.461,0.000,0.000,0.000
149565.928,22.949,32.227,19.531,10.742,7.324,0.000,0.000,0.000
149565.931,23.438,33.691,25.391,15.137,10.742,0.000,0.000,0.000
149565.935,27.344,35.645,24.414,15.625,18.555,0.000,0.000,0.000
149565.939,32.715,36.621,18.555,19.531,29.785,0.000,0.000,0.000
149565.943,28.320,38.574,12.207,22.461,31.738,0.000,0.000,0.000
149565.947,21.973,39.062,14.648,23.438,34.180,0.000,0.000,0.000
149565.951,22.949,41.504,30.273,23.438,36.621,0.000,0.000,0.000
149565.955,22.949,41.992,28.320,23.926,38.086,0.000,0.000,0.000
149565.970,20.996,38.574,19.531,23.926,33.203,0.000,0.000,0.000
149565.974,15.137,34.180,30.762,25.391,27.344,0.000,0.000,0.000
149565.978,16.602,33.691,37.109,27.832,26.855,0.000,0.000,0.000
149565.982,19.043,35.156,32.715,27.832,27.832,0.000,0.000,0.000
149565.986,11.719,32.227,29.785,22.949,25.391,0.000,0.000,0.000
149565.990,12.207,33.691,24.414,25.391,27.344,0.000,0.000,0.000
149565.994,18.555,35.645,18.066,26.855,24.902,0.000,0.000,0.000
149565.997,21.484,40.039,17.090,19.531,21.973,0.000,0.000,0.000
149566.001,22.949,45.410,25.391,18.555,29.297,0.000,0.000,0.000
149566.005,21.484,36.133,31.250,18.555,27.832,0.000,0.000,0.000
149566.009,19.531,28.809,31.250,20.508,24.902,0.000,0.000,0.000
149566.013,23.926,30.762,30.273,24.414,24.902,0.000,0.000,0.000
149566.015,30.273,33.203,26.367,27.344,24.902,0.000,0.000,0.000
149566.019,30.273,35.645,26.367,28.320,21.973,0.000,0.000,0.000
149566.023,29.297,38.574,24.902,29.297,10.254,0.000,0.000,0.000
149566.027,30.273,36.621,19.531,28.320,5.859,0.000,0.000,0.000
149566.031,32.227,30.762,17.090,29.297,14.160,0.000,0.000,0.000
149566.035,31.738,27.344,25.391,35.645,30.273,0.000,0.000,0.000
149566.039,28.320,23.926,28.320,35.156,39.062,0.000,0.000,0.000
149566.043,28.320,18.555,25.879,28.320,45.410,0.000,0.000,0.000
149566.047,34.180,21.484,31.250,23.926,52.246,0.000,0.000,0.000
149566.051,35.156,28.320,33.203,21.973,44.434,0.000,0.000,0.000
149566.054,29.297,27.832,28.809,21.484,41.504,0.000,0.000,0.000
149566.058,26.855,28.809,22.949,19.043,38.086,0.000,0.000,0.000
149566.060,28.320,31.738,25.879,15.137,32.715,0.000,0.000,0.000
149566.064,27.344,28.809,28.809,16.113,37.109,0.000,0.000,0.000
149566.068,20.996,26.367,27.832,20.020,38.086,0.000,0.000,0.000
149566.072,15.137,27.344,24.414,19.043,32.715,0.000,0.000,0.000
149566.076,20.020,27.832,22.461,20.020,38.574,0.000,0.000,0.000
149566.080,25.879,28.809,23.926,21.973,47.363,0.000,0.000,0.000
149566.084,20.996,30.273,23.926,23.438,36.133,0.000,0.000,0.000
149566.088,18.066,34.180,23.438,26.855,31.250,0.000,0.000,0.000
149566.092,20.996,36.133,24.414,25.391,36.133,0.000,0.000,0.000
149566.096,24.414,30.762,24.902,22.949,35.645,0.000,0.000,0.000
149566.099,21.973,28.809,25.391,24.414,33.691,0.000,0.000,0.000
149566.103,18.066,33.203,29.785,29.297,37.109,0.000,0.000,0.000
149566.106,19.531,37.598,21.973,31.250,41.016,0.000,0.000,0.000
149566.110,20.020,34.668,12.695,26.855,41.504,0.000,0.000,0.000
149566.113,16.113,30.273,20.508,21.484,39.062,0.000,0.000,0.000
149566.117,20.996,33.203,24.902,25.391,53.223,0.000,0.000,0.000
149566.121,26.367,33.203,29.297,30.273,60.547,0.000,0.000,0.000
149566.125,16.113,25.391,31.250,17.090,37.598,0.000,0.000,0.000
149566.129,12.695,21.484,27.832,9.277,19.531,0.000,0.000,0.000
149566.133,19.043,22.461,23.926,14.160,28.320,0.000,0.000,0.000
149566.137,20.996,24.414,24.902,16.113,30.762,0.000,0.000,0.000
149566.141,25.879,21.973,30.762,18.066,35.645,0.000,0.000,0.000
149566.145,33.691,24.414,27.832,20.996,40.039,0.000,0.000,0.000
149566.149,30.762,29.785,22.461,16.602,32.715,0.000,0.000,0.000
149566.152,23.438,25.879,20.508,19.043,35.156,0.000,0.000,0.000
149566.156,26.367,23.438,18.555,26.855,44.434,0.000,0.000,0.000
149566.160,29.297,23.438,20.508,29.785,41.016,0.000,0.000,0.000
149566.164,25.879,27.344,26.855,30.762,37.109,0.000,0.000,0.000
149566.168,20.996,30.273,29.297,32.715,41.016,0.000,0.000,0.000
149566.172,19.531,23.926,29.785,36.133,41.504,0.000,0.000,0.000
149566.176,19.531,21.484,29.785,36.621,39.062,0.000,0.000,0.000
149566.180,17.578,26.855,30.273,36.133,44.434,0.000,0.000,0.000
149566.183,14.160,24.414,33.203,38.086,43.945,0.000,0.000,0.000
149566.187,12.695,18.555,30.762,39.062,36.621,0.000,0.000,0.000
149566.191,18.066,17.090,24.902,36.621,25.879,0.000,0.000,0.000
149566.195,20.996,20.996,26.367,32.715,16.602,0.000,0.000,0.000
149566.195,17.090,23.926,32.715,27.344,9.766,0.000,0.000,0.000
149566.199,16.113,23.926,36.133,24.902,6.836,0.000,0.000,0.000
149566.203,21.484,30.762,28.809,21.973,15.625,0.000,0.000,0.000
149566.207,28.320,31.250,26.367,21.973,29.785,0.000,0.000,0.000
149566.211,29.785,23.438,31.250,20.996,26.367,0.000,0.000,0.000
149566.215,23.926,22.461,28.809,19.043,20.020,0.000,0.000,0.000
149566.219,20.996,26.855,28.809,20.508,26.855,0.000,0.000,0.000
149566.223,21.973,30.273,24.414,18.066,23.926,0.000,0.000,0.000
149566.227,17.090,29.785,20.020,16.113,18.555,0.000,0.000,0.000
149566.231,8.789,28.320,27.832,18.066,16.113,0.000,0.000,0.000
149566.234,10.742,25.879,34.668,20.020,11.719,0.000,0.000,0.000
149566.238,12.695,22.461,33.691,15.625,7.812,0.000,0.000,0.000
149566.240,7.324,19.531,31.738,15.137,13.672,0.000,0.000,0.000
149566.244,2.441,19.043,29.785,21.484,20.020,0.000,0.000,0.000
149566.248,9.277,21.973,28.809,33.691,27.832,0.000,0.000,0.000
149566.252,18.066,29.297,27.344,28.809,32.227,0.000,0.000,0.000
149566.256,17.090,39.062,18.066,13.672,21.484,0.000,0.000,0.000
149566.260,18.066,40.527,19.531,15.625,21.973,0.000,0.000,0.000
149566.264,16.602,38.574,29.297,17.090,23.438,0.000,0.000,0.000
149566.268,19.531,33.691,31.738,16.113,19.531,0.000,0.000,0.000
149566.272,23.438,28.320,28.320,18.066,24.902,0.000,0.000,0.000
149566.276,19.531,26.855,22.461,20.020,22.949,0.000,0.000,0.000
149566.279,17.578,27.344,20.020,20.996,14.648,0.000,0.000,0.000
149566.283,19.531,28.809,15.137,18.555,16.113,0.000,0.000,0.000
149566.286,21.484,29.297,12.207,14.648,20.020,0.000,0.000,0.000
149566.290,25.391,27.832,21.484,18.555,24.902,0.000,0.000,0.000
149566.294,23.438,32.715,26.855,24.902,31.738,0.000,0.000,0.000
149566.297,22.949,40.527,28.809,24.902,21.973,0.000,0.000,0.000
149566.301,24.902,38.574,28.320,23.926,17.090,0.000,0.000,0.000
149566.305,26.367,32.227,30.273,21.973,24.902,0.000,0.000,0.000
149566.309,19.043,29.297,25.879,20.020,17.090,0.000,0.000,0.000
149566.313,12.207,28.320,21.973,19.043,18.555,0.000,0.000,0.000
149566.317,16.602,29.297,31.250,19.043,29.297,0.000,0.000,0.000
149566.321,19.531,35.645,33.691,19.043,31.738,0.000,0.000,0.000
149566.325,17.090,34.180,31.250,19.043,30.762,0.000,0.000,0.000
149566.329,12.207,30.762,27.344,20.020,28.320,0.000,0.000,0.000
149566.333,8.301,30.273,26.367,17.578,19.531,0.000,0.000,0.000
149566.337,14.648,27.344,24.902,15.625,16.113,0.000,0.000,0.000
149566.340,17.578,27.344,23.926,15.625,10.742,0.000,0.000,0.000
149566.344,12.695,30.762,29.297,21.973,14.160,0.000,0.000,0.000
149566.348,10.742,29.297,29.297,18.555,26.855,0.000,0.000,0.000
149566.352,16.602,31.738,25.879,13.184,27.344,0.000,0.000,0.000
149566.356,25.879,34.668,18.555,19.043,28.320,0.000,0.000,0.000
149566.360,22.949,28.809,11.230,20.020,32.227,0.000,0.000,0.000
149566.364,20.996,28.320,20.508,20.996,32.715,0.000,0.000,0.000
149566.368,24.414,34.180,30.273,22.949,36.621,0.000,0.000,0.000
149566.372,22.949,32.715,24.902,20.996,30.762,0.000,0.000,0.000
149566.376,19.531,28.809,25.391,20.020,26.367,0.000,0.000,0.000
149566.392,15.625,28.809,32.227,19.043,24.902,0.000,0.000,0.000
149566.396,14.160,33.203,29.785,14.160,15.137,0.000,0.000,0.000
149566.399,14.648,32.715,24.414,10.742,6.836,0.000,0.000,0.000
149566.403,10.742,28.809,19.043,11.719,8.301,0.000,0.000,0.000
149566.407,7.812,27.832,16.113,11.230,2.930,0.000,0.000,0.000
149566.411,9.277,28.809,20.020,7.812,-0.977,0.000,0.000,0.000
149566.415,13.184,34.180,23.438,5.859,3.418,0.000,0.000,0.000
149566.419,13.672,34.668,20.508,7.324,4.883,0.000,0.000,0.000
149566.423,14.648,30.273,20.020,15.625,9.766,0.000,0.000,0.000
149566.427,16.113,30.762,20.996,17.578,9.766,0.000,0.000,0.000
149566.431,15.625,34.668,22.461,13.184,11.719,0.000,0.000,0.000
149566.435,18.555,33.203,24.902,13.672,11.230,0.000,0.000,0.000
149566.435,20.508,32.715,27.832,17.578,10.742,0.000,0.000,0.000
149566.439,19.531,32.227,27.344,18.555,14.160,0.000,0.000,0.000
149566.443,17.578,32.227,21.484,15.625,14.160,0.000,0.000,0.000
149566.447,19.531,35.645,22.461,16.602,25.391,0.000,0.000,0.000
149566.451,19.531,35.645,26.367,20.508,31.738,0.000,0.000,0.000
149566.455,19.043,29.785,29.785,26.367,30.273,0.000,0.000,0.000
149566.459,20.020,30.273,32.715,26.367,33.203,0.000,0.000,0.000
149566.463,22.461,37.109,27.832,20.996,36.621,0.000,0.000,0.000
149566.467,21.973,36.133,23.438,20.020,42.969,0.000,0.000,0.000
149566.471,20.996,35.645,23.926,21.484,32.227,0.000,0.000,0.000
149566.474,23.438,36.133,19.531,20.508,30.762,0.000,0.000,0.000
149566.478,25.879,31.738,19.531,18.066,37.598,0.000,0.000,0.000
149566.481,25.391,29.785,27.344,20.020,35.645,0.000,0.000,0.000
149566.484,21.973,33.203,28.809,20.508,34.180,0.000,0.000,0.000
149566.488,21.484,38.086,26.855,18.555,40.527,0.000,0.000,0.000
149566.492,22.461,34.668,22.949,15.625,42.480,0.000,0.000,0.000
149566.496,17.090,26.367,19.043,7.812,34.668,0.000,0.000,0.000
149566.500,13.672,25.391,19.531,9.766,44.434,0.000,0.000,0.000
149566.504,18.066,29.785,24.414,16.113,38.574,0.000,0.000,0.000
149566.508,20.508,28.320,26.855,12.695,12.695,0.000,0.000,0.000
149566.512,18.555,29.297,27.832,5.859,6.348,0.000,0.000,0.000
149566.516,13.672,33.203,29.785,8.301,10.254,0.000,0.000,0.000
149566.520,11.719,30.273,22.461,12.695,12.207,0.000,0.000,0.000
149566.524,13.184,24.902,17.090,10.742,13.672,0.000,0.000,0.000
149566.526,14.160,22.949,22.949,12.207,17.578,0.000,0.000,0.000
149566.530,16.113,25.391,26.855,15.625,20.020,0.000,0.000,0.000
149566.533,16.602,29.297,20.996,18.555,20.508,0.000,0.000,0.000
149566.537,16.602,29.297,13.184,19.043,31.250,0.000,0.000,0.000
149566.541,20.996,27.832,20.020,17.090,34.180,0.000,0.000,0.000
149566.545,22.949,24.902,31.738,17.578,22.461,0.000,0.000,0.000
149566.549,20.020,28.809,35.156,21.484,21.973,0.000,0.000,0.000
149566.553,22.461,33.203,32.715,22.461,31.250,0.000,0.000,0.000
149566.557,25.391,26.855,32.227,21.973,31.250,0.000,0.000,0.000
149566.561,23.926,25.879,35.645,22.949,20.996,0.000,0.000,0.000
149566.565,21.484,30.273,34.668,23.438,21.484,0.000,0.000,0.000
149566.569,20.020,28.809,31.738,24.414,28.320,0.000,0.000,0.000
149566.570,15.137,28.320,30.273,19.531,28.320,0.000,0.000,0.000
149566.574,16.602,29.785,33.691,13.672,23.926,0.000,0.000,0.000
149566.578,21.973,30.273,38.086,21.973,15.137,0.000,0.000,0.000
149566.582,20.020,26.855,35.645,26.855,14.160,0.000,0.000,0.000
149566.586,20.020,30.762,21.484,23.926,19.043,0.000,0.000,0.000
149566.590,25.879,42.480,12.207,23.438,22.949,0.000,0.000,0.000
149566.594,22.949,39.551,21.484,26.855,18.555,0.000,0.000,0.000
149566.598,20.996,32.715,35.156,33.203,20.020,0.000,0.000,0.000
149566.602,20.996,30.273,41.016,30.273,25.879,0.000,0.000,0.000
149566.606,19.043,26.855,42.480,24.902,27.344,0.000,0.000,0.000
149566.610,22.461,29.785,38.574,28.809,29.785,0.000,0.000,0.000
149566.613,20.020,29.297,34.180,30.762,25.391,0.000,0.000,0.000
149566.617,15.625,28.809,29.785,28.809,20.508,0.000,0.000,0.000
149566.620,22.949,35.645,26.367,31.738,29.785,0.000,0.000,0.000
149566.624,27.832,32.715,24.414,31.738,40.039,0.000,0.000,0.000
149566.628,26.855,21.484,27.344,31.738,37.109,0.000,0.000,0.000
149566.632,22.949,19.531,32.715,32.227,26.855,0.000,0.000,0.000
149566.636,24.902,24.902,30.762,28.809,21.973,0.000,0.000,0.000
149566.640,29.785,28.320,31.250,29.297,32.715,0.000,0.000,0.000
149566.644,25.879,29.785,32.227,28.320,32.715,0.000,0.000,0.000
149566.648,23.926,32.227,21.484,28.809,43.945,0.000,0.000,0.000
149566.652,27.832,35.156,12.207,31.738,52.246,0.000,0.000,0.000
149566.656,30.273,40.039,21.973,31.250,29.785,0.000,0.000,0.000
149566.660,31.250,39.062,33.691,31.738,27.344,0.000,0.000,0.000
149566.660,29.297,30.273,39.062,34.180,28.320,0.000,0.000,0.000
149566.664,29.297,27.832,40.527,35.645,23.926,0.000,0.000,0.000
149566.668,28.320,30.762,42.480,28.809,25.879,0.000,0.000,0.000
149566.672,26.855,28.320,45.898,28.320,20.508,0.000,0.000,0.000
149566.676,23.438,26.367,35.645,30.273,27.344,0.000,0.000,0.000
149566.680,16.602,30.762,23.926,25.879,28.809,0.000,0.000,0.000
149566.684,13.672,30.273,24.414,19.531,20.020,0.000,0.000,0.000
149566.688,17.090,31.738,19.043,19.531,18.555,0.000,0.000,0.000
149566.692,18.066,34.668,24.902,21.484,23.926,0.000,0.000,0.000
149566.696,17.090,27.832,43.457,20.508,30.273,0.000,0.000,0.000
149566.699,22.461,28.809,52.246,22.949,34.668,0.000,0.000,0.000
149566.703,23.438,28.809,45.898,20.508,30.762,0.000,0.000,0.000
149566.721,23.438,26.855,40.527,19.531,30.273,0.000,0.000,0.000
149566.724,25.391,28.320,39.551,25.879,34.180,0.000,0.000,0.000
149566.728,24.414,32.715,36.621,22.949,29.297,0.000,0.000,0.000
149566.732,29.297,36.621,34.668,23.438,32.715,0.000,0.000,0.000
149566.736,27.832,39.062,31.250,23.926,34.180,0.000,0.000,0.000
149566.740,18.066,41.992,22.949,21.973,27.344,0.000,0.000,0.000
149566.744,15.625,33.691,19.531,20.996,24.414,0.000,0.000,0.000
149566.748,17.090,28.320,27.832,19.043,31.738,0.000,0.000,0.000
149566.752,19.043,30.762,35.156,18.555,29.785,0.000,0.000,0.000
149566.756,20.996,31.738,35.156,20.508,17.578,0.000,0.000,0.000
149566.760,21.973,31.250,35.156,24.902,20.508,0.000,0.000,0.000
149566.764,22.949,33.203,30.762,23.926,27.344,0.000,0.000,0.000
149566.766,30.762,36.621,23.926,26.855,35.645,0.000,0.000,0.000
149566.770,32.715,36.133,27.832,30.762,35.645,0.000,0.000,0.000
149566.773,24.902,34.180,30.762,30.762,31.250,0.000,0.000,0.000
149566.777,26.367,35.156,23.438,29.297,36.621,0.000,0.000,0.000
149566.781,27.344,33.203,20.996,28.320,33.203,0.000,0.000,0.000
149566.785,21.973,31.250,20.996,29.785,23.438,0.000,0.000,0.000
149566.789,18.555,33.691,29.785,29.297,24.414,0.000,0.000,0.000
149566.793,18.555,31.738,31.250,23.926,21.484,0.000,0.000,0.000
149566.797,18.066,30.273,26.855,18.066,8.789,0.000,0.000,0.000
149566.801,12.695,29.785,34.180,11.230,-1.953,0.000,0.000,0.000
149566.805,13.672,34.668,35.645,14.160,6.348,0.000,0.000,0.000
149566.809,17.578,35.645,35.645,20.508,9.766,0.000,0.000,0.000
149566.810,22.949,30.762,36.133,20.020,9.766,0.000,0.000,0.000
149566.814,24.902,29.785,33.691,22.461,24.902,0.000,0.000,0.000
149566.818,23.438,33.691,32.715,28.320,35.645,0.000,0.000,0.000
149566.822,28.320,39.551,30.273,29.297,34.180,0.000,0.000,0.000
149566.826,27.832,38.574,26.855,21.484,24.414,0.000,0.000,0.000
149566.830,24.902,38.574,28.320,13.672,18.066,0.000,0.000,0.000
149566.834,24.414,41.504,19.531,15.137,18.555,0.000,0.000,0.000
149566.837,21.484,37.598,6.836,15.625,20.020,0.000,0.000,0.000
149566.841,19.531,28.809,14.160,11.230,20.996,0.000,0.000,0.000
149566.845,24.414,27.832,27.344,9.277,20.020,0.000,0.000,0.000
149566.849,26.855,27.344,28.809,15.625,25.391,0.000,0.000,0.000
149566.853,26.367,28.320,29.785,21.484,29.297,0.000,0.000,0.000
149566.856,29.785,35.645,34.180,21.484,37.598,0.000,0.000,0.000
149566.860,35.156,33.691,36.133,25.391,51.270,0.000,0.000,0.000
149566.864,38.086,32.715,35.156,32.227,53.223,0.000,0.000,0.000
149566.868,33.203,38.086,33.691,36.133,42.969,0.000,0.000,0.000
149566.871,25.879,35.156,30.762,33.203,28.320,0.000,0.000,0.000
149566.875,23.926,30.762,28.320,28.809,22.461,0.000,0.000,0.000
149566.879,24.414,31.250,29.297,29.297,21.484,0.000,0.000,0.000
149566.883,20.020,27.832,23.438,30.273,26.367,0.000,0.000,0.000
149566.887,17.578,28.320,16.602,29.297,33.691,0.000,0.000,0.000
149566.891,18.555,27.832,27.344,24.414,34.180,0.000,0.000,0.000
149566.895,10.742,27.832,29.785,18.066,23.438,0.000,0.000,0.000
149566.899,6.836,28.320,16.113,19.531,14.648,0.000,0.000,0.000
149566.900,13.672,23.926,14.160,23.926,16.602,0.000,0.000,0.000
149566.904,17.578,25.879,23.926,20.996,23.438,0.000,0.000,0.000
149566.908,20.996,28.809,27.832,19.043,31.250,0.000,0.000,0.000
