timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0,Marker1,Marker2
149141.045,6.836,27.832,29.785,15.137,27.344,0.000,0.000,0.000
149141.049,6.348,22.461,24.902,13.184,26.855,0.000,0.000,0.000
149141.053,10.254,21.973,22.461,7.324,24.414,0.000,0.000,0.000
149141.057,9.277,25.391,24.902,1.953,20.996,0.000,0.000,0.000
149141.061,7.324,27.832,24.414,5.371,19.043,0.000,0.000,0.000
149141.065,9.277,31.738,24.414,3.418,20.508,0.000,0.000,0.000
149141.069,12.695,28.320,24.902,0.000,23.926,0.000,0.000,0.000
149141.073,13.672,22.949,21.484,-0.977,27.344,0.000,0.000,0.000
149141.077,10.254,24.414,18.066,2.441,27.344,0.000,0.000,0.000
149141.081,6.836,25.391,19.043,3.906,32.227,0.000,0.000,0.000
149141.079,3.906,21.973,19.531,-3.418,31.738,0.000,0.000,0.000
149141.082,7.324,22.949,18.066,-3.906,18.066,0.000,0.000,0.000
149141.086,7.812,26.367,14.160,2.930,16.113,0.000,0.000,0.000
149141.090,3.418,26.855,15.137,6.836,21.973,0.000,0.000,0.000
149141.094,7.324,25.879,18.555,-0.488,18.066,0.000,0.000,0.000
149141.098,10.254,27.832,19.043,-1.953,19.531,0.000,0.000,0.000
149141.102,9.766,29.297,18.555,7.324,27.832,0.000,0.000,0.000
149141.106,5.859,24.902,19.531,12.207,27.344,0.000,0.000,0.000
149141.110,6.348,20.996,21.484,10.254,27.832,0.000,0.000,0.000
149141.114,12.207,23.438,24.414,6.348,34.180,0.000,0.000,0.000
149141.118,15.137,26.855,23.926,9.277,35.156,0.000,0.000,0.000
149141.121,15.625,27.832,19.531,12.207,27.832,0.000,0.000,0.000
149141.123,16.602,28.320,20.020,5.859,25.879,0.000,0.000,0.000
149141.127,20.996,30.273,20.020,4.395,28.809,0.000,0.000,0.000
149141.130,25.879,33.203,19.531,5.859,30.273,0.000,0.000,0.000
149141.134,19.531,33.691,22.949,8.789,28.320,0.000,0.000,0.000
149141.138,12.207,32.715,22.949,6.836,27.832,0.000,0.000,0.000
149141.142,17.578,32.715,19.531,2.441,35.156,0.000,0.000,0.000
149141.146,23.438,27.832,21.484,5.859,42.480,0.000,0.000,0.000
149141.150,20.996,25.391,24.902,13.184,38.086,0.000,0.000,0.000
149141.154,16.113,31.738,27.832,16.602,35.645,0.000,0.000,0.000
149141.158,18.066,28.320,32.227,19.531,38.086,0.000,0.000,0.000
149141.162,18.555,26.367,29.785,17.090,32.227,0.000,0.000,0.000
149141.166,16.602,32.227,21.973,17.578,26.367,0.000,0.000,0.000
149141.167,14.648,30.273,19.531,19.043,24.414,0.000,0.000,0.000
149141.171,15.137,27.344,24.414,17.578,25.879,0.000,0.000,0.000
149141.175,15.625,27.344,24.902,13.184,25.879,0.000,0.000,0.000
149141.179,15.625,25.391,23.438,12.695,23.438,0.000,0.000,0.000
149141.183,11.230,24.902,23.438,13.184,21.484,0.000,0.000,0.000
149141.187,14.160,25.391,28.809,12.695,25.391,0.000,0.000,0.000
149141.191,16.113,24.414,31.738,12.695,28.809,0.000,0.000,0.000
149141.195,12.207,27.344,27.832,12.207,26.367,0.000,0.000,0.000
149141.199,11.719,27.344,23.926,12.207,24.902,0.000,0.000,0.000
149141.203,9.766,23.926,23.438,11.719,21.973,0.000,0.000,0.000
149141.207,13.672,28.320,24.414,13.672,27.344,0.000,0.000,0.000
149141.210,21.484,31.738,22.461,11.719,33.203,0.000,0.000,0.000
149141.212,19.043,27.832,21.484,13.672,26.855,0.000,0.000,0.000
149141.216,19.043,28.320,27.344,22.949,28.320,0.000,0.000,0.000
149141.220,24.902,31.738,29.297,22.949,34.668,0.000,0.000,0.000
149141.224,25.391,30.762,20.996,19.043,27.344,0.000,0.000,0.000
149141.228,21.484,25.391,10.254,24.902,25.879,0.000,0.000,0.000
149141.232,19.043,24.902,12.207,32.715,35.156,0.000,0.000,0.000
149141.236,18.555,30.273,23.926,25.879,28.809,0.000,0.000,0.000
149141.240,16.113,27.832,32.715,19.531,22.461,0.000,0.000,0.000
149141.244,14.160,24.902,31.738,21.973,31.250,0.000,0.000,0.000
149141.248,11.719,27.832,24.902,22.949,37.598,0.000,0.000,0.000
149141.252,13.184,26.367,25.879,21.484,28.809,0.000,0.000,0.000
149141.255,13.672,21.973,32.227,15.137,26.367,0.000,0.000,0.000
149141.259,13.672,22.461,31.250,11.719,26.367,0.000,0.000,0.000
149141.263,18.555,23.926,27.344,19.043,27.344,0.000,0.000,0.000
149141.267,17.090,24.902,27.344,21.484,20.020,0.000,0.000,0.000
149141.271,18.066,25.879,26.855,20.508,23.438,0.000,0.000,0.000
149141.274,22.949,27.344,27.832,20.020,36.621,0.000,0.000,0.000
149141.278,23.926,27.344,31.738,22.461,28.809,0.000,0.000,0.000
149141.282,21.973,28.320,28.320,21.973,21.484,0.000,0.000,0.000
149141.286,22.949,31.250,28.320,21.484,25.391,0.000,0.000,0.000
149141.290,29.785,30.273,30.762,21.973,33.691,0.000,0.000,0.000
149141.294,26.367,27.344,26.855,25.879,30.762,0.000,0.000,0.000
149141.298,16.113,21.484,23.438,26.367,18.066,0.000,0.000,0.000
149141.302,13.672,16.113,20.020,15.137,13.672,0.000,0.000,0.000
149141.318,13.672,18.066,20.020,12.207,11.230,0.000,0.000,0.000
149141.322,17.578,24.902,22.461,15.137,11.230,0.000,0.000,0.000
149141.326,16.602,26.367,25.879,17.578,17.090,0.000,0.000,0.000
149141.329,14.160,27.832,24.414,16.602,16.113,0.000,0.000,0.000
149141.333,11.719,27.832,20.020,10.742,11.719,0.000,0.000,0.000
149141.337,16.602,25.879,20.996,9.277,8.301,0.000,0.000,0.000
149141.341,17.090,25.391,28.320,11.719,10.254,2.000,1.000,45.000
149141.345,11.230,23.926,32.227,15.625,19.043,0.000,0.000,0.000
149141.349,9.277,21.484,34.180,16.113,26.855,0.000,0.000,0.000
149141.353,10.254,23.438,28.320,9.277,20.996,0.000,0.000,0.000
149141.357,11.230,28.320,23.926,10.254,10.254,0.000,0.000,0.000
149141.361,12.207,29.297,24.902,19.531,19.531,0.000,0.000,0.000
149141.363,10.742,25.879,23.438,18.066,23.926,0.000,0.000,0.000
149141.367,15.137,24.902,26.855,12.695,16.602,0.000,0.000,0.000
149141.371,18.066,23.438,30.273,14.160,15.625,0.000,0.000,0.000
149141.375,16.602,24.902,30.762,13.184,25.391,0.000,0.000,0.000
149141.379,19.531,27.344,32.227,13.672,33.691,0.000,0.000,0.000
149141.382,22.949,23.926,31.738,14.648,37.598,0.000,0.000,0.000
149141.386,20.996,19.043,22.461,11.230,29.297,0.000,0.000,0.000
149141.390,19.531,20.996,18.066,14.648,20.996,0.000,0.000,0.000
149141.394,22.461,31.250,26.855,23.438,32.227,0.000,0.000,0.000
149141.398,24.414,35.645,31.738,19.531,41.504,0.000,0.000,0.000
149141.402,28.809,32.227,28.809,13.184,40.039,0.000,0.000,0.000
149141.406,25.879,33.691,24.902,18.555,37.109,0.000,0.000,0.000
149141.408,23.926,34.668,20.996,24.414,38.086,0.000,0.000,0.000
149141.412,28.809,32.227,24.902,22.461,39.551,0.000,0.000,0.000
149141.416,30.762,33.691,34.180,23.438,47.852,0.000,0.000,0.000
149141.420,25.391,32.227,35.645,27.344,55.664,0.000,0.000,0.000
149141.424,22.461,28.809,27.832,29.785,51.270,0.000,0.000,0.000
149141.428,24.902,31.738,23.438,25.391,45.410,0.000,0.000,0.000
149141.432,26.855,30.273,22.461,17.578,41.504,0.000,0.000,0.000
149141.436,28.320,26.855,20.996,18.066,39.062,0.000,0.000,0.000
149141.439,21.973,26.855,17.090,20.996,40.039,0.000,0.000,0.000
149141.443,21.484,28.809,13.672,21.484,46.387,0.000,0.000,0.000
149141.447,25.879,32.715,21.484,18.555,43.457,0.000,0.000,0.000
149141.451,26.367,34.180,24.902,17.090,25.391,0.000,0.000,0.000
149141.454,27.344,32.715,26.855,20.020,14.160,0.000,0.000,0.000
149141.458,20.020,30.762,35.645,23.438,11.719,0.000,0.000,0.000
149141.461,18.555,30.273,32.227,23.438,20.996,0.000,0.000,0.000
149141.465,25.391,29.297,22.461,21.484,36.133,0.000,0.000,0.000
149141.469,23.926,32.715,17.090,20.508,46.387,0.000,0.000,0.000
149141.473,20.508,32.227,17.578,17.578,50.781,0.000,0.000,0.000
149141.477,19.043,29.785,16.113,17.090,60.059,0.000,0.000,0.000
149141.481,18.555,29.297,13.672,16.113,66.406,0.000,0.000,0.000
149141.485,15.625,29.785,16.602,15.137,66.895,0.000,0.000,0.000
149141.489,8.301,27.832,19.043,20.020,56.152,0.000,0.000,0.000
149141.493,7.812,26.367,20.020,18.555,44.922,0.000,0.000,0.000
149141.497,12.207,29.785,21.973,7.812,41.504,0.000,0.000,0.000
149141.500,10.254,27.832,24.902,4.395,36.133,0.000,0.000,0.000
149141.504,11.230,26.367,21.973,6.836,35.645,0.000,0.000,0.000
149141.508,11.230,27.344,19.531,6.348,28.320,0.000,0.000,0.000
149141.512,11.230,25.879,20.020,1.953,26.367,0.000,0.000,0.000
149141.516,14.160,24.414,20.020,0.000,22.949,0.000,0.000,0.000
149141.520,5.859,21.973,21.973,2.441,21.484,0.000,0.000,0.000
149141.523,0.488,20.996,18.555,7.324,31.250,0.000,0.000,0.000
149141.527,5.859,22.949,18.555,10.254,29.297,0.000,0.000,0.000
149141.531,10.254,20.020,20.996,7.324,25.391,0.000,0.000,0.000
149141.535,11.719,20.020,22.461,15.625,29.785,0.000,0.000,0.000
149141.539,11.719,23.438,23.438,24.902,31.738,0.000,0.000,0.000
149141.543,11.230,21.973,25.391,22.461,29.297,0.000,0.000,0.000
149141.543,12.207,20.996,25.879,20.508,19.043,0.000,0.000,0.000
149141.547,11.719,20.020,29.297,25.879,11.719,0.000,0.000,0.000
149141.551,13.184,16.602,33.203,31.738,19.531,0.000,0.000,0.000
149141.555,16.602,23.438,30.762,19.043,17.578,0.000,0.000,0.000
149141.559,6.348,28.320,28.320,1.953,-1.953,0.000,0.000,0.000
149141.563,0.000,26.367,26.367,2.930,-9.766,0.000,0.000,0.000
149141.567,6.836,27.832,23.438,13.672,7.324,0.000,0.000,0.000
149141.571,12.695,28.320,20.508,16.113,11.230,0.000,0.000,0.000
149141.575,16.113,24.902,20.996,9.277,25.391,0.000,0.000,0.000
149141.579,22.461,25.391,21.973,14.648,44.922,0.000,0.000,0.000
149141.583,25.879,27.832,24.414,28.320,33.203,0.000,0.000,0.000
149141.586,26.367,27.832,24.414,35.645,39.062,0.000,0.000,0.000
149141.589,32.715,28.320,26.855,34.668,50.293,0.000,0.000,0.000
149141.593,36.133,27.832,30.762,34.668,50.781,0.000,0.000,0.000
149141.596,30.273,27.344,29.785,38.574,47.852,0.000,0.000,0.000
149141.600,25.879,29.297,31.250,43.945,44.434,0.000,0.000,0.000
149141.604,26.367,32.227,35.156,43.945,45.410,0.000,0.000,0.000
149141.608,26.855,31.250,38.574,39.551,50.293,0.000,0.000,0.000
149141.612,27.832,28.320,39.551,34.180,50.781,0.000,0.000,0.000
149141.616,25.391,27.832,34.180,32.227,35.645,0.000,0.000,0.000
149141.620,17.578,29.785,25.879,29.297,28.809,0.000,0.000,0.000
149141.624,15.137,33.203,21.973,24.902,29.785,0.000,0.000,0.000
149141.628,17.578,35.156,16.113,24.414,27.344,0.000,0.000,0.000
149141.632,14.160,34.668,12.207,20.508,23.926,0.000,0.000,0.000
149141.648,13.672,35.645,19.531,18.066,23.438,0.000,0.000,0.000
149141.652,21.484,36.133,28.809,18.555,27.832,0.000,0.000,0.000
149141.656,27.344,29.785,30.273,15.625,21.484,0.000,0.000,0.000
149141.660,26.855,26.855,28.809,20.020,21.484,0.000,0.000,0.000
149141.664,22.461,29.785,29.785,25.391,22.949,0.000,0.000,0.000
149141.668,21.484,29.297,28.809,22.461,28.320,0.000,0.000,0.000
149141.672,22.461,29.297,25.879,17.578,37.598,0.000,0.000,0.000
149141.676,20.508,33.203,20.996,15.625,37.598,0.000,0.000,0.000
149141.680,16.113,32.715,18.066,14.160,29.785,0.000,0.000,0.000
149141.683,17.578,32.227,14.648,12.207,20.508,0.000,0.000,0.000
149141.687,20.508,34.668,3.906,8.789,21.484,0.000,0.000,0.000
149141.691,11.719,33.203,11.719,2.441,19.531,0.000,0.000,0.000
149141.694,5.859,28.320,25.391,1.953,17.578,0.000,0.000,0.000
149141.698,7.324,27.344,26.855,5.371,19.531,0.000,0.000,0.000
149141.701,11.230,27.832,31.250,3.418,23.438,0.000,0.000,0.000
149141.705,13.672,28.809,31.250,2.930,20.020,0.000,0.000,0.000
149141.709,12.207,31.738,25.391,8.301,17.090,0.000,0.000,0.000
149141.713,10.742,30.762,19.531,8.789,20.996,0.000,0.000,0.000
149141.717,8.301,30.273,18.066,1.465,21.484,0.000,0.000,0.000
149141.721,8.789,28.809,22.461,0.488,22.949,0.000,0.000,0.000
149141.725,9.766,26.855,20.996,4.395,15.137,0.000,0.000,0.000
149141.729,11.230,27.832,16.602,7.812,12.207,0.000,0.000,0.000
149141.733,8.301,26.855,17.090,5.371,7.324,0.000,0.000,0.000
149141.737,10.742,26.367,24.414,2.930,6.836,0.000,0.000,0.000
149141.740,14.160,29.297,28.809,7.324,12.695,0.000,0.000,0.000
149141.744,13.672,30.273,25.391,12.695,23.926,0.000,0.000,0.000
149141.748,18.555,29.297,21.484,13.184,27.832,0.000,0.000,0.000
149141.752,21.973,32.715,18.066,7.324,18.555,0.000,0.000,0.000
149141.756,17.578,34.180,16.602,5.859,27.832,0.000,0.000,0.000
149141.759,12.695,32.715,17.090,8.301,22.949,0.000,0.000,0.000
149141.763,12.207,28.320,18.066,8.789,11.719,0.000,0.000,0.000
149141.767,19.043,24.414,20.996,8.301,18.555,0.000,0.000,0.000
149141.771,21.973,27.832,21.973,11.230,26.855,0.000,0.000,0.000
149141.775,24.414,32.227,21.973,19.043,38.086,0.000,0.000,0.000
149141.779,20.020,27.832,20.996,17.578,36.621,0.000,0.000,0.000
149141.783,18.066,27.344,19.043,17.578,34.668,0.000,0.000,0.000
149141.784,24.902,28.320,21.973,18.066,34.180,0.000,0.000,0.000
149141.787,20.020,25.879,23.926,13.184,28.809,0.000,0.000,0.000
149141.791,14.648,25.879,22.949,12.207,28.320,0.000,0.000,0.000
149141.795,9.277,27.832,24.414,8.789,33.203,0.000,0.000,0.000
149141.799,9.766,28.320,25.879,8.789,33.691,0.000,0.000,0.000
149141.803,14.648,30.762,20.508,10.254,31.250,0.000,0.000,0.000
149141.807,12.695,31.738,15.137,10.254,29.297,0.000,0.000,0.000
149141.811,8.301,27.344,13.672,11.230,23.438,0.000,0.000,0.000
149141.815,11.719,25.879,15.625,8.301,23.438,0.000,0.000,0.000
149141.819,16.602,25.879,20.020,10.254,30.762,0.000,0.000,0.000
149141.823,17.578,25.879,22.461,20.996,36.621,0.000,0.000,0.000
149141.827,17.090,28.320,19.531,25.391,31.250,0.000,0.000,0.000
149141.828,21.484,31.738,19.043,20.996,30.762,0.000,0.000,0.000
149141.832,22.949,27.832,23.438,17.090,28.320,0.000,0.000,0.000
149141.836,18.555,27.344,24.414,17.578,21.484,0.000,0.000,0.000
149141.840,20.508,34.180,23.926,23.926,31.738,0.000,0.000,0.000
149141.844,21.484,34.668,22.949,23.438,32.715,0.000,0.000,0.000
149141.848,20.020,35.645,24.414,19.043,25.879,0.000,0.000,0.000
149141.852,17.090,34.668,21.484,18.555,23.926,0.000,0.000,0.000
149141.855,14.648,32.715,20.020,22.949,27.344,0.000,0.000,0.000
149141.859,15.625,32.227,23.926,20.996,36.621,0.000,0.000,0.000
149141.863,15.137,27.832,23.926,13.672,33.203,0.000,0.000,0.000
149141.867,19.531,26.855,22.949,18.555,29.785,0.000,0.000,0.000
149141.871,16.602,28.320,25.879,21.484,36.133,0.000,0.000,0.000
149141.873,13.672,27.344,24.414,17.578,35.156,0.000,0.000,0.000
149141.877,21.484,26.367,28.320,18.555,32.715,0.000,0.000,0.000
149141.881,20.508,28.320,29.297,16.113,28.809,0.000,0.000,0.000
149141.885,15.625,26.855,20.996,12.207,28.809,0.000,0.000,0.000
149141.889,15.625,26.855,22.461,13.184,38.574,0.000,0.000,0.000
149141.893,15.137,28.809,26.855,9.277,39.062,0.000,0.000,0.000
149141.897,17.578,28.809,27.344,8.301,38.574,0.000,0.000,0.000
149141.901,16.602,25.879,25.879,13.672,41.504,0.000,0.000,0.000
149141.905,13.672,22.949,24.902,14.648,32.227,0.000,0.000,0.000
149141.909,12.207,25.391,29.785,9.766,35.156,0.000,0.000,0.000
149141.913,9.277,26.855,31.738,12.207,36.621,0.000,0.000,0.000
149141.916,12.695,26.367,21.484,19.043,25.391,0.000,0.000,0.000
149141.918,14.648,25.391,12.207,20.996,23.926,0.000,0.000,0.000
149141.922,8.789,22.461,19.043,16.113,17.578,0.000,0.000,0.000
149141.926,0.488,20.020,26.855,9.277,4.883,0.000,0.000,0.000
149141.930,2.441,20.996,27.344,7.812,8.789,0.000,0.000,0.000
149141.934,4.395,23.438,28.320,11.230,11.230,0.000,0.000,0.000
149141.938,0.488,21.973,29.785,10.742,3.906,0.000,0.000,0.000
149141.942,5.371,21.484,31.738,10.742,12.695,0.000,0.000,0.000
149141.946,15.137,22.461,33.691,15.137,22.461,0.000,0.000,0.000
149141.950,11.719,22.461,29.785,16.113,21.973,0.000,0.000,0.000
149141.954,11.230,24.414,22.461,14.648,29.297,0.000,0.000,0.000
149141.957,10.742,22.461,22.461,12.695,33.203,0.000,0.000,0.000
149141.961,8.789,19.043,26.367,13.672,32.227,0.000,0.000,0.000
149141.964,13.184,20.020,30.762,18.066,34.668,0.000,0.000,0.000
149141.968,11.230,24.414,31.250,20.508,25.391,0.000,0.000,0.000
149141.972,14.160,28.809,22.949,15.137,14.648,0.000,0.000,0.000
149141.976,20.508,32.227,20.508,10.254,13.672,0.000,0.000,0.000
149141.980,16.602,30.762,23.926,9.766,18.066,0.000,0.000,0.000
149141.984,11.719,27.832,25.391,12.695,19.043,0.000,0.000,0.000
149141.988,10.742,30.273,21.973,14.648,11.230,0.000,0.000,0.000
149141.992,12.695,33.203,19.531,10.254,13.672,0.000,0.000,0.000
149141.996,14.160,32.715,16.113,5.371,17.090,0.000,0.000,0.000
149142.000,10.254,33.691,16.113,6.836,6.836,0.000,0.000,0.000
149142.004,9.766,30.762,26.855,9.766,20.020,0.000,0.000,0.000
149142.007,12.207,22.461,31.738,4.395,67.383,0.000,0.000,0.000
149142.024,11.230,24.414,28.320,0.488,70.312,0.000,0.000,0.000
149142.027,10.742,26.367,26.855,5.859,26.367,0.000,0.000,0.000
149142.031,6.836,24.902,26.855,12.207,6.348,0.000,0.000,0.000
149142.035,3.418,23.926,30.273,6.348,-9.277,0.000,0.000,0.000
149142.039,5.371,22.949,34.180,-0.488,-3.906,0.000,0.000,0.000
149142.043,13.184,25.879,30.762,5.859,19.043,0.000,0.000,0.000
149142.047,20.020,28.809,23.926,9.277,12.695,0.000,0.000,0.000
149142.051,20.996,27.832,20.996,10.742,4.883,0.000,0.000,0.000
149142.055,21.973,28.809,26.367,16.602,16.113,0.000,0.000,0.000
149142.059,20.996,29.785,31.250,18.066,17.578,0.000,0.000,0.000
149142.063,20.020,25.391,28.320,20.020,15.137,0.000,0.000,0.000
149142.067,17.578,24.414,26.367,20.020,16.602,0.000,0.000,0.000
149142.068,13.184,27.344,30.762,16.113,19.043,0.000,0.000,0.000
149142.072,16.113,32.715,36.621,18.066,24.414,0.000,0.000,0.000
149142.076,19.531,32.227,41.016,27.344,32.715,0.000,0.000,0.000
149142.080,20.508,29.297,40.039,28.809,40.527,0.000,0.000,0.000
149142.084,24.414,31.738,35.156,23.926,37.598,0.000,0.000,0.000
149142.088,24.902,31.250,33.203,23.926,32.227,0.000,0.000,0.000
149142.092,19.531,31.738,34.180,28.809,31.250,0.000,0.000,0.000
149142.096,21.973,32.227,33.203,30.273,34.668,0.000,0.000,0.000
149142.100,22.949,29.785,32.227,28.809,34.668,0.000,0.000,0.000
149142.103,23.438,29.785,28.320,16.113,27.832,0.000,0.000,0.000
149142.107,19.531,30.762,30.273,9.277,30.273,0.000,0.000,0.000
149142.111,14.160,30.273,36.621,16.113,33.203,0.000,0.000,0.000
149142.114,13.184,31.250,36.621,15.625,25.391,0.000,0.000,0.000
149142.117,12.695,32.227,35.645,16.602,27.344,0.000,0.000,0.000
149142.121,13.184,29.297,33.203,20.996,34.180,0.000,0.000,0.000
149142.125,15.625,24.902,32.227,26.367,32.227,0.000,0.000,0.000
149142.129,19.531,26.855,32.227,26.855,28.320,0.000,0.000,0.000
149142.133,20.996,29.785,25.879,21.973,23.926,0.000,0.000,0.000
149142.137,26.855,29.297,24.902,23.926,25.879,0.000,0.000,0.000
149142.141,24.902,29.297,31.738,28.809,28.320,0.000,0.000,0.000
149142.145,16.113,30.762,33.203,23.438,29.785,0.000,0.000,0.000
149142.149,19.043,34.180,27.344,15.137,32.227,0.000,0.000,0.000
149142.153,21.484,36.621,24.414,13.184,31.738,0.000,0.000,0.000
149142.156,24.902,37.109,28.809,19.043,40.039,0.000,0.000,0.000
149142.159,26.367,33.203,30.762,23.926,50.293,0.000,0.000,0.000
149142.162,23.926,30.762,25.391,20.020,53.711,0.000,0.000,0.000
149142.166,23.926,30.273,20.996,14.160,45.410,0.000,0.000,0.000
149142.170,20.020,28.809,20.996,17.578,33.203,0.000,0.000,0.000
149142.174,11.719,26.367,21.973,19.531,26.367,0.000,0.000,0.000
149142.178,12.695,25.391,19.531,15.137,21.973,0.000,0.000,0.000
149142.182,15.625,23.926,19.531,11.719,21.484,0.000,0.000,0.000
149142.186,14.648,22.461,26.855,10.254,21.973,0.000,0.000,0.000
149142.190,15.625,25.879,29.785,12.695,30.273,0.000,0.000,0.000
149142.194,18.555,26.855,25.879,8.789,35.156,0.000,0.000,0.000
149142.198,21.973,26.367,21.484,4.883,32.715,0.000,0.000,0.000
149142.201,22.461,27.832,21.484,11.230,34.668,0.000,0.000,0.000
149142.205,20.996,26.855,27.344,17.578,32.227,0.000,0.000,0.000
149142.209,20.996,28.320,27.832,17.090,30.762,0.000,0.000,0.000
149142.213,21.973,31.738,24.414,18.555,32.227,0.000,0.000,0.000
149142.217,18.555,27.832,23.438,17.090,32.227,0.000,0.000,0.000
149142.221,11.230,23.926,25.391,13.672,24.414,0.000,0.000,0.000
149142.224,8.301,22.461,27.344,16.602,20.020,0.000,0.000,0.000
149142.228,13.184,23.438,25.391,11.719,18.066,0.000,0.000,0.000
149142.232,14.160,25.879,25.391,8.789,15.137,0.000,0.000,0.000
149142.236,14.648,28.809,29.297,13.184,20.020,0.000,0.000,0.000
149142.240,16.602,28.320,30.762,15.137,28.320,0.000,0.000,0.000
149142.244,15.625,25.391,29.297,14.648,36.133,0.000,0.000,0.000
149142.248,21.973,28.320,23.926,10.254,47.852,0.000,0.000,0.000
149142.248,20.996,30.273,22.949,12.207,38.574,0.000,0.000,0.000
149142.252,18.066,28.320,24.902,17.090,48.340,0.000,0.000,0.000
149142.256,20.508,28.320,25.391,19.531,90.332,0.000,0.000,0.000
149142.260,20.020,29.785,25.391,18.066,62.500,0.000,0.000,0.000
149142.264,20.996,35.156,24.414,15.137,30.273,0.000,0.000,0.000
149142.268,19.043,34.180,22.949,17.090,32.715,0.000,0.000,0.000
149142.272,17.578,27.832,29.785,19.043,30.273,0.000,0.000,0.000
149142.275,16.602,27.832,34.180,10.742,30.762,0.000,0.000,0.000
149142.279,16.113,28.320,27.344,3.906,32.715,0.000,0.000,0.000
149142.283,18.555,24.902,20.508,5.859,23.926,0.000,0.000,0.000
149142.287,22.949,28.320,21.484,10.254,24.902,0.000,0.000,0.000
149142.291,21.973,34.180,26.367,8.789,25.879,0.000,0.000,0.000
149142.293,23.926,35.645,23.438,8.301,28.809,0.000,0.000,0.000
149142.297,22.949,31.250,22.461,11.230,31.738,0.000,0.000,0.000
149142.301,13.184,29.785,28.809,12.207,33.203,0.000,0.000,0.000
149142.305,11.719,34.180,29.785,12.695,30.762,0.000,0.000,0.000
149142.309,13.672,31.738,27.832,8.301,15.137,0.000,0.000,0.000
149142.313,15.137,29.297,26.855,9.277,15.625,0.000,0.000,0.000
149142.317,15.137,35.156,26.855,16.602,22.949,0.000,0.000,0.000
149142.321,13.184,35.156,25.879,15.137,16.602,0.000,0.000,0.000
149142.324,16.602,33.691,24.902,9.766,14.160,0.000,0.000,0.000
149142.328,19.043,35.156,27.344,11.230,20.508,0.000,0.000,0.000
149142.332,20.996,35.645,28.809,19.531,29.297,0.000,0.000,0.000
149142.336,21.484,34.180,29.297,27.832,31.250,0.000,0.000,0.000
149142.339,19.043,32.715,25.879,24.902,26.855,0.000,0.000,0.000
149142.342,21.973,36.621,20.020,15.625,27.344,0.000,0.000,0.000
149142.346,21.973,36.133,19.531,18.555,28.320,0.000,0.000,0.000
