timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker
1485533512.801,-23.438,49.316,53.711,33.203,-36.133,0
1485533512.805,140.625,49.805,42.969,8.301,-223.633,0
1485533512.809,176.270,51.758,39.062,53.711,-82.031,0
1485533512.813,50.781,53.223,41.504,74.707,122.070,0
1485533512.816,-67.871,55.664,48.340,96.680,-0.488,0
1485533512.820,-25.391,57.617,48.340,72.266,307.129,0
1485533512.824,139.648,51.270,42.480,19.043,219.727,0
1485533512.828,199.219,54.199,36.621,53.711,-108.398,0
1485533512.832,81.055,59.082,41.016,94.238,446.289,0
1485533512.836,-60.059,53.223,56.641,92.773,447.754,0
1485533512.840,-42.480,53.223,54.688,51.758,-59.082,0
1485533512.844,120.117,54.199,43.945,19.043,-8.789,0
1485533512.848,192.871,52.734,37.598,48.828,32.715,0
1485533512.852,86.914,48.828,39.062,64.453,5.371,0
1485533512.856,-63.965,49.805,51.270,91.309,23.926,0
1485533512.859,-62.988,52.734,50.781,68.848,22.949,0
1485533512.863,95.703,52.734,42.480,21.973,-96.680,0
1485533512.867,202.637,52.246,39.551,60.059,-19.531,0
1485533512.871,124.023,51.758,41.504,88.379,514.160,0
1485533512.875,-41.016,54.199,48.828,89.355,519.043,0
1485533512.879,-69.824,55.176,56.641,72.754,67.383,0
1485533512.883,70.801,48.828,50.293,24.414,-102.539,0
1485533512.887,186.523,46.387,39.062,34.668,-278.320,0
1485533512.891,127.441,47.852,42.480,63.965,-95.703,0
1485533512.895,-26.367,47.852,53.223,84.473,41.504,0
1485533512.898,-82.520,52.734,54.688,79.102,10.254,0
1485533512.902,52.734,51.270,45.410,23.438,20.508,0
1485533512.906,185.059,49.316,38.086,29.297,-34.668,0
1485533512.910,144.043,49.316,40.527,51.758,-10.742,0
1485533512.914,-12.207,52.246,50.293,83.984,246.582,0
1485533512.918,-92.773,52.734,59.082,80.078,409.668,0
1485533512.922,17.090,46.387,52.734,0.488,130.859,0
1485533512.926,162.598,43.945,45.410,2.930,-376.953,0
1485533512.930,132.812,46.875,37.598,78.125,114.746,0
1485533512.934,-11.230,45.898,44.922,91.797,640.625,0
1485533512.938,-86.914,45.410,60.059,66.406,167.480,0
1485533512.941,0.000,46.387,52.246,21.484,-22.461,0
1485533512.945,157.227,43.945,41.504,20.508,-299.316,0
1485533512.949,159.180,45.898,40.039,67.383,-121.582,0
