timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
134749.299,22.461,21.973,7.812,6.836,55.176,0
134749.303,27.832,27.344,11.230,11.230,44.922,0
134749.307,25.391,26.367,3.418,15.137,49.805,0
134749.311,26.367,25.879,7.812,13.672,43.945,0
134749.315,26.367,27.832,20.996,10.742,37.598,0
134749.319,27.832,22.949,26.367,7.324,54.688,0
134749.322,31.250,23.438,30.762,16.602,40.527,0
134749.326,25.391,26.367,27.832,24.902,64.941,0
134749.330,22.461,19.531,20.996,15.625,56.152,0
134749.334,26.367,18.555,18.066,16.113,15.625,0
134749.338,40.039,19.531,14.648,29.785,29.297,0
134749.342,41.504,20.020,12.207,26.367,79.590,0
134749.359,26.367,30.273,8.789,9.766,74.707,0
134749.363,20.996,30.273,8.789,3.418,1.465,0
134749.367,22.949,28.809,11.230,9.277,24.902,0
134749.371,24.414,33.691,15.137,20.996,45.898,0
134749.374,24.902,35.645,17.090,25.391,-3.906,0
134749.378,30.273,35.156,7.324,20.508,-22.949,0
134749.382,36.133,32.227,8.789,20.508,-24.902,0
134749.386,38.574,32.715,25.391,34.180,0.977,0
134749.390,34.180,30.762,28.809,31.738,16.113,0
134749.394,29.297,25.879,24.902,14.160,-5.371,0
134749.398,33.691,27.832,24.902,17.090,3.418,0
134749.402,34.180,38.086,26.367,32.227,25.879,0
134749.404,30.762,33.203,22.461,37.598,60.059,0
134749.408,25.879,18.066,19.531,26.367,56.641,0
134749.412,23.926,16.113,16.602,16.113,21.973,0
134749.416,26.367,19.043,16.113,18.555,54.688,0
134749.420,25.391,22.461,19.043,25.879,74.707,0
134749.423,20.996,26.855,18.555,24.414,47.363,0
134749.427,14.160,29.297,16.602,15.137,5.859,0
134749.431,19.043,38.086,17.578,14.648,22.461,0
134749.435,31.738,39.062,21.484,23.438,59.082,0
134749.439,27.832,30.762,22.461,23.438,16.113,0
134749.443,16.602,25.391,20.508,11.719,-5.371,0
134749.447,19.531,27.832,17.578,14.160,20.020,0
134749.449,24.414,30.273,19.531,27.344,37.109,0
134749.453,25.879,25.879,20.996,25.391,55.176,0
134749.457,23.438,28.809,17.578,15.625,5.859,0
134749.461,23.438,36.133,17.578,15.137,-14.160,0
134749.465,25.391,33.691,19.531,24.902,8.301,0
134749.468,29.297,31.250,24.902,30.762,-15.137,0
134749.472,29.297,33.691,28.320,28.320,-19.043,0
134749.476,24.902,33.203,24.414,22.461,-28.809,0
134749.480,27.832,33.203,19.531,22.461,-50.781,0
134749.484,26.855,32.715,19.531,30.273,-6.348,0
134749.488,20.020,31.250,23.926,28.809,26.855,0
134749.492,16.602,30.273,24.902,19.043,-15.137,0
134749.494,25.879,32.227,25.391,22.949,-28.809,0
134749.498,32.715,29.785,25.879,34.180,1.465,0
134749.502,23.926,27.344,26.855,32.227,5.371,0
134749.506,19.043,29.297,28.809,24.902,2.441,0
134749.510,22.461,28.320,29.785,25.391,-19.043,0
134749.514,27.832,30.762,26.367,37.598,-24.414,0
134749.517,31.250,36.133,23.438,41.504,15.137,0
134749.521,18.066,36.621,23.926,26.855,-1.953,0
134749.525,18.555,35.645,28.809,27.344,-47.363,0
134749.529,35.156,34.668,31.738,36.133,-25.391,0
134749.533,27.344,29.297,27.832,33.691,-6.836,0
134749.537,12.695,24.902,20.508,26.367,-11.719,0
134749.539,16.113,27.344,19.531,20.996,-47.852,0
134749.543,25.391,28.809,22.949,24.902,-20.996,0
134749.547,27.344,24.902,27.832,33.203,27.344,0
134749.551,23.438,19.531,30.273,33.203,45.410,0
134749.555,24.414,21.484,27.832,26.367,34.180,0
134749.558,27.344,30.762,30.762,23.926,-4.395,0
134749.562,27.344,33.691,36.621,38.086,5.371,0
134749.566,28.809,36.133,33.691,42.480,25.879,0
134749.570,25.391,35.645,26.367,26.855,18.555,0
134749.574,19.043,31.738,24.414,24.414,28.809,0
134749.578,25.879,36.133,29.785,33.203,37.109,0
134749.582,28.320,40.039,28.320,37.109,41.016,0
134749.585,19.043,35.645,21.973,30.273,37.109,0
134749.589,18.555,28.809,24.414,20.996,15.137,0
134749.593,27.832,30.273,15.137,26.367,6.348,0
134749.597,38.086,27.344,5.859,38.574,40.039,0
134749.601,39.551,21.973,22.461,38.574,56.641,0
134749.605,37.109,29.785,25.879,28.809,23.926,0
134749.609,32.227,34.180,22.461,24.414,-17.578,0
134749.613,30.762,31.738,38.086,30.762,-27.344,0
134749.616,35.156,34.668,42.969,27.832,47.363,0
134749.620,21.973,35.156,39.062,20.996,50.781,0
134749.624,16.602,32.715,37.109,19.531,25.391,0
134749.628,28.320,33.203,30.762,27.832,52.246,0
134749.629,27.832,27.832,24.902,29.785,81.543,0
134749.633,25.879,24.902,21.973,20.996,74.219,0
134749.637,31.738,25.391,17.578,23.438,28.320,0
134749.641,26.855,29.785,18.066,29.297,42.480,0
134749.645,22.949,35.645,18.066,26.855,64.453,0
134749.649,20.508,39.062,20.508,19.043,25.391,0
134749.652,18.066,42.480,23.438,16.602,-13.672,0
134749.656,20.996,32.715,21.973,24.902,5.371,0
134749.660,24.414,27.344,25.879,33.691,68.848,0
134749.664,24.414,33.203,28.320,31.738,67.383,0
