timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
134948.515,24.414,38.574,41.992,13.184,63.965,0
134948.518,30.273,32.715,32.715,20.996,32.227,0
134948.522,37.598,21.973,23.438,28.320,-19.531,0
134948.526,22.461,26.367,15.625,19.043,-1.465,0
134948.530,10.254,29.297,17.090,6.836,49.805,0
134948.534,13.672,18.555,5.859,11.230,45.898,0
134948.538,8.301,9.277,16.602,14.160,9.277,0
134948.542,0.488,9.277,30.762,1.953,3.906,0
134948.546,9.766,21.484,23.926,6.836,16.602,0
134948.550,14.160,32.715,14.648,20.020,55.176,0
134948.554,11.230,27.832,-0.488,23.438,62.012,0
134948.557,18.555,24.414,9.766,23.926,55.664,0
134948.559,25.391,24.902,36.133,23.926,50.293,0
134948.563,23.926,22.461,33.691,27.832,67.871,0
134948.567,19.043,12.695,25.879,32.227,97.168,0
134948.571,14.160,14.160,13.184,25.391,91.797,0
134948.575,12.695,34.180,-5.371,15.625,38.086,0
134948.579,23.926,31.250,15.137,21.484,6.836,0
134948.583,35.645,27.344,42.969,29.297,17.090,2
134948.587,25.391,31.738,50.781,21.973,31.738,0
134948.591,17.578,31.250,48.828,16.113,28.320,0
134948.595,30.762,34.668,40.039,25.391,8.301,0
134948.599,32.715,35.156,29.785,35.156,0.000,0
134948.602,27.344,30.762,27.344,34.180,45.410,0
134948.604,20.996,27.344,25.879,25.391,33.203,0
134948.608,18.066,26.855,24.414,22.461,2.441,0
134948.612,23.438,23.438,26.367,27.344,45.898,0
134948.616,21.973,31.250,24.902,27.832,74.219,0
134948.620,20.508,40.039,24.902,21.973,41.016,0
134948.624,26.367,37.109,26.855,18.555,1.953,0
134948.628,36.621,32.227,28.320,32.715,25.879,0
134948.632,38.086,36.621,23.926,38.086,63.965,0
134948.636,31.738,43.457,21.973,27.344,46.875,0
134948.640,26.855,38.086,23.926,20.508,-6.348,0
134948.644,32.227,26.367,25.391,28.320,-0.977,0
134948.647,39.551,30.762,24.414,36.133,38.086,0
