timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker
1485534338.235,44.434,20.996,42.480,88.867,-88.867,0
1485534338.239,25.391,24.414,43.945,82.031,166.016,0
1485534338.243,29.785,31.738,36.133,46.875,104.492,0
1485534338.247,53.711,28.809,38.574,43.945,-172.852,0
1485534338.251,53.711,26.367,44.922,65.430,-417.969,0
1485534338.255,34.180,30.762,39.551,92.285,227.539,0
1485534338.259,24.902,34.668,38.086,88.379,544.922,0
1485534338.263,20.996,25.879,37.109,36.621,336.914,0
1485534338.267,33.203,22.949,34.668,31.738,422.852,0
1485534338.271,57.129,29.785,42.480,57.129,-87.402,0
1485534338.275,44.434,30.273,40.527,84.473,-240.234,0
1485534338.278,23.926,31.250,26.855,96.191,297.363,0
1485534338.282,42.969,50.781,51.758,77.637,388.184,0
1485534338.286,63.965,40.527,63.477,61.523,-106.445,0
1485534338.290,50.781,16.113,29.785,54.688,-457.031,0
1485534338.294,38.086,23.926,37.598,80.078,-214.844,0
1485534338.298,29.785,27.832,50.293,102.539,158.691,0
1485534338.302,25.879,29.785,34.668,72.754,307.617,0
1485534338.306,41.992,27.832,30.273,52.734,491.211,0
1485534338.310,63.477,23.926,31.738,66.406,67.871,0
1485534338.314,60.547,32.227,32.227,92.285,-259.766,0
1485534338.317,46.387,38.574,42.480,112.305,131.836,0
1485534338.321,40.527,37.109,49.805,85.449,91.797,0
1485534338.325,48.828,33.203,39.062,52.734,-128.906,0
1485534338.329,56.641,32.715,32.227,62.012,-377.930,0
1485534338.333,58.105,33.691,40.039,85.449,-331.543,0
1485534338.337,41.016,33.691,43.457,103.516,218.750,0
1485534338.341,23.926,34.668,30.762,78.613,358.887,0
1485534338.345,40.039,34.180,25.879,41.504,-96.680,0
1485534338.349,58.105,31.250,35.156,49.805,-50.293,0
1485534338.353,62.500,36.133,42.480,74.707,103.027,0
1485534338.357,52.246,44.922,55.664,106.934,140.625,0
1485534338.360,26.367,32.227,42.480,81.055,-21.973,0
1485534338.364,20.020,22.461,24.902,36.133,291.992,0
1485534338.368,50.781,27.832,27.344,38.086,293.457,0
1485534338.372,60.547,27.344,32.715,60.059,-352.051,0
1485534338.376,45.410,34.668,34.180,90.332,-20.996,0
1485534338.380,34.668,39.551,46.387,86.426,101.074,0
1485534338.384,34.180,31.738,44.922,55.176,89.355,0
1485534338.388,54.688,29.297,30.762,43.945,-224.121,0
1485534338.392,54.688,29.785,32.227,70.312,-447.754,0
1485534338.396,44.434,31.738,31.738,99.609,292.969,0
1485534338.400,31.250,32.715,29.297,90.332,415.039,0
1485534338.403,20.508,26.855,36.133,55.664,267.090,0
1485534338.407,44.922,24.414,36.621,38.574,313.477,0
1485534338.411,58.594,27.344,41.016,56.152,-211.426,0
1485534338.415,44.922,30.762,41.992,85.938,-83.984,0
1485534338.419,28.809,34.180,45.898,89.355,104.004,0
1485534338.423,23.438,29.785,41.016,46.387,140.625,0
1485534338.427,52.734,33.203,43.945,37.598,-104.980,0
1485534338.431,64.941,44.922,52.246,71.777,-374.512,0
1485534338.435,27.344,35.156,33.203,78.613,88.379,0
1485534338.439,11.719,26.855,26.855,79.590,197.754,0
1485534338.442,24.414,26.367,29.297,62.500,322.754,0
1485534338.446,48.828,25.879,22.461,44.922,533.203,0
1485534338.450,59.082,27.344,33.203,51.758,-20.508,0
1485534338.454,43.945,29.785,39.551,80.566,-137.695,0
1485534338.458,20.508,30.762,38.574,91.309,299.805,0
1485534338.462,21.973,30.273,29.785,64.941,240.723,0
1485534338.466,41.992,27.344,18.555,46.875,-46.387,0
1485534338.470,52.734,29.785,37.598,60.547,-343.262,0
1485534338.474,50.293,32.715,48.340,79.102,-132.324,0
1485534338.478,40.039,37.109,39.551,88.867,131.836,0
1485534338.482,22.461,38.086,36.621,58.594,51.758,0
1485534338.485,33.203,32.715,35.645,34.180,-114.258,0
1485534338.489,56.641,33.691,37.598,51.270,-37.109,0
1485534338.493,44.922,32.715,36.133,62.500,202.637,0
1485534338.497,24.414,28.320,43.945,84.473,218.750,0
1485534338.501,21.484,33.691,51.758,79.590,-12.207,0
1485534338.505,39.551,47.363,46.875,51.270,288.574,0
1485534338.509,44.922,29.785,34.180,43.457,270.508,0
1485534338.513,39.551,16.602,29.785,63.477,-184.570,0
1485534338.517,28.320,27.344,42.480,90.820,254.883,0
1485534338.521,20.996,29.297,43.457,79.102,193.359,0
1485534338.525,28.320,27.344,39.062,42.480,-91.797,0
1485534338.528,48.340,26.855,29.297,51.758,-288.574,0
1485534338.532,48.828,28.320,18.555,83.496,-255.859,0
1485534338.536,30.762,33.203,36.621,95.703,360.352,0
1485534338.540,24.414,29.785,45.410,76.172,320.801,0
1485534338.544,24.414,26.855,38.086,33.691,265.137,0
1485534338.548,46.875,29.297,35.156,30.762,319.336,0
1485534338.552,57.129,28.320,38.574,53.711,-169.922,0
1485534338.556,50.781,34.180,43.457,86.426,-31.250,0
1485534338.560,43.457,35.156,44.434,93.750,43.457,0
1485534338.564,37.598,28.320,39.062,53.711,50.293,1
1485534338.567,65.430,28.809,39.062,48.340,-212.402,0
1485534338.571,70.312,30.762,34.668,68.359,-321.777,0
1485534338.575,61.035,40.527,40.039,101.562,114.258,0
1485534338.579,40.527,33.691,37.598,92.285,141.602,0
1485534338.583,19.043,22.949,23.438,42.480,362.305,0
1485534338.587,45.898,26.855,33.691,43.457,487.793,0
1485534338.591,59.082,25.391,36.133,60.547,-75.195,0
1485534338.595,35.645,25.391,34.668,87.402,-101.074,0
1485534338.599,20.996,29.297,31.738,101.074,30.273,0
1485534338.603,24.902,30.762,30.273,77.637,133.301,0
1485534338.607,44.922,27.344,33.203,55.664,-22.949,0
1485534338.610,58.105,30.762,37.109,62.988,-308.594,0
1485534338.614,43.945,33.203,44.922,85.449,-71.289,0
1485534338.618,27.832,33.203,48.828,96.191,74.707,0
1485534338.622,23.438,32.715,41.504,68.359,145.020,0
1485534338.626,35.156,24.414,36.621,43.457,7.324,0
1485534338.630,46.387,25.879,36.133,57.129,35.156,0
1485534338.634,41.016,33.691,34.668,82.031,333.496,0
1485534338.638,29.297,32.227,46.875,87.891,250.977,0
1485534338.642,20.508,30.273,54.199,71.289,27.344,0
1485534338.646,37.109,42.480,46.875,54.688,383.301,0
1485534338.649,41.504,31.250,27.344,37.598,277.344,0
1485534338.653,28.320,19.531,28.320,56.641,-184.082,0
1485534338.657,18.555,28.809,24.902,81.543,60.547,0
1485534338.661,14.648,30.762,19.043,62.012,104.004,0
1485534338.665,29.297,29.297,32.715,34.668,-49.316,0
1485534338.669,52.734,28.809,32.715,44.434,-216.309,0
1485534338.673,43.457,23.438,33.691,68.848,-192.383,0
1485534338.677,20.508,23.438,46.875,93.750,335.449,0
1485534338.681,17.090,27.832,53.711,76.172,260.254,0
1485534338.685,27.344,26.855,40.527,38.574,280.273,0
1485534338.689,49.316,25.879,32.715,40.527,398.926,0
1485534338.692,48.828,28.320,31.250,59.570,-25.879,0
1485534338.696,29.297,29.297,26.855,80.566,79.590,0
1485534338.700,21.484,32.227,33.203,68.359,89.355,0
1485534338.704,30.762,29.785,31.250,39.062,1.953,0
1485534338.708,48.340,29.297,24.902,46.387,-202.148,0
1485534338.712,46.387,29.785,34.180,63.965,-294.922,0
1485534338.716,48.828,46.875,48.340,100.098,-56.641,0
1485534338.720,41.016,46.875,37.109,101.074,51.270,0
1485534338.724,17.090,21.484,22.949,44.922,400.391,0
1485534338.728,38.086,23.926,25.391,35.156,457.520,0
1485534338.732,52.734,28.320,28.320,56.641,-180.176,0
1485534338.735,43.945,30.273,31.250,89.355,-143.066,0
1485534338.739,36.621,32.715,33.691,95.703,82.520,0
1485534338.743,39.551,33.203,37.598,61.523,140.625,0
1485534338.747,61.035,32.715,37.109,55.664,-83.496,0
1485534338.751,66.895,35.645,38.574,72.266,-172.363,0
1485534338.755,56.152,35.645,43.945,89.844,22.461,0
1485534338.759,37.598,28.809,47.852,94.238,51.758,0
1485534338.763,34.180,26.855,43.457,62.500,175.781,0
1485534338.767,54.199,29.785,34.668,43.945,18.066,0
1485534338.771,60.547,34.180,39.062,69.824,-42.969,0
1485534338.774,43.457,30.762,41.992,88.867,237.305,0
1485534338.778,41.504,46.387,45.410,104.004,167.480,0
1485534338.782,43.457,50.781,33.691,82.520,119.629,0
1485534338.786,35.645,27.832,15.625,38.574,498.047,0
1485534338.790,57.129,24.902,31.738,45.898,86.426,0
1485534338.794,51.270,25.879,37.598,77.637,-260.254,0
1485534338.798,28.320,24.902,42.969,87.402,53.223,0
1485534338.802,22.949,27.832,48.828,59.570,93.262,0
1485534338.806,35.156,28.809,42.969,39.551,-56.641,0
1485534338.810,47.363,27.832,31.250,53.711,-153.809,0
1485534338.814,40.039,27.832,28.809,77.637,-22.461,0
1485534338.817,23.926,32.227,37.109,90.820,358.398,0
1485534338.821,30.273,36.133,38.086,67.871,277.832,0
1485534338.825,40.039,33.203,39.551,34.668,344.727,0
