timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
120383.964,31.250,24.414,25.879,37.109,21.484,0
120383.968,55.664,30.273,25.391,46.875,71.289,0
120383.971,41.016,29.785,21.973,27.832,58.105,0
120383.975,14.160,29.785,19.531,17.578,-4.883,0
120383.979,19.043,34.180,15.625,25.391,-20.020,0
120383.983,44.922,35.645,11.230,33.203,24.902,0
120383.987,49.805,33.691,22.949,36.621,23.926,0
120383.991,23.926,33.203,36.133,26.367,-45.410,0
120383.995,16.602,33.691,34.180,20.508,-45.410,0
120383.999,44.922,34.180,24.902,30.273,48.340,0
120384.003,53.223,33.203,21.973,28.809,50.781,0
120384.007,23.926,28.809,27.832,22.949,-12.695,0
120384.007,7.812,27.832,30.273,21.973,-27.344,0
120384.011,37.598,32.715,28.320,29.297,16.602,0
120384.015,53.711,32.715,25.879,37.109,24.902,0
120384.019,33.203,31.738,26.855,22.949,-0.977,0
120384.022,17.578,31.738,30.762,16.113,-5.859,0
120384.026,23.438,28.809,31.250,32.715,28.320,0
120384.030,40.527,30.273,28.320,28.320,50.781,0
120384.034,30.762,31.738,27.344,16.602,26.855,0
120384.038,7.812,32.227,26.367,15.625,2.441,0
120384.042,13.184,29.297,23.926,25.391,30.273,0
120384.046,39.551,25.391,22.949,29.297,92.285,0
120384.050,43.945,27.344,24.902,46.875,94.238,0
120384.053,30.273,21.973,26.367,43.457,32.715,0
120384.057,19.531,23.438,24.902,16.113,-16.113,0
120384.061,29.297,34.668,25.879,23.926,41.504,0
120384.065,42.480,34.180,29.785,27.832,86.914,0
120384.069,23.438,33.691,32.715,20.508,40.527,0
120384.073,16.602,35.156,34.180,28.809,-18.555,0
120384.077,32.227,28.809,31.738,31.738,-4.883,0
120384.080,50.293,31.250,25.391,32.227,69.824,0
120384.084,37.598,39.062,24.414,35.156,60.059,0
120384.088,7.812,38.086,27.344,24.902,-11.719,0
120384.092,41.016,33.691,30.762,40.527,9.277,0
120384.096,67.383,29.297,20.020,57.617,85.938,0
120384.112,38.574,26.367,14.648,40.527,87.891,0
120384.116,11.719,28.320,34.180,28.320,19.531,0
120384.120,17.090,29.297,47.363,35.645,-0.488,0
120384.123,46.387,24.902,45.898,44.434,46.875,0
120384.127,59.082,25.391,36.133,48.340,41.504,0
120384.131,30.762,33.691,25.879,29.785,-6.836,0
120384.135,4.395,36.621,24.902,18.555,-36.133,0
120384.139,22.949,31.738,28.809,28.809,15.137,0
120384.143,39.062,26.367,31.250,31.250,61.523,0
120384.147,20.020,27.832,31.738,26.367,19.531,0
120384.151,11.230,27.832,37.598,36.621,-12.207,0
120384.155,38.086,24.414,41.016,41.992,13.184,0
120384.157,56.641,24.414,36.133,43.457,61.523,0
120384.161,39.062,24.902,29.785,40.039,33.203,0
120384.165,15.137,22.949,31.250,32.715,-21.973,0
120384.169,27.344,24.902,30.762,47.363,-9.277,0
120384.172,53.223,26.367,28.809,56.152,19.043,0
120384.176,53.223,25.391,35.645,41.992,30.273,0
120384.180,25.879,33.691,39.551,33.203,7.324,0
120384.184,19.043,34.180,39.062,39.551,-0.488,0
120384.188,44.434,25.879,39.062,46.387,15.625,0
120384.192,52.734,29.297,34.180,45.898,51.270,0
120384.196,23.926,30.273,24.414,35.645,35.156,0
120384.200,10.742,24.414,23.926,25.391,-29.297,0
120384.202,41.504,31.250,26.367,31.250,19.043,0
120384.206,57.129,31.738,23.926,34.668,58.594,0
120384.210,39.551,31.250,23.926,29.785,17.578,0
120384.213,16.113,34.180,25.391,27.344,8.789,0
120384.217,27.832,34.180,25.391,35.645,20.996,0
120384.221,52.734,35.156,28.320,38.086,43.457,0
120384.225,41.016,33.691,24.902,29.785,14.648,0
120384.229,18.555,36.133,24.414,28.809,-39.551,0
120384.233,25.879,32.227,29.297,34.668,-66.406,0
120384.237,52.246,26.367,32.227,40.039,-13.184,0
120384.241,47.363,30.273,26.367,41.992,52.734,0
120384.245,18.555,34.180,23.438,33.691,22.949,0
120384.247,23.926,30.273,32.715,31.738,11.719,0
120384.251,49.805,34.180,38.086,44.434,62.012,0
120384.255,47.363,36.621,32.715,41.504,83.984,0
120384.258,24.902,35.156,29.785,24.414,32.227,0
120384.262,12.695,36.133,31.738,24.414,-21.484,0
120384.266,32.227,36.621,32.715,38.086,30.273,0
120384.270,41.992,32.715,34.180,36.133,79.102,0
120384.274,21.973,31.250,32.715,22.949,0.977,0
120384.278,9.766,33.203,29.785,21.973,-68.359,0
120384.282,23.438,31.738,28.320,26.367,-9.766,0
120384.286,38.574,26.855,28.320,24.414,63.965,0
120384.290,28.809,26.367,20.508,19.531,2.441,0
