timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
120525.802,15.137,39.062,34.180,23.438,30.273,0
120525.806,35.645,43.457,17.578,34.180,9.277,0
120525.810,54.688,36.133,29.785,34.668,50.781,0
120525.814,38.086,32.227,54.199,17.578,29.297,0
120525.818,16.113,34.668,52.734,15.625,-25.391,0
120525.822,23.438,31.250,38.574,23.926,-13.672,0
120525.826,62.012,41.016,29.297,41.016,29.785,0
120525.830,74.707,31.250,30.762,49.316,70.801,0
120525.834,22.461,18.555,27.344,26.855,69.336,0
120525.838,-2.441,44.922,34.180,17.090,25.391,0
120525.842,33.691,48.828,41.504,30.273,24.414,0
120525.845,47.363,40.527,37.598,36.621,74.707,0
120525.847,19.531,41.504,41.504,26.855,14.160,0
120525.851,7.812,43.945,43.457,23.438,-41.016,0
120525.855,36.133,41.016,43.457,35.156,35.645,0
120525.859,59.082,31.738,50.781,46.875,55.176,0
120525.863,33.203,23.438,37.598,26.367,6.348,0
120525.867,3.418,24.414,36.133,7.812,-34.668,0
120525.871,10.254,32.715,40.527,13.672,0.000,0
120525.875,25.879,33.203,33.203,20.996,65.918,0
120525.879,27.832,42.480,43.457,27.344,48.828,0
120525.882,8.789,48.828,50.293,25.879,-14.648,0
120525.886,13.184,37.109,45.410,29.785,-12.207,0
120525.890,43.945,41.504,27.344,44.434,60.059,0
120525.892,38.574,43.457,9.277,42.480,76.172,0
120525.896,18.066,31.738,23.926,37.109,9.766,0
120525.900,17.090,30.273,44.922,33.691,1.465,0
120525.904,40.527,30.762,45.410,39.551,84.961,0
120525.908,50.781,28.320,36.133,43.457,94.238,0
120525.912,23.926,36.133,20.996,28.809,50.781,0
120525.916,14.160,41.504,20.020,30.762,30.273,0
120525.920,32.715,32.715,44.434,34.180,49.316,0
120525.924,42.480,22.461,62.988,25.391,59.082,0
120525.928,32.227,31.250,58.594,22.949,25.879,0
120525.931,16.602,44.434,49.805,27.832,34.180,0
120525.935,24.902,38.086,42.969,33.203,31.250,0
120525.937,51.758,20.508,36.621,41.504,78.613,0
120525.941,51.758,19.043,29.785,40.527,86.426,0
120525.945,22.949,30.273,21.484,30.273,30.273,0
120525.949,19.043,34.180,17.090,33.203,54.688,0
120525.953,39.551,34.668,28.809,37.598,116.699,0
120525.957,40.039,34.668,50.781,34.668,91.309,0
120525.961,18.066,30.762,54.688,29.297,8.789,0
120525.965,11.230,28.320,49.316,24.414,-14.160,0
120525.969,31.738,23.926,20.508,23.438,18.555,0
120525.972,48.340,26.367,2.441,29.297,70.312,0
120525.976,33.691,29.785,20.996,25.879,53.223,0
120525.980,26.855,28.809,39.551,25.391,-3.906,0
120525.983,41.016,26.367,53.711,33.691,15.625,0
120525.986,45.410,25.391,48.828,30.273,103.027,0
120525.990,24.902,24.414,32.715,19.531,104.492,0
120525.994,7.324,24.414,37.598,20.996,27.832,0
120525.998,27.344,27.344,46.875,29.297,29.297,0
120526.002,55.176,24.902,41.504,36.621,79.590,0
120526.006,48.828,24.414,39.551,35.645,113.770,0
120526.010,17.090,27.832,42.969,17.578,48.828,0
120526.014,11.230,10.254,36.133,11.719,69.824,0
120526.018,41.504,17.090,20.508,23.438,145.996,0
120526.022,55.176,41.992,8.301,27.832,112.305,0
120526.026,28.320,41.992,9.277,18.555,47.852,0
120526.027,10.254,32.227,29.785,15.625,38.086,0
120526.031,36.133,29.785,43.457,27.832,99.121,0
120526.035,55.664,34.668,42.480,33.203,111.816,0
120526.039,51.270,39.551,44.434,44.434,81.543,0
120526.043,29.297,37.109,41.992,37.109,57.129,0
120526.047,23.926,33.203,39.062,21.973,84.473,0
120526.051,40.039,32.715,33.203,24.902,79.590,0
120526.055,34.180,33.691,27.344,19.531,42.969,0
120526.059,9.277,33.203,36.621,16.113,61.523,0
120526.063,14.648,31.738,41.504,24.902,81.543,0
120526.066,47.363,36.133,35.645,35.645,104.980,0
120526.070,47.852,34.180,26.855,36.133,90.820,0
120526.074,16.602,25.879,26.367,23.926,34.180,0
120526.078,12.207,31.250,23.926,24.902,1.465,0
120526.082,46.875,42.480,17.578,40.527,51.758,0
120526.086,62.500,41.992,14.160,39.062,116.211,0
120526.089,28.809,36.621,28.320,20.996,60.059,0
120526.093,6.348,34.668,39.551,18.066,3.418,0
120526.097,37.598,36.621,33.691,29.297,47.852,0
120526.101,65.430,43.457,34.180,37.598,50.293,0
120526.105,48.828,43.945,35.645,34.180,29.297,0
120526.109,25.391,27.344,28.320,25.391,18.066,0
120526.113,34.180,30.762,26.367,27.832,36.621,0
120526.117,52.246,40.527,45.898,31.738,66.406,0
120526.118,44.434,33.691,54.688,29.297,52.246,0
120526.122,18.555,35.156,40.527,30.762,-4.395,0
120526.126,21.973,42.480,25.879,36.621,-2.441,0
120526.130,49.805,41.016,24.414,43.945,76.660,0
120526.134,47.852,32.715,22.949,41.016,88.379,0
120526.138,24.902,40.527,36.621,33.203,24.414,0
120526.141,25.391,48.828,39.551,33.203,-25.879,0
120526.145,47.363,36.621,21.973,38.086,34.668,0
120526.149,50.781,20.508,23.926,36.621,94.238,0
120526.153,38.086,26.367,39.551,33.691,37.598,0
120526.157,21.484,34.180,44.434,31.250,-21.484,0
120526.161,23.438,28.320,35.645,30.273,-6.836,0
120526.177,48.828,38.574,16.602,44.922,65.430,0
120526.181,46.387,40.039,18.066,51.270,53.223,0
120526.185,19.043,29.785,25.391,38.574,-22.461,0
120526.189,14.160,20.508,21.973,24.414,2.441,0
120526.193,30.273,14.648,39.062,21.973,83.496,0
120526.197,31.738,20.020,49.316,21.973,57.129,0
120526.201,17.578,28.320,43.457,20.996,-38.086,0
120526.205,22.461,30.762,31.738,27.344,-9.277,0
120526.209,57.129,34.180,29.297,43.457,82.520,0
120526.213,71.289,39.062,27.344,48.828,75.684,0
120526.216,46.387,39.551,21.973,41.016,19.531,0
120526.220,24.902,33.203,23.438,29.785,20.996,0
120526.222,40.527,28.320,26.367,29.785,52.734,0
120526.226,60.059,32.715,36.133,37.598,79.102,0
120526.230,40.527,36.133,41.992,31.250,81.055,0
120526.234,20.996,39.062,36.133,24.902,67.383,0
120526.238,44.434,28.809,30.273,41.016,59.082,0
120526.242,69.824,31.738,28.320,59.082,71.777,0
120526.246,42.969,46.387,-1.465,42.480,46.387,0
120526.250,5.371,39.551,-4.395,22.461,29.297,0
120526.254,16.602,35.645,30.762,24.414,55.664,0
120526.258,45.410,30.273,48.340,30.762,54.199,0
120526.261,41.504,28.320,56.152,28.320,67.383,0
120526.265,17.578,31.738,47.852,25.879,59.082,0
120526.267,26.367,35.156,23.926,36.133,32.227,0
120526.271,52.734,35.645,13.672,42.480,92.285,0
120526.275,50.293,27.832,30.762,34.180,95.215,0
120526.279,21.973,26.367,47.363,23.438,31.738,0
120526.283,7.812,41.504,42.480,20.508,-6.836,0
120526.287,31.738,44.434,35.645,25.879,14.160,0
120526.291,45.410,38.086,32.715,27.344,54.688,0
