timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
120226.386,50.293,25.879,16.113,39.062,34.180,0
120226.390,39.062,34.180,16.602,28.320,83.008,0
120226.394,21.484,42.480,37.109,22.949,27.832,0
120226.398,24.902,37.598,45.410,24.902,-25.391,0
120226.402,44.922,38.574,34.668,32.715,21.484,0
120226.406,62.500,39.551,25.391,34.180,51.758,0
120226.410,52.246,37.598,30.762,21.973,5.371,0
120226.414,21.973,38.086,27.832,24.902,-41.992,0
120226.417,35.156,35.156,14.160,42.480,-37.109,0
120226.421,48.340,31.738,15.137,48.340,24.414,0
120226.425,21.484,32.227,24.414,35.156,13.184,0
120226.429,6.348,34.668,25.391,24.902,-55.664,0
120226.433,21.484,31.250,22.461,25.391,-20.996,0
120226.437,48.340,26.367,30.762,36.621,39.551,0
120226.440,57.617,37.109,32.227,46.875,5.371,0
120226.444,32.227,31.738,14.648,35.156,-49.316,0
120226.448,23.438,27.344,9.277,25.391,2.930,0
120226.452,34.180,46.387,21.973,36.133,46.387,0
120226.456,29.297,49.805,28.320,36.133,1.953,0
120226.460,12.207,42.480,24.902,29.785,-39.062,0
120226.464,31.250,42.969,15.625,38.086,-28.320,0
120226.468,64.453,41.016,21.973,32.715,15.137,0
120226.472,49.316,33.691,34.668,24.902,31.250,0
120226.476,19.531,30.273,36.133,17.578,-17.578,0
120226.476,18.066,35.156,35.645,19.531,-36.133,0
120226.480,48.828,37.598,30.762,30.273,8.789,0
120226.484,49.316,35.156,20.996,26.855,39.551,0
120226.488,23.926,33.203,11.719,22.461,29.785,0
120226.492,18.066,35.156,16.113,18.066,-11.719,0
120226.496,39.062,33.691,25.391,23.926,18.555,0
120226.500,65.430,40.039,32.227,41.016,56.641,0
120226.504,56.152,36.133,38.086,36.133,3.906,0
120226.507,4.395,23.926,35.156,26.367,-15.137,0
120226.511,4.883,26.367,23.438,32.715,13.184,0
120226.515,49.805,23.438,15.625,34.668,18.555,0
120226.519,48.828,28.809,20.996,33.691,17.090,0
120226.521,22.949,35.645,20.996,35.156,-14.160,0
120226.525,43.945,36.621,14.160,38.086,-13.672,0
120226.529,57.129,35.156,24.414,45.898,39.551,0
120226.533,45.898,32.227,29.297,44.922,49.805,0
120226.537,33.203,30.273,36.621,33.203,-16.602,0
120226.541,16.602,23.438,45.898,33.203,-67.871,0
120226.545,43.457,28.320,35.156,39.551,-51.758,0
120226.549,69.824,38.574,20.996,39.551,6.348,0
120226.552,46.387,37.598,16.113,39.551,22.461,0
120226.556,22.461,38.574,22.949,31.738,4.883,0
120226.560,31.250,38.086,21.484,25.391,20.996,0
120226.564,52.246,38.574,14.648,28.809,63.477,0
120226.566,54.688,36.621,16.602,32.227,66.406,0
120226.570,26.855,33.691,14.160,19.531,14.160,0
120226.574,7.812,33.203,7.812,15.625,14.160,0
120226.578,32.227,29.785,8.301,28.809,44.922,0
120226.582,40.039,28.320,12.695,23.438,41.016,0
120226.586,14.160,29.785,16.113,20.508,-7.812,0
120226.590,11.719,23.438,19.043,23.926,-63.965,0
120226.593,38.574,20.508,20.020,30.273,15.137,0
120226.597,49.805,31.738,20.996,36.621,61.035,0
120226.601,30.762,39.062,13.184,17.090,-0.488,0
120226.605,23.438,33.203,8.301,10.742,-35.645,0
120226.609,43.945,30.273,7.324,31.250,-21.484,0
120226.613,47.852,32.715,4.395,31.250,19.043,0
120226.617,21.973,30.273,15.625,22.949,9.277,0
120226.621,5.859,23.926,22.949,16.113,-22.461,0
120226.625,21.973,24.902,20.020,20.508,10.742,0
120226.629,62.500,34.180,25.391,39.551,64.941,0
120226.633,64.453,44.434,19.043,35.156,10.254,0
120226.637,16.602,41.992,12.695,18.555,-48.828,0
120226.640,-2.930,37.598,22.949,19.531,-18.066,0
120226.644,35.645,36.133,24.902,23.926,-0.977,0
120226.648,50.781,36.621,13.184,27.344,11.230,0
120226.652,29.785,41.016,11.230,28.809,-10.742,0
120226.656,31.250,32.227,26.367,24.414,-46.875,0
120226.672,51.270,24.414,37.598,34.180,-25.391,0
