timestamps,TP9,AF7,AF8,TP10,Right AUX,Frequency,Contrast,Orientation
495134.593,29.785,42.480,24.414,6.348,49.805,0.000,0.000,0.000
495134.597,49.316,46.875,27.344,26.367,53.711,0.000,0.000,0.000
495134.601,45.410,45.410,29.785,24.902,45.898,0.000,0.000,0.000
495134.605,17.578,35.645,20.508,0.000,33.691,0.000,0.000,0.000
495134.609,25.879,35.156,20.020,9.277,40.039,0.000,0.000,0.000
495134.612,42.969,39.062,27.344,27.344,50.293,0.000,0.000,0.000
495134.616,35.645,37.109,29.785,21.484,40.039,0.000,0.000,0.000
495134.620,16.113,38.086,23.438,10.742,26.367,0.000,0.000,0.000
495134.624,16.602,41.504,25.879,10.254,41.992,0.000,0.000,0.000
495134.628,37.598,44.434,32.715,22.949,58.594,0.000,0.000,0.000
495134.632,45.898,44.922,34.668,32.715,40.527,0.000,0.000,0.000
495134.636,25.879,39.551,34.180,21.484,31.738,0.000,0.000,0.000
495134.640,22.949,36.621,27.344,17.090,49.316,0.000,0.000,0.000
495134.644,40.527,41.016,31.250,25.879,55.176,0.000,0.000,0.000
495134.648,41.016,41.992,36.621,26.367,46.875,0.000,0.000,0.000
495134.651,29.785,36.621,32.227,19.043,33.691,0.000,0.000,0.000
495134.655,25.879,41.504,34.180,18.066,39.551,0.000,0.000,0.000
495134.659,35.645,47.363,33.691,25.879,49.316,0.000,0.000,0.000
495134.663,48.828,44.434,32.715,33.203,47.852,0.000,0.000,0.000
495134.667,42.480,43.457,33.691,26.367,46.875,0.000,0.000,0.000
495134.671,22.949,44.922,31.250,12.695,46.875,0.000,0.000,0.000
495134.675,40.527,47.363,35.645,23.926,62.988,0.000,0.000,0.000
495134.679,55.176,46.875,39.062,36.621,72.266,0.000,0.000,0.000
495134.683,47.852,43.457,40.039,29.297,67.383,0.000,0.000,0.000
495134.687,39.551,41.992,41.016,23.926,61.523,0.000,0.000,0.000
495134.691,36.621,43.457,41.016,24.414,55.664,0.000,0.000,0.000
495134.694,38.574,41.016,40.039,30.273,48.340,0.000,0.000,0.000
495134.698,42.480,38.086,37.109,40.039,56.641,0.000,0.000,0.000
495134.702,35.156,40.039,37.598,30.762,56.641,0.000,0.000,0.000
495134.706,23.926,37.109,34.180,18.066,40.527,0.000,0.000,0.000
495134.710,37.109,36.133,37.109,26.367,49.316,0.000,0.000,0.000
495134.714,44.922,41.016,44.434,33.691,54.199,0.000,0.000,0.000
495134.718,38.086,40.039,43.945,28.809,54.688,0.000,0.000,0.000
