timestamps,TP9,AF7,AF8,TP10,Right AUX,Frequency,Contrast,Orientation
621711.525,16.113,-6.836,-5.859,16.602,0.000,0.000,0.000,0.000
621711.529,28.809,-20.508,-16.113,6.348,0.000,0.000,0.000,0.000
621711.533,24.414,-35.645,-35.156,-45.898,0.000,0.000,0.000,0.000
621711.537,8.301,-21.973,-24.902,-40.039,0.000,0.000,0.000,0.000
621711.541,46.875,24.902,23.438,29.297,0.000,0.000,0.000,0.000
621711.545,45.410,12.207,10.742,24.414,0.000,0.000,0.000,0.000
621711.549,-0.977,-39.551,-43.945,-38.086,0.000,0.000,0.000,0.000
621711.553,-17.578,-43.457,-46.387,-34.668,0.000,0.000,0.000,0.000
621711.557,0.488,-4.395,-9.277,-21.973,0.000,0.000,0.000,0.000
621711.561,17.578,0.000,-3.418,6.348,0.000,0.000,0.000,0.000
621711.564,21.484,-23.926,-27.344,4.395,0.000,0.000,0.000,0.000
621711.568,17.578,-23.926,-32.715,-20.508,0.000,0.000,0.000,0.000
621711.572,1.953,-13.672,-15.625,-14.648,0.000,0.000,0.000,0.000
621711.576,0.488,0.977,0.488,10.742,0.000,0.000,0.000,0.000
621711.580,21.973,-12.695,-19.531,-8.789,0.000,0.000,0.000,0.000
621711.584,20.508,-44.922,-55.664,-34.180,0.000,0.000,0.000,0.000
621711.588,-22.461,-41.016,-49.805,-32.227,0.000,0.000,0.000,0.000
621711.592,-33.203,-21.484,-30.762,-5.859,0.000,0.000,0.000,0.000
621711.596,-10.254,-16.113,-24.414,4.395,0.000,0.000,0.000,0.000
621711.600,4.883,-21.484,-27.832,-44.434,0.000,0.000,0.000,0.000
621711.604,-5.371,-55.176,-54.199,-48.828,0.000,0.000,0.000,0.000
621711.608,-0.488,-33.203,-25.391,-2.930,0.000,0.000,0.000,0.000
621711.611,7.324,-17.090,-8.301,1.465,0.000,0.000,0.000,0.000
621711.615,0.000,-44.434,-40.039,-55.664,0.000,0.000,0.000,0.000
621711.619,-14.160,-47.363,-47.852,-81.543,0.000,0.000,0.000,0.000
621711.623,-16.602,-20.996,-19.043,-22.461,0.000,0.000,0.000,0.000
621711.627,28.809,4.883,5.371,43.945,0.000,0.000,0.000,0.000
621711.631,31.738,-14.160,-17.578,-1.953,0.000,0.000,0.000,0.000
621711.635,-1.465,-37.109,-39.062,-71.777,0.000,0.000,0.000,0.000
621711.639,9.277,-13.672,-16.113,-35.645,0.000,0.000,0.000,0.000
621711.643,31.738,6.348,5.371,29.297,0.000,0.000,0.000,0.000
621711.647,30.273,-10.742,-9.766,24.414,0.000,0.000,0.000,0.000
621711.651,37.109,-23.438,-27.344,-12.695,0.000,0.000,0.000,0.000
621711.655,24.902,-8.789,-14.160,-27.344,0.000,0.000,0.000,0.000
621711.658,26.855,14.160,14.160,5.371,0.000,0.000,0.000,0.000
621711.662,37.109,2.441,2.930,0.000,0.000,0.000,0.000,0.000
621711.666,15.137,-29.297,-33.203,-55.664,0.000,0.000,0.000,0.000
621711.670,2.930,-36.621,-39.062,-34.668,0.000,0.000,0.000,0.000
621711.674,14.160,-0.977,-0.488,-3.418,0.000,0.000,0.000,0.000
621711.678,39.551,23.926,21.973,32.227,0.000,0.000,0.000,0.000
621711.682,46.387,-8.789,-10.254,14.160,0.000,0.000,0.000,0.000
621711.686,22.461,-20.508,-24.902,-0.977,0.000,0.000,0.000,0.000
621711.690,-2.441,-7.324,-13.672,7.812,0.000,0.000,0.000,0.000
621711.694,0.488,-1.465,-8.789,-37.598,0.000,0.000,0.000,0.000
621711.698,19.043,-5.859,-17.578,-44.434,0.000,0.000,0.000,0.000
621711.702,18.555,-21.973,-36.133,-41.504,0.000,0.000,0.000,0.000
621711.706,-14.648,-32.227,-38.574,-21.973,0.000,0.000,0.000,0.000
621711.709,-11.230,-21.484,-19.531,22.461,0.000,0.000,0.000,0.000
621711.713,13.672,-1.465,0.000,18.555,0.000,0.000,0.000,0.000
621711.717,9.277,-28.809,-27.832,-19.043,0.000,0.000,0.000,0.000
621711.721,17.578,-37.598,-36.621,-28.809,0.000,0.000,0.000,0.000
621711.725,10.742,-15.137,-16.602,-4.395,0.000,0.000,0.000,0.000
621711.729,-2.930,-28.809,-34.668,28.320,0.000,0.000,0.000,0.000
621711.733,4.395,-39.551,-45.410,-22.461,0.000,0.000,0.000,0.000
621711.737,-13.672,-39.062,-42.480,-50.293,0.000,0.000,0.000,0.000
621711.741,-28.320,-26.855,-32.715,-42.969,0.000,0.000,0.000,0.000
621711.745,9.766,1.465,-2.930,15.137,0.000,0.000,0.000,0.000
621711.749,49.316,14.160,8.789,35.645,0.000,0.000,0.000,0.000
621711.753,21.484,-14.160,-16.602,-41.992,0.000,0.000,0.000,0.000
621711.756,-3.418,-20.020,-16.602,-32.715,0.000,0.000,0.000,0.000
621711.760,11.719,-2.930,-6.836,31.738,0.000,0.000,0.000,0.000
621711.764,17.578,-23.438,-31.250,5.371,0.000,0.000,0.000,0.000
621711.768,-0.488,-50.781,-53.223,-42.480,0.000,0.000,0.000,0.000
621711.772,-1.465,-32.227,-30.762,-48.828,0.000,0.000,0.000,0.000
621711.776,14.648,-3.906,-0.488,-1.465,0.000,0.000,0.000,0.000
621711.780,9.277,-10.254,-8.789,30.762,0.000,0.000,0.000,0.000
621711.784,2.930,-35.645,-39.062,-9.766,0.000,0.000,0.000,0.000
621711.788,-19.043,-52.734,-55.176,-42.480,0.000,0.000,0.000,0.000
