timestamps,TP9,AF7,AF8,TP10,Right AUX,Frequency,Contrast,Orientation
486255.536,70.312,27.832,37.598,69.336,40.527,0.000,0.000,0.000
486255.539,121.094,28.320,40.527,109.375,168.945,0.000,0.000,0.000
486255.543,-11.230,34.668,42.480,0.000,-1.953,0.000,0.000,0.000
486255.547,-80.566,38.086,42.969,-54.199,-137.207,0.000,0.000,0.000
486255.551,40.527,33.203,38.086,43.457,-40.039,0.000,0.000,0.000
486255.555,132.324,28.809,33.691,110.352,110.840,0.000,0.000,0.000
486255.559,27.344,32.227,35.156,19.043,49.316,0.000,0.000,0.000
486255.563,-93.750,30.762,37.109,-73.730,-133.301,0.000,0.000,0.000
486255.567,-6.836,28.809,39.551,-12.695,-122.559,0.000,0.000,0.000
486255.571,114.746,26.855,40.039,89.844,86.914,0.000,0.000,0.000
486255.575,50.293,25.391,38.574,42.969,133.301,0.000,0.000,0.000
486255.579,-91.797,31.250,42.480,-66.895,-98.633,0.000,0.000,0.000
486255.582,-59.082,30.762,42.969,-52.734,-126.465,0.000,0.000,0.000
486255.586,74.707,27.832,37.109,50.781,185.059,0.000,0.000,0.000
486255.590,81.543,30.762,39.062,57.129,302.246,0.000,0.000,0.000
486255.594,-61.523,38.574,45.410,-39.062,88.379,0.000,0.000,0.000
486255.598,-77.637,40.527,32.227,-59.570,-106.934,0.000,0.000,0.000
486255.602,65.430,31.738,25.391,38.574,-36.621,0.000,0.000,0.000
486255.606,125.977,33.203,29.297,91.309,106.445,0.000,0.000,0.000
486255.610,-2.930,42.969,35.645,12.207,-20.996,0.000,0.000,0.000
486255.614,-86.426,41.016,38.086,-49.805,-192.871,0.000,0.000,0.000
486255.618,28.809,33.691,29.785,17.090,-46.387,0.000,0.000,0.000
486255.621,132.812,37.598,28.809,106.445,167.480,0.000,0.000,0.000
486255.625,34.180,41.504,31.250,37.109,122.070,0.000,0.000,0.000
486255.629,-92.773,35.645,29.297,-63.965,-46.875,0.000,0.000,0.000
486255.633,-28.320,30.273,24.414,-23.926,-18.555,0.000,0.000,0.000
486255.637,101.562,35.156,25.879,84.473,174.805,0.000,0.000,0.000
486255.641,79.102,42.480,31.738,72.266,195.312,0.000,0.000,0.000
486255.645,-74.219,36.621,35.156,-43.457,-48.828,0.000,0.000,0.000
486255.649,-61.035,25.391,35.156,-42.480,-147.949,0.000,0.000,0.000
486255.653,89.355,22.461,34.180,71.777,63.477,0.000,0.000,0.000
486255.657,118.164,27.344,38.086,92.285,158.203,0.000,0.000,0.000
486255.661,-26.855,30.762,36.621,-16.602,-25.879,0.000,0.000,0.000
486255.664,-69.336,30.762,23.438,-63.965,-184.570,0.000,0.000,0.000
486255.668,64.941,29.297,17.090,36.621,-4.395,0.000,0.000,0.000
486255.672,141.113,32.227,21.973,106.934,275.391,0.000,0.000,0.000
486255.676,19.531,36.621,25.391,30.762,143.066,0.000,0.000,0.000
486255.680,-75.684,37.109,33.691,-42.480,-115.723,0.000,0.000,0.000
486255.684,33.203,36.621,34.180,19.043,-44.922,0.000,0.000,0.000
486255.688,145.996,30.762,27.344,106.934,217.285,0.000,0.000,0.000
486255.692,62.988,28.809,30.273,50.293,188.965,0.000,0.000,0.000
486255.696,-74.219,34.180,35.645,-45.898,-20.508,0.000,0.000,0.000
486255.700,-18.066,31.250,35.156,-10.742,-38.574,0.000,0.000,0.000
486255.703,115.723,26.367,28.809,90.332,121.094,0.000,0.000,0.000
486255.707,90.332,27.832,29.297,66.406,140.137,0.000,0.000,0.000
486255.711,-64.941,27.832,34.180,-46.387,-57.129,0.000,0.000,0.000
