timestamps,TP9,AF7,AF8,TP10,Right AUX,Frequency,Contrast,Orientation
483179.741,-68.848,78.125,42.480,0.000,-101.562,0.000,0.000,0.000
483179.745,-55.176,78.613,37.598,-17.578,-207.031,0.000,0.000,0.000
483179.749,24.414,62.500,5.859,110.352,-14.160,0.000,0.000,0.000
483179.753,21.973,49.805,-4.395,147.461,139.160,0.000,0.000,0.000
483179.757,-36.621,73.730,60.547,58.105,-50.293,0.000,0.000,0.000
483179.761,-40.039,90.820,87.891,12.695,-244.629,0.000,0.000,0.000
483179.765,35.156,68.359,48.828,108.398,-131.348,0.000,0.000,0.000
483179.769,69.336,52.246,29.297,191.406,91.797,0.000,0.000,0.000
483179.773,-41.504,63.477,36.133,69.336,74.707,0.000,0.000,0.000
483179.777,-100.098,64.453,46.387,-35.156,-81.543,0.000,0.000,0.000
483179.781,-43.457,46.875,13.184,31.250,-25.391,0.000,0.000,0.000
483179.784,-12.207,27.344,-26.855,129.395,223.145,0.000,0.000,0.000
483179.788,-36.133,34.180,1.465,100.098,195.801,0.000,0.000,0.000
483179.792,-71.777,68.359,60.059,11.230,-69.824,0.000,0.000,0.000
483179.796,-46.875,56.152,33.203,8.789,-83.496,0.000,0.000,0.000
483179.800,6.836,29.785,-11.230,121.094,130.371,0.000,0.000,0.000
483179.804,-6.836,32.227,-2.930,125.488,159.668,0.000,0.000,0.000
483179.808,-54.688,57.617,60.059,29.785,-82.031,0.000,0.000,0.000
483179.812,-3.906,71.289,91.309,36.621,-246.582,0.000,0.000,0.000
483179.816,9.277,35.645,0.000,83.984,-83.496,0.000,0.000,0.000
483179.820,-38.574,11.230,-63.477,89.844,133.301,0.000,0.000,0.000
483179.824,-48.828,47.363,37.109,51.270,9.766,0.000,0.000,0.000
483179.827,-66.406,52.734,64.941,-21.484,-139.648,0.000,0.000,0.000
483179.831,-61.523,18.066,-28.809,9.277,-1.465,0.000,0.000,0.000
483179.835,-27.832,4.395,-52.734,101.562,196.777,0.000,0.000,0.000
483179.839,-17.090,41.016,40.039,100.098,70.801,0.000,0.000,0.000
483179.843,-64.941,63.965,70.312,-1.465,-168.945,0.000,0.000,0.000
483179.847,-88.867,26.367,-19.531,-29.785,-160.156,0.000,0.000,0.000
483179.851,-21.484,7.324,-48.340,104.492,30.762,0.000,0.000,0.000
483179.855,38.574,39.551,41.504,156.250,25.879,0.000,0.000,0.000
483179.859,-16.602,73.242,104.004,46.875,-194.336,0.000,0.000,0.000
483179.863,-92.773,35.156,6.348,-57.617,-221.191,0.000,0.000,0.000
483179.866,-26.855,5.371,-42.969,61.035,5.859,0.000,0.000,0.000
483179.870,12.207,22.949,0.977,132.324,96.680,0.000,0.000,0.000
483179.874,-62.988,59.082,49.805,17.578,-80.566,0.000,0.000,0.000
483179.878,-84.473,56.641,25.391,-48.340,-192.871,0.000,0.000,0.000
483179.882,-21.973,18.555,-31.250,43.457,-25.391,0.000,0.000,0.000
483179.886,25.391,12.695,-20.020,123.535,122.559,0.000,0.000,0.000
483179.890,-15.137,56.641,48.828,60.547,-36.621,0.000,0.000,0.000
483179.894,-62.988,72.754,50.293,-34.668,-233.887,0.000,0.000,0.000
483179.898,-22.461,37.598,-6.836,24.902,-138.184,0.000,0.000,0.000
483179.902,46.875,27.344,-10.254,152.344,116.699,0.000,0.000,0.000
483179.906,4.395,51.270,30.762,91.309,43.945,0.000,0.000,0.000
483179.909,-80.078,69.336,44.434,-34.180,-181.641,0.000,0.000,0.000
