timestamps,TP9,AF7,AF8,TP10,Right AUX,Frequency,Contrast,Orientation
486182.930,80.078,36.621,20.508,40.527,-13.672,0.000,0.000,0.000
486182.934,208.984,35.156,19.043,139.160,113.770,0.000,0.000,0.000
486182.938,28.809,50.293,32.227,38.086,-85.449,0.000,0.000,0.000
486182.942,-146.973,53.711,32.715,-85.449,-204.102,0.000,0.000,0.000
486182.946,14.160,43.457,22.949,-6.836,-39.551,0.000,0.000,0.000
486182.950,219.238,46.875,20.508,149.414,154.785,0.000,0.000,0.000
486182.954,94.238,58.105,25.391,79.590,125.977,0.000,0.000,0.000
486182.958,-154.297,53.223,25.879,-94.727,-101.074,0.000,0.000,0.000
486182.962,-57.129,43.945,20.508,-60.547,-160.645,0.000,0.000,0.000
486182.966,186.035,42.969,17.090,110.352,30.273,0.000,0.000,0.000
486182.970,149.902,44.434,17.578,103.027,107.910,0.000,0.000,0.000
486182.973,-114.258,51.270,29.297,-60.059,-76.172,0.000,0.000,0.000
486182.977,-108.887,49.805,27.344,-84.961,-239.746,0.000,0.000,0.000
486182.981,130.859,39.551,13.672,66.406,-111.816,0.000,0.000,0.000
486182.985,197.754,41.504,12.695,131.348,18.555,0.000,0.000,0.000
486182.989,-37.598,55.176,20.996,-7.324,-178.711,0.000,0.000,0.000
486182.993,-144.531,54.199,21.973,-92.773,-319.336,0.000,0.000,0.000
486182.997,65.430,46.875,20.996,31.250,-113.281,0.000,0.000,0.000
486183.001,213.379,43.457,22.461,144.043,88.867,0.000,0.000,0.000
486183.005,38.574,54.688,32.227,43.457,-66.406,0.000,0.000,0.000
486183.009,-148.926,58.594,36.133,-90.820,-260.254,0.000,0.000,0.000
486183.012,8.301,43.945,29.785,-15.625,-260.254,0.000,0.000,0.000
486183.016,203.613,31.738,22.949,123.535,-28.320,0.000,0.000,0.000
486183.020,93.750,36.621,20.020,64.941,17.578,0.000,0.000,0.000
486183.024,-139.648,46.387,32.227,-73.242,-200.684,0.000,0.000,0.000
486183.028,-71.777,36.621,32.715,-56.152,-241.211,0.000,0.000,0.000
486183.032,156.738,24.414,22.461,92.285,-29.785,0.000,0.000,0.000
486183.036,159.180,31.738,26.855,115.234,61.523,0.000,0.000,0.000
486183.040,-82.520,51.270,41.016,-25.879,-147.949,0.000,0.000,0.000
486183.044,-109.375,47.363,41.016,-65.918,-256.348,0.000,0.000,0.000
486183.048,123.047,30.762,33.203,76.660,-82.520,0.000,0.000,0.000
486183.052,214.844,33.203,30.762,153.320,94.238,0.000,0.000,0.000
486183.055,3.906,47.363,36.621,29.785,-48.828,0.000,0.000,0.000
486183.059,-120.605,41.504,40.039,-67.383,-224.609,0.000,0.000,0.000
486183.063,63.965,25.391,26.367,22.461,-92.773,0.000,0.000,0.000
486183.067,233.398,24.414,20.020,151.367,130.859,0.000,0.000,0.000
486183.071,74.219,34.668,28.809,70.801,79.590,0.000,0.000,0.000
486183.075,-139.160,42.480,33.691,-74.707,-131.836,0.000,0.000,0.000
486183.079,-15.625,36.133,22.949,-25.879,-102.539,0.000,0.000,0.000
486183.083,200.195,30.273,18.066,134.766,117.188,0.000,0.000,0.000
486183.087,129.395,41.016,26.855,113.770,108.887,0.000,0.000,0.000
486183.091,-123.047,50.781,29.297,-45.898,-128.418,0.000,0.000,0.000
