timestamps,TP9,AF7,AF8,TP10,Right AUX,Frequency,Contrast,Orientation
621440.707,-43.945,-22.949,-22.949,-2.930,0.000,0.000,0.000,0.000
621440.711,-35.156,-11.230,-7.812,54.688,0.000,0.000,0.000,0.000
621440.715,-25.391,-51.758,-48.340,38.574,0.000,0.000,0.000,0.000
621440.719,-36.133,-59.570,-62.988,-20.508,0.000,0.000,0.000,0.000
621440.723,-44.922,-38.574,-42.480,-15.625,0.000,0.000,0.000,0.000
621440.727,-42.969,-17.578,-17.578,40.039,0.000,0.000,0.000,0.000
621440.731,-30.273,-22.461,-27.832,42.969,0.000,0.000,0.000,0.000
621440.735,-43.945,-68.359,-75.684,-11.719,0.000,0.000,0.000,0.000
621440.739,-58.105,-75.195,-75.684,-1.953,0.000,0.000,0.000,0.000
621440.743,-27.832,-49.316,-45.410,45.898,0.000,0.000,0.000,0.000
621440.747,-7.324,-30.273,-22.461,72.266,0.000,0.000,0.000,0.000
621440.751,-22.461,-54.199,-48.340,24.902,0.000,0.000,0.000,0.000
621440.754,-52.246,-88.379,-85.449,-21.484,0.000,0.000,0.000,0.000
621440.758,-46.875,-78.613,-72.266,12.207,0.000,0.000,0.000,0.000
621440.762,-20.508,-51.758,-47.363,62.500,0.000,0.000,0.000,0.000
621440.766,-12.207,-58.594,-63.965,28.809,0.000,0.000,0.000,0.000
621440.770,-40.527,-95.703,-101.074,-18.555,0.000,0.000,0.000,0.000
621440.774,-64.453,-101.074,-106.445,13.184,0.000,0.000,0.000,0.000
621440.778,-51.758,-86.914,-92.285,78.125,0.000,0.000,0.000,0.000
621440.782,-40.039,-95.703,-96.191,60.059,0.000,0.000,0.000,0.000
621440.786,-63.477,-121.582,-120.117,-27.832,0.000,0.000,0.000,0.000
621440.790,-78.613,-127.441,-127.441,-30.762,0.000,0.000,0.000,0.000
621440.794,-63.477,-109.375,-107.910,51.270,0.000,0.000,0.000,0.000
621440.798,-35.156,-118.652,-116.699,93.750,0.000,0.000,0.000,0.000
621440.801,-31.738,-159.668,-161.133,28.320,0.000,0.000,0.000,0.000
621440.805,-71.289,-173.340,-178.711,-25.879,0.000,0.000,0.000,0.000
621440.809,-74.707,-141.602,-146.973,21.484,0.000,0.000,0.000,0.000
621440.813,-54.199,-111.816,-115.234,62.988,0.000,0.000,0.000,0.000
621440.817,-41.016,-116.699,-123.535,20.508,0.000,0.000,0.000,0.000
621440.821,-65.430,-112.305,-117.676,-33.691,0.000,0.000,0.000,0.000
621440.825,-50.293,-49.316,-51.270,-31.250,0.000,0.000,0.000,0.000
621440.829,-6.836,-6.836,-11.230,35.156,0.000,0.000,0.000,0.000
621440.833,3.418,-21.484,-27.832,18.066,0.000,0.000,0.000,0.000
621440.837,-24.902,-47.363,-52.734,-35.645,0.000,0.000,0.000,0.000
621440.841,-62.988,-33.691,-40.527,-25.391,0.000,0.000,0.000,0.000
621440.845,-38.086,9.277,2.930,15.137,0.000,0.000,0.000,0.000
621440.848,-11.230,10.254,8.301,15.625,0.000,0.000,0.000,0.000
621440.852,-15.625,4.883,0.977,-31.738,0.000,0.000,0.000,0.000
621440.856,-16.602,20.996,12.207,-38.086,0.000,0.000,0.000,0.000
621440.860,-10.254,54.199,48.340,-13.672,0.000,0.000,0.000,0.000
621440.864,14.648,87.402,83.008,-9.277,0.000,0.000,0.000,0.000
621440.868,14.648,64.941,53.711,-43.457,0.000,0.000,0.000,0.000
621440.872,-9.766,46.387,37.598,-70.312,0.000,0.000,0.000,0.000
621440.876,-11.719,59.570,58.594,-18.066,0.000,0.000,0.000,0.000
621440.880,14.648,85.449,83.008,34.668,0.000,0.000,0.000,0.000
621440.884,25.391,95.703,89.844,-22.949,0.000,0.000,0.000,0.000
621440.888,1.465,63.965,55.664,-60.059,0.000,0.000,0.000,0.000
621440.892,6.836,64.941,62.988,-15.625,0.000,0.000,0.000,0.000
621440.896,27.832,87.402,83.496,38.574,0.000,0.000,0.000,0.000
621440.899,17.090,83.984,77.637,-8.301,0.000,0.000,0.000,0.000
621440.903,-19.531,46.875,45.898,-77.637,0.000,0.000,0.000,0.000
621440.907,-17.090,26.855,27.344,-63.965,0.000,0.000,0.000,0.000
621440.911,6.836,51.758,44.434,3.418,0.000,0.000,0.000,0.000
621440.915,18.066,52.246,45.410,28.809,0.000,0.000,0.000,0.000
621440.919,8.301,36.621,35.156,-49.316,0.000,0.000,0.000,0.000
621440.923,-11.719,21.973,20.508,-64.453,0.000,0.000,0.000,0.000
621440.927,-17.578,10.742,5.859,-3.906,0.000,0.000,0.000,0.000
621440.931,-6.348,26.367,23.438,31.250,0.000,0.000,0.000,0.000
621440.935,13.672,17.090,16.602,14.160,0.000,0.000,0.000,0.000
621440.939,-11.719,-6.836,-10.742,-45.410,0.000,0.000,0.000,0.000
621440.943,-17.578,45.898,39.062,-40.527,0.000,0.000,0.000,0.000
621440.946,4.883,83.496,81.543,11.719,0.000,0.000,0.000,0.000
621440.950,9.766,70.801,70.801,-11.719,0.000,0.000,0.000,0.000
621440.954,-8.789,54.688,51.758,-49.805,0.000,0.000,0.000,0.000
621440.958,-17.578,78.125,79.590,-40.039,0.000,0.000,0.000,0.000
621440.962,1.465,124.023,124.512,7.812,0.000,0.000,0.000,0.000
621440.966,19.043,106.445,106.445,-7.324,0.000,0.000,0.000,0.000
621440.970,-2.930,43.945,48.828,-66.895,0.000,0.000,0.000,0.000
621440.974,-24.902,40.039,43.945,-58.105,0.000,0.000,0.000,0.000
621440.978,-1.953,90.332,94.727,-20.996,0.000,0.000,0.000,0.000
621440.982,20.996,83.496,86.426,-27.344,0.000,0.000,0.000,0.000
621440.986,16.602,38.086,37.598,-61.035,0.000,0.000,0.000,0.000
621440.990,-9.277,27.832,29.785,-62.988,0.000,0.000,0.000,0.000
621440.993,-0.488,58.105,63.965,-4.395,0.000,0.000,0.000,0.000
621440.997,21.973,80.078,82.520,22.949,0.000,0.000,0.000,0.000
621441.001,10.254,51.758,50.781,-43.457,0.000,0.000,0.000,0.000
621441.005,-40.039,5.859,6.348,-79.590,0.000,0.000,0.000,0.000
621441.009,-40.527,21.973,22.949,-43.457,0.000,0.000,0.000,0.000
621441.013,-6.836,27.832,32.715,10.742,0.000,0.000,0.000,0.000
621441.017,-15.625,-3.906,-0.488,-41.992,0.000,0.000,0.000,0.000
621441.021,-32.227,-6.836,-6.836,-87.402,0.000,0.000,0.000,0.000
621441.025,-32.227,9.277,10.254,-54.688,0.000,0.000,0.000,0.000
621441.029,-15.625,26.855,29.297,9.766,0.000,0.000,0.000,0.000
621441.033,0.000,28.809,30.762,12.207,0.000,0.000,0.000,0.000
621441.037,-12.695,7.812,13.184,-67.383,0.000,0.000,0.000,0.000
621441.041,-20.020,3.906,5.859,-80.566,0.000,0.000,0.000,0.000
621441.044,-15.137,39.062,36.621,-9.277,0.000,0.000,0.000,0.000
621441.048,1.953,59.082,61.523,15.625,0.000,0.000,0.000,0.000
621441.052,10.254,46.875,47.852,-6.836,0.000,0.000,0.000,0.000
621441.056,-18.066,50.781,47.363,-17.090,0.000,0.000,0.000,0.000
621441.060,-11.719,88.867,89.355,27.344,0.000,0.000,0.000,0.000
621441.064,17.578,109.863,114.746,59.082,0.000,0.000,0.000,0.000
621441.068,3.906,71.289,73.242,0.488,0.000,0.000,0.000,0.000
621441.072,-6.836,49.316,55.176,-1.465,0.000,0.000,0.000,0.000
621441.076,0.000,75.684,84.473,40.527,0.000,0.000,0.000,0.000
621441.080,26.855,112.305,117.188,68.359,0.000,0.000,0.000,0.000
621441.084,24.902,87.891,88.867,26.367,0.000,0.000,0.000,0.000
621441.088,-17.578,51.758,56.641,8.789,0.000,0.000,0.000,0.000
621441.091,-1.953,95.215,96.680,58.105,0.000,0.000,0.000,0.000
621441.095,24.902,125.488,125.488,62.988,0.000,0.000,0.000,0.000
621441.099,15.625,80.078,83.984,24.414,0.000,0.000,0.000,0.000
621441.103,-18.066,34.668,35.645,-11.230,0.000,0.000,0.000,0.000
621441.107,-18.066,48.340,53.711,6.348,0.000,0.000,0.000,0.000
621441.111,32.715,90.820,100.586,74.219,0.000,0.000,0.000,0.000
621441.115,51.270,78.613,84.961,37.598,0.000,0.000,0.000,0.000
621441.119,0.488,16.113,18.555,-53.223,0.000,0.000,0.000,0.000
621441.123,-37.598,-0.488,2.441,-41.016,0.000,0.000,0.000,0.000
621441.127,-24.414,27.832,31.738,36.621,0.000,0.000,0.000,0.000
621441.131,-3.418,16.602,20.020,29.785,0.000,0.000,0.000,0.000
