timestamps,TP9,AF7,AF8,TP10,Right AUX,Frequency,Contrast,Orientation
489017.440,116.211,33.203,25.879,45.410,7.812,0.000,0.000,0.000
489017.444,58.594,37.109,33.203,11.719,10.254,0.000,0.000,0.000
489017.448,-57.617,35.156,28.809,-14.160,-6.348,0.000,0.000,0.000
489017.452,-18.555,25.391,25.879,0.977,-11.719,0.000,0.000,0.000
489017.456,92.285,26.367,25.879,34.668,1.465,0.000,0.000,0.000
489017.460,78.613,31.738,25.391,27.344,4.883,0.000,0.000,0.000
489017.464,-44.922,34.180,27.832,-2.441,0.000,0.000,0.000,0.000
489017.468,-47.852,39.062,27.344,0.000,-3.418,0.000,0.000,0.000
489017.472,67.871,38.574,24.902,30.273,0.000,0.000,0.000,0.000
489017.476,107.910,33.691,24.414,36.621,15.137,0.000,0.000,0.000
489017.480,-10.254,34.668,26.367,5.371,17.090,0.000,0.000,0.000
489017.483,-63.477,38.086,33.203,-0.977,8.301,0.000,0.000,0.000
489017.487,38.086,35.645,27.832,27.344,2.930,0.000,0.000,0.000
489017.491,113.770,29.297,23.926,43.945,4.395,0.000,0.000,0.000
489017.495,27.832,32.227,30.762,20.020,16.602,0.000,0.000,0.000
489017.499,-66.406,36.621,31.250,2.441,23.926,0.000,0.000,0.000
489017.503,1.953,35.645,25.391,22.461,7.812,0.000,0.000,0.000
489017.507,104.492,35.645,24.902,40.527,-1.465,0.000,0.000,0.000
489017.511,54.688,40.527,31.250,20.508,5.859,0.000,0.000,0.000
489017.515,-61.035,36.133,28.809,-3.906,4.395,0.000,0.000,0.000
489017.519,-24.414,27.832,22.949,11.230,4.883,0.000,0.000,0.000
489017.522,84.473,27.344,25.391,33.203,1.953,0.000,0.000,0.000
489017.526,82.520,33.691,27.344,27.832,-0.977,0.000,0.000,0.000
489017.530,-28.320,33.691,26.855,12.207,7.812,0.000,0.000,0.000
489017.534,-39.062,29.297,26.855,26.855,9.766,0.000,0.000,0.000
489017.538,67.383,33.691,27.344,42.969,3.906,0.000,0.000,0.000
489017.542,114.746,39.062,25.879,36.133,6.836,0.000,0.000,0.000
489017.546,6.836,37.598,25.879,13.184,6.836,0.000,0.000,0.000
489017.550,-62.012,35.645,25.879,2.930,-3.906,0.000,0.000,0.000
489017.554,23.438,35.645,20.996,22.949,-9.277,0.000,0.000,0.000
489017.558,103.516,32.715,17.090,30.762,-8.301,0.000,0.000,0.000
489017.562,34.668,36.133,20.020,11.230,-1.465,0.000,0.000,0.000
489017.565,-61.035,34.180,23.438,-6.836,0.000,0.000,0.000,0.000
489017.569,0.000,30.762,22.949,7.812,-2.441,0.000,0.000,0.000
489017.573,104.492,32.227,22.461,30.762,-2.930,0.000,0.000,0.000
489017.577,67.871,28.320,26.367,15.625,-4.395,0.000,0.000,0.000
489017.581,-48.828,29.785,27.344,-9.277,0.488,0.000,0.000,0.000
489017.585,-31.250,27.832,23.926,3.418,1.465,0.000,0.000,0.000
489017.589,82.031,25.879,23.438,40.527,5.371,0.000,0.000,0.000
489017.593,97.656,36.133,22.461,41.992,18.066,0.000,0.000,0.000
489017.597,-24.902,37.109,20.508,5.371,14.648,0.000,0.000,0.000
489017.601,-46.875,41.504,22.461,6.836,7.812,0.000,0.000,0.000
489017.604,62.988,37.109,22.949,35.156,20.996,0.000,0.000,0.000
489017.608,106.445,29.297,18.555,42.480,24.414,0.000,0.000,0.000
489017.612,5.371,37.109,20.020,15.625,8.301,0.000,0.000,0.000
489017.616,-69.336,44.434,25.391,-10.742,-2.441,0.000,0.000,0.000
489017.620,10.742,36.621,22.949,6.348,-2.441,0.000,0.000,0.000
489017.624,108.887,33.691,21.484,33.691,-2.441,0.000,0.000,0.000
489017.628,38.086,34.668,25.391,16.113,-3.906,0.000,0.000,0.000
489017.632,-78.613,29.785,24.414,-10.254,-0.488,0.000,0.000,0.000
489017.636,-23.926,31.250,22.949,5.859,12.207,0.000,0.000,0.000
489017.640,92.285,38.574,28.320,35.645,4.883,0.000,0.000,0.000
489017.644,67.871,36.133,27.344,26.367,-15.137,0.000,0.000,0.000
489017.647,-56.641,29.297,21.484,-5.859,-21.484,0.000,0.000,0.000
489017.651,-44.922,28.809,21.484,5.859,-18.555,0.000,0.000,0.000
489017.655,83.008,34.668,26.855,44.434,-12.207,0.000,0.000,0.000
489017.659,107.910,41.016,27.832,42.480,-11.230,0.000,0.000,0.000
489017.663,-21.973,32.227,23.926,1.953,-7.812,0.000,0.000,0.000
489017.667,-56.641,30.762,27.344,3.418,3.906,0.000,0.000,0.000
489017.671,46.875,36.133,25.879,31.250,4.395,0.000,0.000,0.000
489017.675,107.422,31.250,23.926,36.621,0.488,0.000,0.000,0.000
489017.679,16.602,28.320,22.949,14.160,15.625,0.000,0.000,0.000
489017.683,-61.523,32.227,20.020,0.488,25.879,0.000,0.000,0.000
489017.687,20.020,33.691,29.297,30.273,22.461,0.000,0.000,0.000
489017.690,125.977,32.227,30.762,62.012,22.949,0.000,0.000,0.000
489017.694,73.730,40.039,30.273,42.480,23.926,0.000,0.000,0.000
489017.698,-39.551,42.480,33.203,9.277,24.902,0.000,0.000,0.000
489017.702,-1.953,37.109,31.250,17.578,25.391,0.000,0.000,0.000
489017.706,105.957,36.133,31.250,40.039,13.672,0.000,0.000,0.000
489017.710,101.074,34.180,28.320,34.180,2.441,0.000,0.000,0.000
489017.714,-22.949,34.180,26.367,7.324,0.000,0.000,0.000,0.000
489017.718,-30.762,33.203,27.832,9.766,0.977,0.000,0.000,0.000
489017.722,82.520,35.645,27.344,35.645,2.930,0.000,0.000,0.000
489017.726,118.164,37.109,28.809,41.504,-0.488,0.000,0.000,0.000
489017.729,9.277,38.086,31.250,15.625,4.395,0.000,0.000,0.000
489017.733,-44.434,39.551,32.227,5.859,9.766,0.000,0.000,0.000
489017.737,48.828,40.527,30.762,31.250,11.719,0.000,0.000,0.000
489017.741,118.652,42.969,33.203,45.898,13.672,0.000,0.000,0.000
489017.745,32.227,34.180,29.297,17.090,6.348,0.000,0.000,0.000
489017.749,-63.965,29.297,22.461,-3.906,0.000,0.000,0.000,0.000
