timestamps,TP9,AF7,AF8,TP10,Right AUX,Frequency,Contrast,Orientation
489149.403,82.520,32.227,24.414,15.625,21.973,0.000,0.000,0.000
489149.406,-40.527,33.691,22.461,-19.531,16.113,0.000,0.000,0.000
489149.410,-36.621,31.250,20.508,-21.484,18.555,0.000,0.000,0.000
489149.414,77.637,31.250,19.531,8.789,21.973,0.000,0.000,0.000
489149.418,105.957,32.227,19.531,18.066,21.484,0.000,0.000,0.000
489149.422,-0.977,37.109,20.996,-8.301,26.367,0.000,0.000,0.000
489149.426,-61.035,31.738,21.973,-26.367,28.320,0.000,0.000,0.000
489149.430,40.527,27.832,21.973,-6.348,20.508,0.000,0.000,0.000
489149.434,103.027,33.691,21.484,8.301,16.602,0.000,0.000,0.000
489149.438,21.484,40.527,23.438,-7.324,24.414,0.000,0.000,0.000
489149.442,-65.430,37.598,25.391,-26.855,24.414,0.000,0.000,0.000
489149.445,12.207,24.902,22.461,-4.883,22.461,0.000,0.000,0.000
489149.449,104.492,30.762,23.926,24.414,21.484,0.000,0.000,0.000
489149.453,59.082,37.598,23.926,10.254,21.484,0.000,0.000,0.000
489149.457,-52.246,29.785,19.043,-20.996,23.926,0.000,0.000,0.000
489149.461,-15.625,29.785,18.555,-14.160,17.578,0.000,0.000,0.000
489149.465,96.680,31.250,20.996,14.648,11.230,0.000,0.000,0.000
489149.469,95.215,33.691,24.414,19.043,13.672,0.000,0.000,0.000
489149.473,-24.414,34.668,24.902,-15.625,11.719,0.000,0.000,0.000
489149.477,-38.574,30.273,24.414,-29.785,17.090,0.000,0.000,0.000
489149.481,70.801,30.762,24.414,2.441,17.090,0.000,0.000,0.000
489149.485,105.469,28.320,24.902,18.066,12.207,0.000,0.000,0.000
489149.488,2.441,24.902,28.320,-3.418,19.043,0.000,0.000,0.000
489149.492,-63.477,30.762,29.297,-10.742,23.438,0.000,0.000,0.000
489149.496,30.762,32.227,24.414,5.371,22.949,0.000,0.000,0.000
489149.500,102.051,30.762,20.020,21.973,19.043,0.000,0.000,0.000
489149.504,29.297,33.691,21.484,14.160,15.137,0.000,0.000,0.000
489149.508,-67.871,36.133,21.973,-15.625,17.578,0.000,0.000,0.000
489149.512,4.883,39.062,21.484,-8.301,12.207,0.000,0.000,0.000
489149.516,105.957,39.062,20.020,23.926,6.836,0.000,0.000,0.000
489149.520,69.336,40.527,20.020,13.184,1.953,0.000,0.000,0.000
489149.524,-51.758,37.109,21.484,-21.973,4.883,0.000,0.000,0.000
489149.528,-32.227,33.203,21.484,-14.648,7.812,0.000,0.000,0.000
489149.531,84.473,37.598,22.461,27.344,2.930,0.000,0.000,0.000
489149.535,97.168,34.668,23.438,35.156,3.906,0.000,0.000,0.000
489149.539,-20.508,33.691,24.414,-2.930,2.930,0.000,0.000,0.000
489149.543,-41.504,31.738,23.926,-15.625,2.441,0.000,0.000,0.000
489149.547,72.266,27.344,25.879,14.160,11.230,0.000,0.000,0.000
489149.551,109.375,35.156,30.273,36.621,12.207,0.000,0.000,0.000
489149.555,14.160,35.645,27.832,17.090,3.418,0.000,0.000,0.000
489149.559,-59.570,28.320,24.902,-7.324,4.883,0.000,0.000,0.000
489149.563,23.926,31.250,26.367,19.043,11.230,0.000,0.000,0.000
489149.567,104.004,30.762,24.902,45.898,11.719,0.000,0.000,0.000
489149.570,40.039,30.273,23.926,30.762,8.789,0.000,0.000,0.000
489149.574,-62.988,34.668,23.926,4.395,16.602,0.000,0.000,0.000
489149.578,1.465,33.691,24.902,21.484,22.949,0.000,0.000,0.000
489149.582,101.562,32.715,32.227,54.688,9.766,0.000,0.000,0.000
489149.586,74.707,39.551,40.527,49.316,-2.441,0.000,0.000,0.000
489149.590,-45.898,33.203,40.527,25.391,1.465,0.000,0.000,0.000
489149.594,-40.039,17.090,34.668,32.715,12.207,0.000,0.000,0.000
489149.598,73.242,23.438,29.785,67.871,12.695,0.000,0.000,0.000
489149.602,91.797,30.273,33.203,83.008,11.230,0.000,0.000,0.000
489149.606,-19.043,25.391,36.621,56.152,12.695,0.000,0.000,0.000
489149.610,-58.594,29.297,32.715,38.574,11.230,0.000,0.000,0.000
489149.613,50.293,28.809,31.250,64.453,4.395,0.000,0.000,0.000
489149.617,111.328,29.297,32.715,75.684,-1.953,0.000,0.000,0.000
489149.621,18.066,28.320,30.762,46.387,-8.301,0.000,0.000,0.000
489149.625,-71.777,20.996,31.738,25.879,-0.977,0.000,0.000,0.000
489149.629,7.812,20.020,33.691,44.922,2.441,0.000,0.000,0.000
489149.633,95.703,24.902,33.203,79.102,1.465,0.000,0.000,0.000
489149.637,56.152,26.367,35.156,73.242,5.859,0.000,0.000,0.000
489149.641,-45.410,28.320,36.621,48.828,8.789,0.000,0.000,0.000
489149.645,-14.160,30.762,37.109,56.152,11.230,0.000,0.000,0.000
489149.649,87.891,26.367,33.203,81.055,9.766,0.000,0.000,0.000
489149.652,80.078,22.949,33.691,79.102,8.301,0.000,0.000,0.000
489149.656,-41.016,28.809,37.598,49.316,19.531,0.000,0.000,0.000
489149.660,-52.246,33.203,34.668,52.734,33.203,0.000,0.000,0.000
489149.664,62.500,34.180,34.180,71.289,33.203,0.000,0.000,0.000
489149.668,91.797,28.320,35.645,79.590,20.020,0.000,0.000,0.000
489149.672,-18.066,25.391,34.180,59.082,12.207,0.000,0.000,0.000
489149.676,-72.266,28.320,34.668,31.250,16.113,0.000,0.000,0.000
489149.680,29.785,31.250,37.109,45.410,18.066,0.000,0.000,0.000
489149.684,97.656,30.762,34.668,63.965,11.719,0.000,0.000,0.000
489149.688,21.973,26.855,31.738,42.480,12.207,0.000,0.000,0.000
489149.692,-71.289,27.832,32.715,13.672,11.230,0.000,0.000,0.000
489149.695,-1.953,30.762,33.203,23.438,3.906,0.000,0.000,0.000
489149.699,101.562,39.062,32.715,49.316,4.395,0.000,0.000,0.000
489149.703,55.664,32.227,28.809,38.574,5.859,0.000,0.000,0.000
489149.707,-66.406,19.531,32.227,6.348,6.836,0.000,0.000,0.000
489149.711,-39.551,27.344,33.203,13.184,4.395,0.000,0.000,0.000
489149.715,75.195,30.762,29.785,39.551,4.883,0.000,0.000,0.000
489149.719,83.984,34.180,30.273,39.062,4.883,0.000,0.000,0.000
489149.723,-37.598,36.133,28.809,8.789,12.207,0.000,0.000,0.000
489149.727,-57.129,31.738,29.785,5.859,20.996,0.000,0.000,0.000
489149.731,58.105,24.902,25.879,45.898,19.531,0.000,0.000,0.000
489149.735,103.027,27.832,23.926,63.477,23.926,0.000,0.000,0.000
489149.738,1.953,35.645,29.785,38.574,25.879,0.000,0.000,0.000
489149.742,-60.547,38.086,29.297,18.555,28.320,0.000,0.000,0.000
489149.746,48.828,41.504,29.785,41.016,36.133,0.000,0.000,0.000
