timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker
1486224191.065,119.629,23.438,23.926,80.078,77.148,0
1486224191.069,54.199,27.344,28.320,73.730,96.680,0
1486224191.073,-31.738,27.832,34.180,59.082,73.730,0
1486224191.077,-14.160,33.691,37.109,58.594,39.062,0
1486224191.080,91.797,33.203,29.785,65.430,-17.578,0
1486224191.084,120.117,26.855,31.250,77.637,46.875,0
1486224191.088,62.012,21.973,46.387,72.754,137.207,0
1486224191.092,-31.250,24.414,42.480,59.082,132.324,0
1486224191.096,-30.762,31.738,31.250,57.617,51.758,0
1486224191.100,75.684,24.902,24.902,65.430,-19.531,0
1486224191.104,120.605,23.438,29.785,80.078,42.480,0
1486224191.108,75.195,26.855,33.203,73.730,81.543,0
1486224191.112,-17.578,27.832,31.250,64.453,71.777,0
1486224191.116,-24.902,30.273,36.621,58.105,40.527,0
1486224191.119,78.125,30.762,29.297,65.430,-7.324,0
1486224191.123,132.812,32.715,32.227,94.727,51.758,0
1486224191.127,89.844,29.297,48.340,88.867,96.191,0
1486224191.131,-11.230,22.461,52.734,67.871,81.543,0
1486224191.135,-35.156,30.273,38.086,65.918,45.410,0
1486224191.139,66.895,30.762,26.367,66.406,-41.016,0
1486224191.143,137.207,34.668,31.738,82.520,16.113,0
1486224191.147,91.309,24.902,33.691,80.078,74.219,0
1486224191.151,-0.977,25.879,34.180,63.477,98.145,0
1486224191.155,-39.551,38.574,44.922,53.711,60.059,0
1486224191.159,39.551,25.879,29.785,43.945,-41.016,0
1486224191.162,119.141,31.250,30.273,64.941,-13.672,0
1486224191.166,94.727,35.645,51.758,71.289,91.309,0
1486224191.170,2.441,24.902,47.852,57.129,101.074,0
1486224191.174,-54.688,27.344,39.551,49.805,37.109,0
1486224191.178,22.949,26.367,33.203,49.316,-24.414,0
1486224191.182,112.793,23.926,27.344,70.801,5.859,0
1486224191.186,104.980,24.902,38.086,83.984,68.359,0
1486224191.190,12.695,31.738,39.551,64.453,41.992,0
1486224191.194,-62.500,34.180,33.691,54.688,48.340,0
1486224191.198,4.395,25.879,39.062,55.664,-21.484,0
1486224191.202,101.562,26.367,40.527,67.871,-48.340,0
1486224191.205,96.680,28.320,38.574,79.102,36.133,0
1486224191.209,23.438,33.203,45.410,71.289,68.848,0
1486224191.213,-51.270,24.414,40.527,57.617,83.984,0
1486224191.217,-7.324,19.043,29.297,49.316,8.301,0
1486224191.221,97.656,20.996,36.133,66.406,-28.809,0
1486224191.225,104.492,20.508,29.297,85.449,41.992,0
1486224191.229,37.109,29.785,23.438,76.660,65.918,0
1486224191.233,-36.621,33.203,40.039,57.129,62.988,0
1486224191.237,-22.949,21.973,47.363,50.293,15.137,0
1486224191.241,81.055,24.902,35.156,60.059,-39.551,0
1486224191.244,108.398,30.273,38.086,72.754,45.898,0
1486224191.248,35.645,26.855,39.551,62.988,95.703,0
1486224191.252,-57.129,28.809,28.320,49.316,47.852,0
1486224191.256,-38.086,21.484,25.879,53.223,1.953,0
1486224191.260,83.008,26.855,32.227,76.172,-31.738,0
1486224191.264,125.000,34.668,40.039,94.727,41.504,0
1486224191.268,61.035,20.508,32.227,83.984,64.941,0
1486224191.272,-29.297,22.949,29.785,69.336,30.273,0
1486224191.276,-24.414,27.832,39.062,75.195,0.977,0
1486224191.280,77.637,28.809,41.504,78.613,-37.109,0
1486224191.284,125.488,33.691,46.387,86.914,28.809,0
1486224191.287,80.078,23.438,50.781,87.402,69.824,0
1486224191.291,-20.996,19.043,41.504,63.965,67.383,0
1486224191.295,-36.133,27.832,38.086,55.176,39.551,0
1486224191.299,72.266,28.809,37.109,73.730,-34.180,0
1486224191.303,122.070,24.414,28.320,85.938,14.648,0
1486224191.307,79.590,22.949,29.297,76.660,85.938,0
1486224191.311,-2.441,31.738,36.133,66.895,92.773,0
1486224191.315,-38.574,34.668,36.133,60.547,85.449,0
1486224191.319,50.781,21.484,34.180,62.500,0.000,0
1486224191.323,120.117,27.832,31.738,83.008,39.551,0
1486224191.326,91.309,37.598,35.645,85.449,86.426,0
1486224191.330,3.418,32.715,53.223,77.148,75.684,0
1486224191.334,-47.363,27.344,48.828,64.941,82.520,0
1486224191.338,36.133,29.297,26.367,58.594,11.230,0
1486224191.342,128.418,29.785,20.508,80.078,42.480,0
1486224191.346,107.422,28.809,30.762,73.730,119.629,0
1486224191.350,5.859,29.785,30.273,52.734,99.121,0
1486224191.354,-60.059,20.996,30.273,46.875,71.289,0
1486224191.358,18.555,25.879,36.133,53.711,0.977,0
1486224191.362,109.863,31.738,32.715,72.754,2.441,0
1486224191.366,100.586,26.855,25.391,78.125,110.352,0
1486224191.369,23.926,28.809,30.762,70.312,137.207,0
1486224191.373,-41.504,33.203,49.316,64.941,58.594,0
1486224191.377,14.648,31.738,49.316,62.988,10.254,0
1486224191.381,111.816,25.879,31.250,74.707,28.809,0
