timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
150126.666,58.594,44.434,48.340,35.645,-41.504,0
150126.670,44.922,44.922,52.734,39.551,-12.207,0
150126.674,39.062,26.367,29.297,40.039,63.965,0
150126.678,42.969,21.484,26.855,31.738,54.688,0
150126.682,40.527,52.246,31.250,25.879,-26.367,0
150126.686,45.410,51.758,28.320,29.785,-28.809,0
150126.690,48.828,33.691,36.621,32.715,55.176,0
150126.693,40.527,33.203,39.062,32.227,89.355,0
150126.697,32.227,47.852,40.527,22.949,45.898,0
150126.701,37.598,52.246,46.875,26.855,11.230,0
150126.705,44.922,42.480,33.203,40.039,57.129,0
150126.709,37.109,25.391,22.461,33.203,104.492,0
150126.711,38.086,29.785,22.461,30.273,48.828,0
150126.715,45.898,29.297,25.879,41.016,11.719,0
150126.719,47.852,31.738,52.246,35.645,46.875,0
150126.723,41.992,51.270,54.688,29.297,91.309,0
150126.727,27.832,46.875,43.945,19.531,92.773,0
150126.731,21.484,43.945,43.457,14.160,26.367,0
150126.735,28.809,41.016,33.691,23.438,28.809,0
150126.739,39.551,37.109,30.762,34.180,85.449,0
150126.742,51.758,34.180,41.016,37.598,58.594,0
150126.746,36.133,27.832,37.109,26.855,0.000,0
150126.750,27.344,33.203,33.691,28.320,10.742,0
150126.754,44.434,50.293,37.598,50.781,54.688,0
150126.756,39.551,30.762,32.227,42.969,53.223,0
150126.760,21.484,13.672,33.203,15.137,35.645,0
150126.764,18.066,35.645,28.809,15.137,26.367,0
150126.768,27.344,43.945,23.438,28.809,55.176,0
150126.772,30.762,40.039,36.133,26.367,87.891,2
150126.776,21.484,26.367,50.781,8.301,12.695,0
150126.779,17.578,23.438,51.270,15.625,-59.570,0
150126.783,29.297,29.297,36.621,26.367,-60.059,0
150126.787,31.738,22.461,35.645,22.461,39.551,0
150126.791,27.832,25.391,38.574,22.461,65.430,0
150126.795,31.250,35.156,42.480,23.438,-28.320,0
150126.799,46.875,42.969,53.711,48.340,-10.254,0
150126.801,57.129,33.203,51.270,51.270,56.152,0
150126.805,54.199,34.180,37.109,29.785,75.684,0
150126.809,41.992,44.922,29.297,21.973,8.789,0
150126.813,33.691,34.180,33.691,18.555,-30.273,0
150126.817,39.062,26.855,43.457,23.438,20.508,0
150126.821,41.992,28.809,34.180,25.391,49.805,0
150126.825,29.785,30.273,20.020,10.742,0.977,0
150126.828,24.902,32.227,36.133,6.348,-48.340,0
150126.832,35.645,34.668,48.828,26.367,46.387,0
150126.836,43.945,30.762,40.039,36.621,89.355,0
150126.840,31.250,26.855,40.527,27.344,22.949,0
150126.844,14.160,28.320,47.363,19.531,-11.719,0
150126.847,20.508,34.180,43.457,20.508,20.996,0
150126.851,30.762,36.133,43.457,26.855,69.824,0
150126.855,29.785,38.574,35.156,24.902,5.371,0
150126.859,19.531,24.414,35.156,12.695,-60.547,0
150126.863,23.438,20.996,54.199,18.066,-10.742,0
150126.867,37.109,36.133,54.688,28.809,62.500,0
150126.871,37.109,33.691,42.969,18.066,43.457,0
150126.875,27.832,29.297,26.367,6.348,12.207,0
150126.879,27.344,34.180,20.996,20.020,3.418,0
150126.883,33.203,38.086,35.645,32.715,40.527,0
150126.886,41.016,35.645,38.086,32.227,97.168,0
150126.890,37.598,27.832,25.391,20.020,53.223,0
150126.906,37.598,42.969,31.738,30.273,28.809,0
150126.910,47.363,41.504,51.270,47.363,47.363,0
150126.914,38.574,12.695,46.387,36.621,85.938,0
150126.918,29.297,26.367,41.016,33.203,64.941,0
150126.922,22.949,45.410,41.504,31.250,-22.949,0
150126.926,28.320,49.316,37.598,35.645,-16.602,0
150126.930,40.527,38.086,26.855,39.062,54.199,0
150126.933,26.367,33.691,31.250,34.180,52.246,0
150126.937,19.043,42.480,48.828,36.133,-26.367,0
150126.941,29.297,40.527,48.340,42.480,-19.531,0
150126.945,28.320,29.297,40.039,45.410,94.238,0
150126.949,29.785,24.414,47.363,41.504,117.188,0
150126.951,24.414,26.855,52.734,34.180,55.664,0
150126.955,23.926,40.039,50.293,37.598,6.348,0
150126.959,31.250,36.621,48.340,42.969,35.645,0
150126.963,28.320,24.902,33.203,36.133,72.754,0
150126.967,17.090,30.762,13.184,22.461,30.762,0
150126.971,3.418,33.691,24.414,13.672,-13.184,0
150126.975,8.789,28.320,51.270,21.484,24.414,0
