timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker
1486223271.561,39.551,27.344,30.762,51.758,-8.789,0
1486223271.565,-20.996,31.250,42.480,62.500,99.121,0
1486223271.568,-5.371,34.668,41.992,57.129,175.293,0
1486223271.572,67.383,31.250,31.738,44.434,14.160,0
1486223271.576,94.238,27.344,40.039,60.547,-35.156,0
1486223271.580,48.828,33.691,50.293,67.383,-2.441,0
1486223271.584,-18.555,30.762,38.574,70.312,81.055,0
1486223271.588,-15.137,18.555,32.715,67.383,195.312,0
1486223271.592,55.664,20.020,37.109,52.246,62.988,0
1486223271.596,93.750,26.855,32.715,58.594,-36.621,0
1486223271.600,60.059,21.484,35.645,62.988,20.996,0
1486223271.604,-13.184,19.043,30.762,71.289,83.984,0
1486223271.608,-11.230,38.574,33.691,79.590,184.082,0
1486223271.611,63.965,36.133,48.828,57.129,68.848,0
1486223271.615,93.262,18.066,37.598,52.734,-40.039,0
1486223271.619,67.383,22.461,39.551,66.895,10.254,0
1486223271.623,0.000,23.926,46.875,73.730,90.332,0
1486223271.627,-20.508,24.902,28.809,67.871,195.801,0
1486223271.631,48.340,23.438,29.785,46.875,93.750,0
1486223271.635,99.121,25.391,41.504,52.246,-1.465,0
1486223271.639,72.754,29.297,35.156,60.547,9.277,0
1486223271.643,7.324,32.227,32.715,64.941,38.086,0
1486223271.647,-20.508,39.062,36.621,75.195,154.785,0
1486223271.650,38.086,33.203,42.969,62.988,94.238,0
1486223271.654,98.145,22.949,42.480,61.035,-45.410,0
1486223271.658,86.426,24.414,41.992,65.918,-52.246,0
1486223271.662,13.184,22.949,41.016,71.289,-28.809,0
1486223271.666,-27.832,23.438,42.969,76.172,119.629,0
1486223271.670,27.832,24.414,48.340,56.152,116.699,0
1486223271.674,87.402,18.555,43.945,55.176,-48.340,0
1486223271.678,77.637,25.391,40.039,68.359,-40.039,0
1486223271.682,21.973,36.133,42.480,76.660,34.668,0
1486223271.686,-21.973,30.273,41.504,80.566,154.785,0
1486223271.690,14.160,21.484,33.203,62.012,114.746,0
1486223271.693,87.891,22.949,32.715,53.223,-41.992,0
1486223271.697,92.285,26.367,40.039,60.547,-69.336,0
1486223271.701,35.156,28.320,47.363,69.336,-31.738,0
1486223271.705,-9.277,32.715,49.316,79.102,96.191,0
1486223271.709,6.348,28.809,38.086,65.918,136.230,0
1486223271.713,72.754,26.855,40.039,51.758,22.949,0
1486223271.717,91.797,28.320,35.645,59.082,-41.992,0
1486223271.721,33.691,33.203,37.109,68.359,-20.508,0
1486223271.725,-27.344,37.109,39.551,65.918,110.352,0
1486223271.729,-8.789,31.738,26.855,51.758,160.156,0
1486223271.732,73.730,27.832,29.785,41.992,26.367,0
1486223271.736,97.656,24.902,38.086,49.316,-16.113,0
1486223271.740,45.898,22.461,52.246,62.988,15.137,0
1486223271.744,-23.438,23.926,51.758,71.289,103.516,0
1486223271.748,-20.508,24.902,39.551,58.594,180.176,0
1486223271.752,67.383,32.227,43.945,54.199,30.762,0
1486223271.756,98.145,29.297,31.250,62.012,-54.688,0
1486223271.760,49.316,28.320,18.555,60.059,-33.203,0
1486223271.764,-2.441,36.133,32.227,70.801,33.691,0
1486223271.768,-2.441,32.715,36.621,67.871,162.598,0
1486223271.772,60.059,31.250,31.738,51.758,82.520,0
1486223271.775,104.004,33.203,40.527,62.500,-11.719,0
1486223271.779,66.406,34.668,48.340,64.941,-18.555,0
1486223271.783,-6.348,25.391,43.457,66.406,29.297,0
1486223271.787,-17.578,22.949,49.805,72.266,159.180,0
1486223271.791,52.246,29.785,51.758,58.105,60.059,0
1486223271.795,108.398,28.809,26.367,55.664,-65.430,0
1486223271.799,77.637,28.809,23.438,62.988,-59.570,0
1486223271.803,8.301,38.574,32.227,70.801,2.441,0
1486223271.807,-13.672,35.645,31.738,80.566,144.531,0
1486223271.811,42.969,29.785,40.527,64.453,124.512,0
1486223271.815,98.633,31.738,38.086,61.523,-13.672,0
1486223271.818,76.660,24.414,35.156,71.289,-8.789,0
1486223271.822,4.883,24.414,36.621,63.965,49.316,0
1486223271.826,-20.508,38.086,53.223,77.637,160.156,0
1486223271.830,29.297,28.809,53.711,69.824,128.418,0
1486223271.834,75.684,15.625,20.508,43.945,-55.664,0
1486223271.838,74.219,25.391,23.926,56.152,-49.805,0
1486223271.842,11.230,28.320,36.621,67.383,24.902,0
1486223271.846,-35.645,25.879,34.668,77.148,126.953,0
1486223271.850,10.742,25.391,30.273,66.406,126.465,0
1486223271.854,85.449,30.273,33.691,60.547,35.645,0
1486223271.857,91.309,34.668,48.340,70.801,-9.766,0
1486223271.861,31.738,33.691,52.246,71.289,-20.996,0
1486223271.865,-26.855,37.109,56.641,76.660,97.168,0
1486223271.869,-2.930,26.855,43.457,59.082,151.367,0
1486223271.873,81.543,31.250,28.809,50.293,-1.953,0
1486223271.877,98.633,31.738,27.344,58.105,-62.500,0
1486223271.881,33.203,19.043,37.109,56.641,-14.648,0
1486223271.885,-26.367,23.926,41.016,70.312,108.887,0
1486223271.889,0.000,27.344,34.668,64.941,178.223,0
1486223271.893,83.008,24.414,39.551,53.223,7.812,0
1486223271.897,104.980,26.367,44.922,62.012,-75.684,0
1486223271.900,46.387,29.785,41.992,58.594,-32.227,0
1486223271.904,-3.418,35.645,46.387,72.266,93.262,0
1486223271.908,5.371,25.391,46.387,66.406,182.129,0
1486223271.912,67.383,14.648,29.785,40.039,80.078,0
1486223271.916,102.051,22.461,25.391,48.340,-15.625,0
1486223271.920,66.406,32.227,41.016,61.035,-40.039,0
1486223271.924,-1.465,32.227,42.480,66.406,64.941,0
1486223271.928,-3.906,29.785,38.574,65.430,167.969,0
1486223271.932,60.547,23.438,37.109,46.875,29.785,0
1486223271.936,91.309,22.949,22.461,52.734,-58.105,0
1486223271.940,63.477,31.738,39.062,69.336,-29.297,0
1486223271.943,-4.883,33.691,53.711,77.637,67.383,0
1486223271.947,-31.250,25.391,37.598,68.359,183.594,0
1486223271.951,40.039,17.090,38.086,52.246,107.910,0
1486223271.955,101.562,21.973,40.527,64.453,-22.461,0
1486223271.959,64.453,23.926,34.668,63.477,-40.039,0
1486223271.963,-13.184,28.809,36.621,64.453,14.160,0
1486223271.967,-20.996,37.598,45.898,76.172,133.789,0
1486223271.971,44.434,33.203,49.805,59.082,87.402,0
1486223271.975,94.238,30.273,43.945,55.176,-53.711,0
1486223271.979,82.031,30.273,30.273,63.477,-38.086,0
1486223271.982,18.555,32.227,43.945,76.172,21.973,0
1486223271.986,-26.855,29.297,55.176,76.660,166.016,0
1486223271.990,23.926,24.902,33.691,50.293,106.934,0
1486223271.994,95.215,25.879,25.391,46.875,-27.344,0
1486223271.998,87.891,31.738,35.645,54.199,25.879,0
1486223272.002,28.320,35.156,44.434,62.500,61.523,0
1486223272.006,-18.555,38.086,37.598,74.707,183.594,0
1486223272.010,20.996,36.621,31.738,62.012,173.828,0
1486223272.014,96.191,33.203,35.645,56.152,-14.160,0
1486223272.018,93.262,27.832,50.293,68.359,-38.086,0
1486223272.022,23.438,25.879,53.223,69.336,44.434,0
1486223272.025,-27.344,29.785,36.133,73.242,163.574,0
1486223272.029,12.207,31.250,32.715,62.988,165.527,0
1486223272.033,88.867,29.297,35.156,58.594,4.883,0
1486223272.037,100.586,27.344,38.086,70.801,-41.992,0
1486223272.041,42.969,29.785,44.434,77.148,-24.414,0
1486223272.045,-11.719,37.598,43.457,86.914,88.379,0
1486223272.049,8.789,36.621,40.039,78.125,149.902,0
1486223272.053,74.707,25.879,36.133,62.988,16.113,0
1486223272.057,99.121,26.367,40.527,65.430,-22.949,0
1486223272.061,46.875,30.273,42.969,63.965,-25.879,0
1486223272.064,-21.973,27.832,47.363,72.754,66.895,0
1486223272.068,-6.836,33.203,43.457,68.359,158.691,0
1486223272.072,71.289,29.297,25.879,53.223,45.410,0
1486223272.076,96.191,17.090,32.715,60.059,2.930,0
1486223272.080,43.457,20.996,36.133,61.035,3.418,0
1486223272.084,-17.090,26.367,34.180,69.824,67.871,0
1486223272.088,-2.441,28.320,38.086,72.754,159.668,0
1486223272.092,74.219,29.297,42.480,58.105,48.340,0
1486223272.096,105.469,29.297,43.457,60.547,12.207,0
1486223272.100,60.059,30.762,30.762,56.152,38.086,0
1486223272.104,-5.371,28.320,35.156,64.941,84.473,0
1486223272.107,-5.371,29.785,46.387,73.242,197.754,0
1486223272.111,66.895,32.227,40.039,52.734,90.820,2
1486223272.115,115.723,34.668,36.133,65.430,-4.395,0
1486223272.119,82.520,25.879,35.645,79.590,-17.578,0
1486223272.123,1.953,21.484,36.621,83.008,32.715,0
